Metrics Over Time
Metrics Over Time
,,,22-3 0:00,,,22-3 0:05,,,22-3 0:10,,,22-3 0:15,,,22-3 0:20,,,22-3 0:25,,,22-3 0:30,,,22-3 0:35,,,22-3 0:40,,,22-3 0:45,,,22-3 0:50,,,22-3 0:55,,,22-3 1:00,,,22-3 1:05,,,22-3 1:10,,,22-3 1:15,,,22-3 1:20,,,22-3 1:25,,,22-3 1:30,,,22-3 1:35,,,22-3 1:40,,,22-3 1:45,,,22-3 1:50,,,22-3 1:55,,,22-3 2:00,,,22-3 2:05,,,22-3 2:10,,,22-3 2:15,,,22-3 2:20,,,22-3 2:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T17_SKPAuto_Adres","2,62","2,49","1,94","2,06","2,73","2,39","2,28","2,52","2,35","2,36","2,41","2,03","2,40","2,29","2,32","2,35","4,34","2,45","2,24","2,11","2,55","2,26","2,31","2,19","2,69","2,33","2,34","2,23","2,40","2,30",
"FSO_T18_SKPAuto_TelefoonEmail","1,37","1,63","1,31","1,28","1,19","2,71","1,26","1,33","1,46","1,42","1,66","1,46","1,49","1,74","1,32","1,49","4,00","1,52","1,46","1,36","1,61","1,35","1,32","1,29","6,79","1,22","1,45","1,34","1,36","1,36",
"FSO_T19_SKPAuto_AanvullendeVragen","7,78","8,06","8,01","8,15","7,69","8,50","8,39","8,00","8,81","8,76","7,88","8,32","8,94","8,38","7,92","8,39","9,09","8,07","7,43","8,26","8,53","7,48","8,41","8,14","14,37","11,15","8,97","8,19","9,24","8,44",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","0,43","0,41","0,45","0,43","0,36","1,82","0,44","0,41","0,44","0,41","0,45","0,40","0,69","0,45","0,43","0,65","1,43","0,45","0,40","0,43","0,46","0,36","0,42","0,43","0,42","0,52","0,52","0,41","0,49","0,48",
"FSO_T21_SKPAuto_StrafbaarFeit","0,39","0,47","0,53","0,38","0,47","1,51","0,52","0,52","0,41","0,42","0,44","0,49","0,37","0,46","0,42","0,52","1,54","0,44","0,43","0,53","0,50","0,44","0,50","0,42","0,44","0,41","0,54","0,53","0,46","0,46",
"FSO_T22_SKPAuto_EerderSchade","0,54","0,43","0,47","0,47","0,52","1,44","0,44","0,47","0,44","0,45","0,52","0,45","0,39","0,46","0,50","0,65","1,54","0,46","0,64","0,45","0,44","0,66","0,46","0,41","0,52","0,44","0,57","0,53","0,50","0,56",
"FSO_T23_SKPAuto_MaandJaar","0,48","0,43","0,46","0,40","0,44","1,32","0,39","0,51","0,48","0,50","0,45","0,39","0,45","0,43","0,47","0,47","1,39","0,45","0,42","0,47","0,43","0,39","0,46","0,38","0,39","0,51","0,52","0,41","0,44","0,52",
"FSO_T24_SKPAuto_Rekeningnummer","1,48","1,79","1,28","1,62","1,61","2,10","1,09","2,17","1,38","1,52","1,57","1,58","1,47","1,17","1,44","1,09","2,46","1,63","2,58","1,43","1,65","1,50","1,45","1,61","10,79","1,55","1,65","1,47","1,42","1,50",
"FSO_T25_SKPAuto_Samenvatting2","3,05","3,34","3,46","3,41","3,48","5,08","3,25","3,07","3,68","2,79","3,52","3,26","4,37","2,97","2,82","2,80","4,06","3,40","3,25","3,23","3,19","3,12","2,88","3,12","3,01","3,24","3,45","3,15","3,59","3,46",
"FSO_T26_SKPAuto_EindeScript","0,50","0,46","0,53","0,43","0,48","1,56","0,49","0,45","0,75","0,61","0,46","0,61","0,45","0,50","0,46","0,49","1,42","0,55","0,55","0,48","0,56","0,46","0,44","0,57","0,44","0,52","0,55","0,55","0,45","0,65",
 

