Metrics Over Time
Metrics Over Time
,,,18-3 3:30,,,18-3 3:35,,,18-3 3:40,,,18-3 3:45,,,18-3 3:50,,,18-3 3:55,,,18-3 4:00,,,18-3 4:05,,,18-3 4:10,,,18-3 4:15,,,18-3 4:20,,,18-3 4:25,,,18-3 4:30,,,18-3 4:35,,,18-3 4:40,,,18-3 4:45,,,18-3 4:50,,,18-3 4:55,,,18-3 5:00,,,18-3 5:05,,,18-3 5:10,,,18-3 5:15,,,18-3 5:20,,,18-3 5:25,,,18-3 5:30,,,18-3 5:35,,,18-3 5:40,,,18-3 5:45,,,18-3 5:50,,,18-3 5:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","-","1,83","1,91","-","2,29","2,17","-","-","-","-","-","1,99","-","2,13","2,84","2,01","2,18","2,15","-","2,22","2,15","-","-","1,80","-","1,93","2,50","2,68","-","-",
"FSO_T01_SKPAuto_VerzekererdJaNee","-","0,30","0,42","-","0,49","0,43","-","-","-","-","-","0,26","-","0,28","0,31","0,29","0,31","0,27","-","0,28","0,34","-","-","0,33","-","0,27","0,34","0,28","-","-",
"FSO_T02_SKPAuto_Kenteken","-","0,27","0,35","-","0,28","0,29","-","-","-","-","-","0,27","-","0,28","0,29","0,33","0,32","0,28","-","0,31","0,31","-","-","0,27","-","0,31","0,29","0,30","-","-",
"FSO_T03_SKPAuto_AutoCheck","-","1,80","1,70","-","1,61","1,51","-","-","-","-","-","1,48","-","1,63","1,53","1,63","2,04","1,81","-","2,80","1,68","-","-","1,77","-","1,87","1,57","1,70","-","-",
"FSO_T04_SKPAuto_Postcode","-","0,59","0,31","-","0,55","0,30","-","-","-","-","-","0,29","-","0,44","0,32","0,29","0,59","0,31","-","0,58","0,38","-","-","0,29","-","0,70","0,41","0,30","-","-",
"FSO_T05_SKPAuto_Bestuurder","-","1,21","1,28","-","1,09","1,35","-","-","-","-","-","1,21","-","1,19","1,35","1,30","1,21","1,44","-","1,60","1,13","-","-","1,15","-","1,50","1,62","1,34","-","-",
"FSO_T06_SKPAuto_GeboorteDatum","0,94","0,91","0,85","0,86","0,83","0,88","-","-","-","0,93","-","0,85","-","0,94","1,05","0,89","0,95","-","-","0,92","0,87","-","-","0,79","-","0,96","-","-","0,82","-",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,34","-","2,62","2,19","2,32","2,18","-","-","2,07","2,11","0,00","2,28","-","1,95","-","-","0,00","2,14","3,30","3,10","0,00","-","-","-","-","-","-","-","15,68","-",
"FSO_T08_SKPAuto_Kilometers","0,48","-","0,58","0,34","0,57","0,71","-","-","0,56","0,63","-","0,63","-","0,82","-","-","-","0,49","0,62","0,75","-","-","-","-","-","-","-","-","0,66","-",
"FSO_T09_SKPAuto_Basisdekking","0,59","-","2,88","2,89","2,93","2,95","0,00","-","14,75","2,89","-","6,26","-","25,47","-","-","-","21,69","2,92","4,56","-","-","-","-","-","-","-","-","12,51","-",
"FSO_T10_SKPAuto_Uitbreiding","0,73","-","0,68","0,68","0,74","0,62","-","-","0,68","0,73","-","0,65","0,68","1,03","-","-","-","0,70","0,61","0,78","-","0,71","-","-","-","-","-","-","0,80","0,65",
"FSO_T11_SKPAuto_Ingangsdatum","0,55","-","0,48","0,55","0,52","0,44","-","-","-","0,56","-","0,42","0,46","0,56","-","-","-","0,46","0,46","0,54","-","0,54","-","-","-","-","-","0,63","0,46","0,53",
"FSO_T12_SKPAuto_Ongevallen","1,38","-","1,17","1,23","1,33","1,22","-","-","-","1,02","-","-","25,26","-","-","-","-","34,38","1,35","13,77","-","17,46","-","-","-","14,94","18,56","0,00","20,23","0,00",
"FSO_T13_SKPAuto_Samenvatting1","2,71","-","0,56","0,56","1,69","-","2,52","-","0,58","-","-","-","2,53","-","-","-","-","2,59","2,50","0,68","-","2,55","-","2,51","0,53","0,43","2,55","-","0,49","-",
"FSO_T14_SKPAuto_PriveZakelijk","0,56","-","0,47","0,49","0,50","-","0,57","-","0,52","0,56","-","-","0,49","-","-","-","-","0,52","0,46","0,56","-","0,49","-","0,47","0,57","0,62","0,54","-","-","-",
"FSO_T15_SKPAuto_KentekenOpNaam","0,49","-","0,45","0,39","0,50","-","0,38","-","0,50","0,44","-","-","0,47","-","-","0,56","-","0,41","0,42","0,52","-","0,42","-","0,47","0,52","0,43","0,43","-","-","-",
"FSO_T16_SKPAuto_Persoonsgegevens","0,77","-","1,66","0,92","0,74","-","0,58","-","0,55","0,64","-","-","0,55","-","-","0,76","0,63","0,78","0,74","0,69","-","0,67","-","0,59","0,53","0,86","1,19","-","-","-",
"FSO_T17_SKPAuto_Adres","2,03","-","2,00","2,62","2,65","-","2,03","-","2,22","2,24","-","-","2,65","2,42","-","2,26","2,50","2,31","2,20","-","-","2,35","-","2,06","2,31","2,01","-","-","-","-",
"FSO_T18_SKPAuto_TelefoonEmail","-","1,22","1,56","1,31","-","1,90","-","-","1,45","1,26","-","-","1,49","1,16","-","1,08","1,09","1,25","1,35","-","-","1,14","2,21","1,73","1,28","1,30","-","-","-","-",
"FSO_T19_SKPAuto_AanvullendeVragen","-","7,33","7,89","8,22","-","7,99","-","-","8,22","7,82","-","-","8,40","8,17","-","7,84","8,32","-","9,89","-","-","8,63","7,76","7,63","7,89","8,03","-","-","8,22","-",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","0,54","0,49","0,40","-","0,44","-","-","0,43","0,43","0,42","-","0,40","0,45","-","0,40","0,37","-","-","0,53","-","0,45","0,38","0,76","-","0,42","-","-","0,40","-",
"FSO_T21_SKPAuto_StrafbaarFeit","-","0,40","0,50","0,41","0,41","0,48","-","-","0,42","0,36","0,50","-","0,37","0,37","-","0,42","-","-","-","0,52","-","0,37","0,47","0,68","-","0,53","-","-","0,36","-",
"FSO_T22_SKPAuto_EerderSchade","-","0,45","0,47","0,38","0,46","0,44","-","-","0,51","0,38","0,46","-","0,45","0,40","-","0,41","-","-","-","0,51","-","0,39","0,42","0,41","-","0,46","-","-","0,44","-",
"FSO_T23_SKPAuto_MaandJaar","-","0,57","0,47","0,37","0,38","0,47","-","-","0,44","0,41","0,44","-","0,40","0,69","-","0,38","-","-","-","0,44","-","0,38","0,45","0,46","-","0,49","-","-","0,46","-",
"FSO_T24_SKPAuto_Rekeningnummer","-","1,59","1,49","1,49","1,36","1,52","-","-","2,33","1,50","1,41","-","1,65","1,33","-","1,54","-","-","-","1,47","1,56","1,44","1,40","1,57","-","1,34","-","-","1,50","-",
"FSO_T25_SKPAuto_Samenvatting2","-","3,42","3,44","2,93","3,78","3,12","-","-","2,92","3,16","3,10","-","3,75","3,18","-","3,24","-","-","-","3,54","3,27","3,28","3,27","-","-","2,99","-","-","3,77","-",
"FSO_T26_SKPAuto_EindeScript","-","0,45","0,55","0,49","0,59","0,44","-","-","0,54","0,44","0,46","-","0,47","0,50","-","0,51","-","-","-","0,51","0,68","0,47","0,50","-","-","0,46","-","-","0,70","-",
 

