Metrics Over Time
Metrics Over Time
,,,13-3 8:30,,,13-3 8:35,,,13-3 8:40,,,13-3 8:45,,,13-3 8:50,,,13-3 8:55,,,13-3 9:00,,,13-3 9:05,,,13-3 9:10,,,13-3 9:15,,,13-3 9:20,,,13-3 9:25,,,13-3 9:30,,,13-3 9:35,,,13-3 9:40,,,13-3 9:45,,,13-3 9:50,,,13-3 9:55,,,13-3 10:00,,,13-3 10:05,,,13-3 10:10,,,13-3 10:15,,,13-3 10:20,,,13-3 10:25,,,13-3 10:30,,,13-3 10:35,,,13-3 10:40,,,13-3 10:45,,,13-3 10:50,,,13-3 10:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,47","2,08","2,51","1,80","2,31","2,19","3,19","3,13","2,38","2,62","2,43","2,69","3,08","2,92","2,98","3,10","3,04","2,36","2,90","2,75","2,11","2,94","2,65","2,10","3,56","2,55","3,00","3,51","2,42","3,23",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,28","0,29","0,29","0,46","0,29","0,29","0,36","0,28","0,43","0,29","0,30","0,23","0,22","1,77","0,24","0,46","0,28","0,28","0,29","0,30","0,35","0,40","0,33","0,46","0,33","0,35","0,62","6,10","0,27","0,53",
"FSO_T02_SKPAuto_Kenteken","0,31","0,27","0,28","0,29","0,34","0,26","0,32","0,30","0,30","0,33","0,31","0,26","0,31","1,93","0,36","0,34","0,29","0,28","0,32","0,32","0,46","0,33","0,28","0,29","0,34","0,29","0,30","1,92","0,28","0,35",
"FSO_T03_SKPAuto_AutoCheck","1,65","1,91","1,57","1,52","1,73","1,35","1,75","1,66","1,72","1,68","2,90","1,68","1,66","4,06","1,53","1,60","1,62","2,05","1,38","1,76","1,41","1,70","1,72","1,64","1,31","1,99","3,45","4,23","1,26","1,67",
"FSO_T04_SKPAuto_Postcode","0,32","0,47","0,29","0,28","1,21","0,33","0,29","0,59","0,31","0,29","0,40","0,32","0,30","5,27","0,30","0,29","0,43","0,30","0,32","0,53","0,35","0,33","0,44","0,31","0,34","0,67","0,31","1,19","0,78","0,32",
"FSO_T05_SKPAuto_Bestuurder","1,18","1,46","1,20","1,19","1,61","1,13","1,30","1,36","1,52","1,32","1,28","1,13","1,98","6,98","1,42","1,25","1,42","1,13","1,26","1,01","1,32","1,51","1,18","1,43","1,03","1,40","1,40","2,98","1,18","1,15",
"FSO_T06_SKPAuto_GeboorteDatum","0,89","1,07","0,94","0,99","0,94","0,98","0,86","1,03","1,01","0,90","1,41","0,98","0,97","1,73","1,09","0,99","0,90","1,46","0,89","2,84","0,95","21,21","1,02","2,04","0,90","0,97","1,12","1,64","0,95","1,20",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,09","2,38","2,16","1,95","1,95","1,99","2,19","2,04","2,21","2,12","2,31","2,16","2,61","2,92","4,01","2,99","2,02","4,00","2,62","1,71","1,95","2,70","2,06","1,82","1,97","2,11","4,32","3,35","1,92","2,02",
"FSO_T08_SKPAuto_Kilometers","0,58","0,63","0,65","0,45","0,62","0,53","0,56","0,57","0,62","0,63","0,65","0,54","0,71","11,44","0,48","0,55","0,55","0,79","0,70","0,81","0,62","0,61","0,75","0,60","0,60","0,80","0,70","2,39","0,58","0,71",
"FSO_T09_SKPAuto_Basisdekking","2,90","3,04","2,91","2,88","2,86","2,87","2,87","2,91","2,89","4,93","2,92","3,05","3,00","3,82","2,98","2,88","2,92","3,10","2,98","3,05","2,87","3,21","3,77","2,94","3,00","3,05","2,99","16,33","2,86","2,95",
