Metrics Over Time
Metrics Over Time
,,,17-3 10:00,,,17-3 10:05,,,17-3 10:10,,,17-3 10:15,,,17-3 10:20,,,17-3 10:25,,,17-3 10:30,,,17-3 10:35,,,17-3 10:40,,,17-3 10:45,,,17-3 10:50,,,17-3 10:55,,,17-3 11:00,,,17-3 11:05,,,17-3 11:10,,,17-3 11:15,,,17-3 11:20,,,17-3 11:25,,,17-3 11:30,,,17-3 11:35,,,17-3 11:40,,,17-3 11:45,,,17-3 11:50,,,17-3 11:55,,,17-3 12:00,,,17-3 12:05,,,17-3 12:10,,,17-3 12:15,,,17-3 12:20,,,17-3 12:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","3,15","2,22","2,27","2,73","2,64","2,48","-","-","1,86","4,39","3,20","2,45","-","2,27","-","3,08","-","2,78","2,35","-","2,15","2,80","2,62","-","2,13","2,33","2,06","2,99","2,12","2,62",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,36","0,31","0,24","0,34","0,52","0,48","-","-","0,35","0,88","0,54","0,45","-","0,40","-","0,49","-","0,43","0,55","-","0,36","0,62","0,34","-","0,44","1,11","0,40","0,65","0,48","0,47",
"FSO_T02_SKPAuto_Kenteken","0,39","0,37","0,35","0,41","0,38","0,29","-","-","0,36","0,51","0,28","0,40","-","0,36","-","0,43","-","0,53","0,52","-","0,37","0,38","0,42","-","0,40","0,48","0,38","0,41","0,42","0,38",
"FSO_T03_SKPAuto_AutoCheck","1,70","1,91","1,92","1,60","2,46","1,55","-","-","1,52","1,26","1,67","1,76","-","2,24","-","1,60","-","1,63","1,48","-","1,44","1,54","1,76","-","1,61","1,61","1,49","1,66","1,43","1,60",
"FSO_T04_SKPAuto_Postcode","0,37","0,47","0,45","0,40","0,54","0,39","-","-","0,37","0,42","0,47","0,42","-","1,07","-","0,43","-","0,39","0,39","-","0,45","0,43","0,31","-","0,40","0,64","0,40","0,42","1,67","0,42",
"FSO_T05_SKPAuto_Bestuurder","1,32","1,53","1,35","1,43","1,44","1,48","-","-","1,66","1,33","1,42","1,48","-","1,46","-","1,38","-","1,20","1,08","-","1,51","1,30","1,44","-","1,44","1,27","1,51","1,16","1,34","1,33",
"FSO_T06_SKPAuto_GeboorteDatum","0,79","-","0,95","0,81","-","0,84","-","7,85","1,36","-","-","0,90","-","-","-","-","0,79","0,77","-","-","0,90","0,83","0,87","-","-","1,83","0,80","-","0,89","0,83",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,12","-","5,69","2,45","-","2,49","-","1,84","2,29","-","-","6,13","-","-","-","-","1,85","1,84","1,84","-","1,85","2,23","2,88","-","-","2,22","3,37","-","1,89","5,95",
"FSO_T08_SKPAuto_Kilometers","0,56","-","0,84","0,54","-","0,88","-","0,54","0,73","-","-","0,65","-","-","-","-","0,74","0,70","1,01","-","0,86","0,80","0,80","-","-","0,76","0,88","-","0,62","0,77",
"FSO_T09_SKPAuto_Basisdekking","3,88","-","2,95","2,88","-","2,83","-","4,96","10,03","-","-","2,83","-","-","-","-","3,41","2,96","2,89","-","2,89","3,01","2,95","-","-","2,94","3,18","-","2,92","2,94",
"FSO_T10_SKPAuto_Uitbreiding","0,75","-","0,84","0,66","-","0,69","-","0,00","0,71","-","-","0,70","-","-","-","-","0,63","1,49","0,74","-","0,67","0,67","0,71","-","-","0,73","0,75","-","0,68","0,69",
"FSO_T11_SKPAuto_Ingangsdatum","0,52","-","0,50","0,66","-","0,62","-","-","0,56","-","-","0,50","-","-","-","-","0,58","0,54","0,58","-","0,49","0,59","0,49","-","-","0,59","0,53","-","0,54","0,55",
"FSO_T12_SKPAuto_Ongevallen","1,27","1,23","-","1,46","1,67","2,19","-","2,61","-","-","1,50","1,62","2,24","2,06","-","1,49","1,38","-","1,56","1,92","1,31","-","1,80","-","2,22","1,64","-","-","2,18","-",
"FSO_T13_SKPAuto_Samenvatting1","-","2,62","-","-","2,54","2,61","0,61","2,48","-","-","2,60","2,54","2,51","2,69","-","1,97","0,66","-","2,50","2,57","1,01","-","1,65","2,50","2,50","1,72","-","-","1,64","-",
"FSO_T14_SKPAuto_PriveZakelijk","-","0,71","-","-","0,63","0,63","0,50","0,46","-","-","0,65","0,60","0,60","0,85","-","0,69","0,60","-","0,68","0,64","0,58","-","0,63","0,52","0,68","0,71","-","-","0,62","-",
"FSO_T15_SKPAuto_KentekenOpNaam","-","0,58","-","-","0,52","0,48","0,39","0,54","-","-","0,55","0,49","0,49","0,61","-","0,62","0,82","-","0,50","1,18","0,60","-","0,48","0,64","0,68","0,65","-","-","0,56","-",
"FSO_T16_SKPAuto_Persoonsgegevens","-","1,01","-","-","0,69","0,53","0,65","0,72","-","-","0,57","0,61","0,54","0,69","-","0,75","0,88","-","0,88","1,29","0,80","-","0,89","0,99","0,72","0,84","-","1,14","0,81","-",
"FSO_T17_SKPAuto_Adres","-","3,01","-","2,39","2,43","2,35","2,18","2,25","2,44","2,63","2,47","2,31","-","2,27","-","2,56","2,56","-","2,32","2,40","2,41","-","2,18","2,32","2,34","2,54","2,89","2,14","2,23","-",
"FSO_T18_SKPAuto_TelefoonEmail","-","-","-","1,60","1,61","2,37","-","1,66","1,27","1,50","-","1,70","-","1,29","1,85","-","-","-","2,12","-","-","-","1,97","1,88","-","1,78","1,36","1,41","1,47","1,73",
"FSO_T19_SKPAuto_AanvullendeVragen","-","-","-","8,60","9,09","8,71","-","7,85","7,40","8,73","8,43","7,38","-","8,09","8,80","-","-","-","7,91","-","-","-","8,52","8,37","-","8,19","8,43","8,16","8,19","7,79",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","-","-","0,63","0,55","0,55","-","0,61","0,42","0,43","0,44","0,44","-","0,75","0,63","-","-","-","0,60","0,58","-","-","0,75","0,54","-","0,48","0,48","0,50","1,07","0,52",
"FSO_T21_SKPAuto_StrafbaarFeit","-","-","-","0,59","0,50","0,65","-","0,68","0,42","0,37","0,45","0,39","-","0,72","0,68","-","-","-","0,71","0,61","-","-","0,51","0,49","-","0,78","0,60","0,51","0,48","0,56",
"FSO_T22_SKPAuto_EerderSchade","-","-","-","0,55","0,58","0,44","-","0,53","0,55","0,37","0,39","0,46","-","0,52","1,61","-","-","-","0,62","0,62","-","-","0,56","0,43","-","0,90","0,58","0,56","0,58","0,58",
"FSO_T23_SKPAuto_MaandJaar","-","-","-","0,61","0,52","1,09","-","0,52","1,72","0,40","0,43","0,47","-","0,54","1,03","-","-","-","0,52","0,52","-","-","0,54","0,41","-","0,59","0,60","0,61","0,49","0,60",
