Metrics Over Time
Metrics Over Time
,,,15-3 20:30,,,15-3 20:35,,,15-3 20:40,,,15-3 20:45,,,15-3 20:50,,,15-3 20:55,,,15-3 21:00,,,15-3 21:05,,,15-3 21:10,,,15-3 21:15,,,15-3 21:20,,,15-3 21:25,,,15-3 21:30,,,15-3 21:35,,,15-3 21:40,,,15-3 21:45,,,15-3 21:50,,,15-3 21:55,,,15-3 22:00,,,15-3 22:05,,,15-3 22:10,,,15-3 22:15,,,15-3 22:20,,,15-3 22:25,,,15-3 22:30,,,15-3 22:35,,,15-3 22:40,,,15-3 22:45,,,15-3 22:50,,,15-3 22:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,27","2,17","-","2,30","-","2,37","-","-","2,63","2,56","2,24","-","3,51","2,23","2,23","-","-","-","-","-","2,29","4,15","2,33","2,42","-","-","2,14","2,37","2,35","2,29",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,49","0,34","-","0,35","-","0,44","-","-","0,40","0,33","0,49","-","1,84","0,31","0,22","-","-","-","-","-","0,32","2,19","0,31","0,35","-","-","0,29","0,34","0,27","0,30",
"FSO_T02_SKPAuto_Kenteken","0,36","0,38","-","0,44","-","0,39","-","-","0,41","0,42","0,40","-","1,78","0,33","0,34","-","-","-","-","-","0,27","1,83","0,30","0,39","-","-","0,26","0,31","0,33","0,28",
"FSO_T03_SKPAuto_AutoCheck","1,58","1,62","-","1,69","-","1,60","-","-","1,48","1,58","2,22","-","2,87","1,43","1,18","-","-","-","-","-","1,35","2,89","1,73","1,65","-","-","1,89","1,43","1,96","1,71",
"FSO_T04_SKPAuto_Postcode","0,39","0,61","-","0,36","-","0,45","-","-","0,42","0,37","1,54","-","2,15","0,54","0,40","-","-","-","-","-","0,34","2,32","0,35","0,32","-","-","0,32","0,34","0,33","0,31",
"FSO_T05_SKPAuto_Bestuurder","1,41","1,60","-","1,62","-","1,50","-","-","1,25","1,57","1,48","-","2,94","1,37","1,37","-","-","-","-","-","1,25","3,39","1,76","1,21","-","-","1,38","1,42","1,49","1,33",
"FSO_T06_SKPAuto_GeboorteDatum","-","0,88","1,47","-","-","0,98","-","1,84","0,85","-","0,93","-","2,08","1,11","1,38","-","-","1,39","-","0,81","1,01","-","0,84","0,85","-","0,89","0,93","-","1,11","0,91",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","2,56","2,03","-","-","1,92","-","6,04","-","-","2,41","2,00","-","-","1,74","-","-","2,11","-","2,28","4,29","-","2,34","-","-","2,02","2,26","-","2,22","2,20",
"FSO_T08_SKPAuto_Kilometers","-","0,63","0,72","-","-","0,62","-","0,87","-","-","0,72","0,59","-","-","0,90","-","-","0,73","-","0,88","0,70","-","0,51","-","-","0,52","0,48","-","0,43","0,53",
"FSO_T09_SKPAuto_Basisdekking","-","2,95","2,87","-","-","2,98","-","2,97","-","-","2,96","4,91","-","-","2,86","-","-","3,95","-","2,94","2,92","-","2,97","-","-","2,98","0,63","-","2,93","3,05",
"FSO_T10_SKPAuto_Uitbreiding","-","0,84","0,77","-","-","0,78","-","0,77","-","-","0,77","0,67","-","-","0,80","-","-","0,77","-","0,72","0,74","-","0,75","-","-","0,73","0,58","-","0,66","0,72",
"FSO_T11_SKPAuto_Ingangsdatum","-","0,60","0,54","-","-","0,54","-","0,53","-","-","0,62","0,55","-","-","0,55","-","-","0,54","-","0,51","0,53","-","0,58","-","-","0,57","0,31","-","0,58","0,55",
"FSO_T12_SKPAuto_Ongevallen","1,34","2,20","1,43","-","-","-","1,45","1,38","-","-","1,27","-","-","-","-","-","-","-","-","-","-","-","1,36","-","-","1,48","1,24","-","1,81","1,51",
"FSO_T13_SKPAuto_Samenvatting1","0,98","1,70","4,42","-","-","-","2,60","2,50","2,59","-","2,59","-","-","4,43","-","-","-","-","-","2,65","-","-","-","2,52","-","1,69","-","-","2,57","-",
"FSO_T14_SKPAuto_PriveZakelijk","0,57","0,67","0,62","-","-","-","0,67","0,57","0,49","-","0,60","-","-","0,56","-","-","-","-","-","0,58","-","-","-","0,42","-","0,50","-","-","0,59","-",
"FSO_T15_SKPAuto_KentekenOpNaam","0,53","0,56","2,45","-","-","-","0,44","0,55","0,41","-","0,54","-","-","2,16","-","-","-","-","-","0,51","-","-","-","0,42","-","0,54","-","-","0,47","-",
"FSO_T16_SKPAuto_Persoonsgegevens","0,61","0,97","2,93","-","-","-","0,61","0,70","0,81","-","0,61","-","-","2,66","-","-","-","-","-","0,58","-","-","-","0,78","-","0,71","-","-","0,69","-",
"FSO_T17_SKPAuto_Adres","2,62","2,37","3,78","-","-","-","2,41","1,97","2,49","-","2,37","-","-","4,16","-","-","-","-","-","2,20","-","-","-","2,35","-","2,29","-","-","2,55","-",
"FSO_T18_SKPAuto_TelefoonEmail","1,39","1,54","1,78","-","1,42","2,37","-","1,38","-","1,32","1,58","-","-","-","1,19","-","-","1,56","-","-","-","-","3,72","-","-","-","-","1,45","-","1,48",
"FSO_T19_SKPAuto_AanvullendeVragen","8,64","7,67","8,31","-","11,45","7,26","-","7,63","-","8,29","7,58","-","-","-","7,62","-","-","8,54","-","-","-","-","8,48","-","-","-","-","9,50","-","7,99",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","0,58","0,49","0,60","-","0,79","0,55","-","0,61","-","0,61","0,52","-","-","-","0,47","-","-","0,52","-","-","-","-","2,79","-","-","-","-","0,65","-","0,44",
"FSO_T21_SKPAuto_StrafbaarFeit","0,48","0,64","0,69","-","0,54","0,54","-","0,56","-","0,55","0,51","-","-","-","0,45","-","-","0,49","-","-","-","-","3,22","-","-","-","-","0,44","-","0,43",
"FSO_T22_SKPAuto_EerderSchade","0,55","0,52","0,68","-","0,64","0,51","-","0,54","-","0,49","0,69","-","-","-","0,44","-","-","0,52","-","-","-","-","2,43","-","-","-","-","0,41","-","0,44",
"FSO_T23_SKPAuto_MaandJaar","0,50","0,52","0,67","-","0,54","0,55","-","0,50","-","0,49","0,52","-","-","-","0,51","-","-","0,47","-","-","-","-","2,47","-","-","-","-","0,39","-","0,48",
"FSO_T24_SKPAuto_Rekeningnummer","1,29","0,83","-","-","0,89","1,28","-","0,82","1,43","2,28","1,45","-","-","-","1,44","-","-","1,42","1,69","-","-","1,38","2,65","-","-","-","-","0,82","-","1,36",
"FSO_T25_SKPAuto_Samenvatting2","3,74","3,45","-","-","4,07","-","3,70","3,02","3,11","3,06","3,06","3,28","-","-","3,40","-","-","2,92","4,13","-","3,75","2,92","-","3,37","-","-","3,47","-","-","3,35",
"FSO_T26_SKPAuto_EindeScript","0,60","0,69","-","-","0,58","-","0,53","0,58","0,63","0,50","0,65","0,47","-","-","0,79","-","-","0,57","0,45","-","0,45","0,45","-","0,66","-","-","0,60","-","-","0,51",
 

