Metrics Over Time
Metrics Over Time
,,,13-3 21:00,,,13-3 21:05,,,13-3 21:10,,,13-3 21:15,,,13-3 21:20,,,13-3 21:25,,,13-3 21:30,,,13-3 21:35,,,13-3 21:40,,,13-3 21:45,,,13-3 21:50,,,13-3 21:55,,,13-3 22:00,,,13-3 22:05,,,13-3 22:10,,,13-3 22:15,,,13-3 22:20,,,13-3 22:25,,,13-3 22:30,,,13-3 22:35,,,13-3 22:40,,,13-3 22:45,,,13-3 22:50,,,13-3 22:55,,,13-3 23:00,,,13-3 23:05,,,13-3 23:10,,,13-3 23:15,,,13-3 23:20,,,13-3 23:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,17","2,24","2,28","2,42","1,86","1,91","2,83","2,16","1,94","2,08","2,15","1,88","1,89","2,30","2,28","3,13","3,77","2,42","2,46","7,90","2,43","2,74","2,51","2,33","2,37","2,31","2,34","2,94","2,40","2,52",
"FSO_T01_SKPAuto_VerzekererdJaNee","1,11","0,52","0,35","0,40","0,27","0,38","0,31","0,22","0,42","1,36","0,28","0,40","0,49","0,24","1,00","0,26","0,35","0,35","0,49","0,30","0,31","0,29","0,35","0,34","1,12","0,33","0,36","0,33","0,88","0,36",
"FSO_T02_SKPAuto_Kenteken","1,06","0,45","0,32","0,33","0,31","0,31","0,31","0,29","0,29","1,13","0,28","0,27","0,30","0,30","1,00","0,31","0,37","0,31","0,32","0,29","0,33","0,38","0,30","4,95","1,14","0,32","0,32","0,35","0,33","0,29",
"FSO_T03_SKPAuto_AutoCheck","2,56","1,33","1,46","1,52","1,67","1,86","1,49","1,82","1,44","2,61","1,99","1,74","1,47","1,47","2,43","1,64","2,35","1,54","1,64","1,92","1,34","1,64","1,39","14,08","2,33","2,01","1,59","1,74","1,65","1,74",
"FSO_T04_SKPAuto_Postcode","1,24","0,41","0,37","0,39","0,60","0,34","0,30","0,97","0,31","1,22","0,46","0,40","0,37","0,94","1,18","0,34","0,37","0,29","0,27","0,33","0,32","0,32","0,35","0,70","1,25","0,53","0,37","0,32","0,38","0,32",
"FSO_T05_SKPAuto_Bestuurder","2,23","1,16","1,22","1,12","1,46","1,13","1,48","1,16","1,22","2,14","1,33","1,07","0,99","1,10","2,02","1,20","1,15","1,32","1,23","1,48","1,55","1,31","1,33","2,77","2,25","1,35","1,23","1,34","1,24","1,00",
"FSO_T06_SKPAuto_GeboorteDatum","1,54","0,88","0,92","0,89","0,87","0,93","0,97","0,96","0,96","2,49","0,95","1,08","0,98","1,03","1,51","0,85","0,93","1,12","0,88","0,93","2,86","1,12","0,91","1,02","3,75","1,00","1,00","1,00","0,60","1,07",
"FSO_T07_SKPAuto_SchadeVrijeJaren","1,90","2,57","4,11","1,97","2,54","3,43","1,98","1,87","2,27","3,49","2,10","3,43","2,22","3,38","2,41","2,33","2,12","1,96","2,43","2,85","1,91","2,08","1,94","3,14","5,28","2,12","4,96","2,06","2,79","2,85",
"FSO_T08_SKPAuto_Kilometers","0,58","1,50","0,49","0,66","0,76","0,69","0,85","0,57","0,65","2,41","0,58","0,64","0,64","0,68","1,57","0,74","0,65","0,49","1,00","0,64","0,48","0,76","0,74","0,84","2,60","0,60","0,64","0,80","0,66","0,65",
"FSO_T09_SKPAuto_Basisdekking","2,91","3,73","2,85","3,00","4,13","2,90","2,96","3,60","2,89","4,50","2,95","3,97","0,58","15,98","2,58","2,88","3,67","3,35","0,62","2,97","3,00","5,06","3,03","2,58","4,43","4,28","3,02","2,95","3,09","3,02",
