Metrics Over Time
Metrics Over Time
,,,19-3 9:30,,,19-3 9:35,,,19-3 9:40,,,19-3 9:45,,,19-3 9:50,,,19-3 9:55,,,19-3 10:00,,,19-3 10:05,,,19-3 10:10,,,19-3 10:15,,,19-3 10:20,,,19-3 10:25,,,19-3 10:30,,,19-3 10:35,,,19-3 10:40,,,19-3 10:45,,,19-3 10:50,,,19-3 10:55,,,19-3 11:00,,,19-3 11:05,,,19-3 11:10,,,19-3 11:15,,,19-3 11:20,,,19-3 11:25,,,19-3 11:30,,,19-3 11:35,,,19-3 11:40,,,19-3 11:45,,,19-3 11:50,,,19-3 11:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,53","2,59","3,15","2,98","3,91","1,81","2,95","2,08","2,86","2,48","1,97","2,55","2,91","3,11","2,80","3,12","5,67","2,22","3,17","4,32","2,42","2,88","2,76","1,96","2,07","2,58","10,96","3,00","2,10","2,61",
"FSO_T01_SKPAuto_VerzekererdJaNee","1,69","0,34","5,30","0,41","0,51","0,33","0,65","0,70","0,50","1,14","0,32","0,75","0,51","0,52","0,33","0,72","0,32","0,44","1,93","0,53","1,62","0,76","1,12","0,75","5,68","0,68","8,22","0,50","0,78","1,98",
"FSO_T02_SKPAuto_Kenteken","1,24","0,42","0,38","0,72","0,38","0,41","0,51","0,74","0,42","1,38","0,40","0,68","0,58","0,36","0,42","0,54","0,43","0,39","1,22","0,57","1,44","0,68","0,98","0,61","1,31","0,65","6,30","0,42","0,69","1,32",
"FSO_T03_SKPAuto_AutoCheck","2,29","1,58","1,40","1,41","1,51","1,70","1,61","1,83","1,44","2,79","1,69","1,62","3,14","2,17","1,70","2,26","1,92","1,61","3,44","1,94","4,54","1,54","2,20","1,49","1,61","1,70","6,29","1,54","2,26","2,37",
"FSO_T04_SKPAuto_Postcode","1,26","1,66","0,39","0,48","0,57","0,42","0,52","0,60","0,45","1,27","0,57","0,53","0,52","0,61","0,40","0,49","0,51","0,47","1,38","0,79","4,82","0,66","0,83","0,65","0,66","0,82","4,24","0,40","1,08","1,40",
"FSO_T05_SKPAuto_Bestuurder","2,42","1,97","1,18","1,26","1,16","1,50","1,55","1,66","1,60","2,62","1,79","1,57","1,66","1,77","1,38","1,70","1,41","1,50","2,18","1,43","4,20","1,70","1,48","1,67","1,68","1,75","5,47","1,60","1,83","4,37",
"FSO_T06_SKPAuto_GeboorteDatum","0,76","2,51","0,90","0,88","0,88","1,35","0,82","1,16","0,83","0,89","1,49","0,84","0,87","1,12","2,72","1,78","0,94","0,99","2,05","0,95","1,72","0,97","2,78","0,85","0,93","0,82","1,48","-","0,89","3,82",
"FSO_T07_SKPAuto_SchadeVrijeJaren","1,83","3,14","1,95","1,98","1,87","2,11","1,94","2,49","2,34","2,03","2,79","4,30","3,08","2,32","2,11","2,19","2,19","3,93","3,03","2,01","2,89","2,02","2,21","2,03","2,51","4,21","6,38","-","2,21","7,12",
"FSO_T08_SKPAuto_Kilometers","0,71","1,77","0,79","0,61","1,04","1,09","0,70","1,06","0,60","0,65","2,14","0,98","0,71","0,90","0,66","0,78","1,45","0,83","4,44","0,80","1,83","1,00","0,98","1,04","0,94","0,97","5,12","-","0,97","3,97",
"FSO_T09_SKPAuto_Basisdekking","2,92","3,74","2,93","2,94","2,98","2,91","2,95","2,99","3,00","2,82","2,68","3,92","0,59","3,04","3,04","2,89","3,05","2,90","4,45","2,94","3,68","2,89","3,02","3,05","2,86","2,96","4,71","-","5,08","17,31",
