Metrics Over Time
Metrics Over Time
,,,13-3 1:00,,,13-3 1:05,,,13-3 1:10,,,13-3 1:15,,,13-3 1:20,,,13-3 1:25,,,13-3 1:30,,,13-3 1:35,,,13-3 1:40,,,13-3 1:45,,,13-3 1:50,,,13-3 1:55,,,13-3 2:00,,,13-3 2:05,,,13-3 2:10,,,13-3 2:15,,,13-3 2:20,,,13-3 2:25,,,13-3 2:30,,,13-3 2:35,,,13-3 2:40,,,13-3 2:45,,,13-3 2:50,,,13-3 2:55,,,13-3 3:00,,,13-3 3:05,,,13-3 3:10,,,13-3 3:15,,,13-3 3:20,,,13-3 3:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,29","1,90","2,20","2,32","1,83","1,74","1,99","1,72","2,17","2,14","2,17","1,77","1,95","1,84","2,02","2,67","1,90","1,86","2,66","1,93","2,06","2,26","1,80","2,05","2,88","2,66","1,94","3,04","1,80","2,22",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,34","0,20","0,29","0,24","0,30","0,21","0,36","0,31","0,30","0,33","0,26","0,47","0,43","0,83","0,31","1,18","2,00","0,33","0,31","0,31","0,28","0,32","0,32","0,33","1,09","0,31","0,27","0,34","0,37","0,33",
"FSO_T02_SKPAuto_Kenteken","0,37","0,33","0,31","0,28","0,32","0,27","0,34","0,30","0,34","0,32","0,28","0,28","0,35","0,38","0,29","1,12","0,53","0,28","0,33","0,57","0,29","0,35","0,35","0,28","1,04","0,32","0,31","0,32","0,42","0,29",
"FSO_T03_SKPAuto_AutoCheck","1,56","1,95","1,45","1,66","2,19","1,73","1,50","2,05","1,44","1,95","1,74","1,60","5,27","1,98","1,38","2,58","3,41","2,18","1,57","1,30","1,59","1,65","1,82","1,37","2,36","1,91","1,59","1,57","2,01","1,61",
"FSO_T04_SKPAuto_Postcode","0,29","0,42","0,31","0,30","0,68","0,34","0,39","0,47","0,30","0,29","0,49","0,30","0,36","0,75","0,32","1,31","0,54","0,30","0,34","0,52","0,28","0,30","0,50","0,31","1,24","0,44","0,31","0,33","0,32","0,37",
"FSO_T05_SKPAuto_Bestuurder","1,21","1,38","1,20","1,46","1,34","1,11","1,22","0,99","1,33","1,17","1,41","1,53","1,52","1,38","1,21","2,00","1,29","1,47","1,37","1,47","1,27","1,54","1,11","1,20","2,08","1,51","1,22","1,23","1,34","1,44",
"FSO_T06_SKPAuto_GeboorteDatum","1,08","0,92","0,94","0,88","1,03","1,06","0,93","1,44","1,06","0,92","0,91","1,06","6,20","4,03","1,03","1,46","1,14","1,11","-","0,89","1,05","1,02","0,91","0,90","0,98","1,58","1,09","0,91","0,90","0,97",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,23","2,63","2,19","5,77","1,81","4,10","2,69","2,07","2,18","2,70","1,99","2,79","12,22","2,08","1,96","1,73","2,77","2,40","2,33","1,90","2,34","1,96","2,34","2,40","1,97","2,63","1,98","1,87","1,89","1,97",
"FSO_T08_SKPAuto_Kilometers","0,60","0,70","0,65","0,62","0,71","0,68","0,51","0,58","0,57","0,53","0,60","0,62","0,63","0,77","0,78","0,56","1,52","0,71","0,56","0,73","0,57","0,67","0,81","0,65","0,59","1,59","0,80","0,67","0,69","0,62",
"FSO_T09_SKPAuto_Basisdekking","2,94","2,91","2,88","2,88","2,92","2,89","2,97","2,91","2,92","2,93","1,69","2,98","11,21","2,98","4,76","2,90","3,74","2,96","2,98","2,90","2,85","2,92","2,93","1,71","2,86","3,72","2,94","2,88","3,01","2,94",
"FSO_T10_SKPAuto_Uitbreiding","0,66","0,73","0,65","0,60","0,74","0,70","0,72","0,73","0,58","0,66","0,78","0,68","0,69","0,73","0,69","0,64","0,77","0,67","0,80","0,71","0,59","0,81","0,70","0,72","0,64","0,75","0,73","0,65","0,71","0,63",
"FSO_T11_SKPAuto_Ingangsdatum","0,57","0,52","0,45","0,49","0,51","0,46","0,45","0,52","0,49","0,48","0,54","0,53","0,44","0,51","0,52","0,47","1,43","0,50","0,89","0,47","0,53","0,53","0,44","0,48","0,53","1,49","0,48","0,58","0,51","0,50",
"FSO_T12_SKPAuto_Ongevallen","1,38","1,35","1,88","1,38","1,34","1,80","1,70","1,53","1,40","1,32","1,29","1,87","1,38","1,69","1,29","1,25","1,19","1,26","1,25","1,02","1,33","1,23","1,40","1,22","1,98","1,29","1,28","1,23","1,25","2,24",
"FSO_T13_SKPAuto_Samenvatting1","1,52","1,73","2,50","2,48","1,68","2,53","0,70","1,67","0,46","1,62","2,62","2,55","1,60","0,70","2,44","1,55","1,93","0,56","2,67","1,66","0,58","1,65","0,79","0,54","2,57","2,56","0,59","1,54","1,64","2,51",
"FSO_T14_SKPAuto_PriveZakelijk","0,55","0,57","0,51","0,45","0,51","0,53","0,50","0,52","0,47","0,45","0,55","0,53","0,62","0,45","0,54","0,53","0,52","0,62","0,54","0,52","0,53","0,48","0,50","0,58","0,59","0,56","0,49","0,59","0,50","0,53",
"FSO_T15_SKPAuto_KentekenOpNaam","0,39","0,48","0,41","0,38","0,43","0,40","0,45","0,45","0,40","0,44","0,44","0,42","0,45","0,43","0,40","0,39","1,83","0,45","0,41","0,42","0,45","0,42","0,45","0,49","0,42","1,34","0,43","0,41","0,51","0,40",
"FSO_T16_SKPAuto_Persoonsgegevens","0,56","0,68","0,61","0,88","1,16","0,55","0,59","0,56","0,81","0,70","0,66","0,59","13,10","0,85","0,78","0,81","1,86","0,56","0,84","0,59","0,60","0,68","0,79","0,60","0,53","1,87","0,55","0,58","1,33","0,81",
"FSO_T17_SKPAuto_Adres","2,31","2,16","1,99","2,20","2,48","2,11","2,34","2,30","1,89","2,21","2,27","2,56","2,49","2,35","2,46","2,37","3,33","2,16","2,42","2,44","2,62","2,35","2,22","2,46","2,24","3,22","1,95","2,37","1,97","2,59",
"FSO_T18_SKPAuto_TelefoonEmail","2,52","1,49","1,47","1,13","1,21","1,56","1,33","1,15","1,20","1,33","1,62","1,47","1,37","1,35","1,63","1,02","3,56","1,60","1,25","1,25","1,59","1,36","1,39","1,30","1,34","3,62","1,99","1,19","1,25","1,50",
