Metrics Over Time
Metrics Over Time
,,,15-3 0:30,,,15-3 0:35,,,15-3 0:40,,,15-3 0:45,,,15-3 0:50,,,15-3 0:55,,,15-3 1:00,,,15-3 1:05,,,15-3 1:10,,,15-3 1:15,,,15-3 1:20,,,15-3 1:25,,,15-3 1:30,,,15-3 1:35,,,15-3 1:40,,,15-3 1:45,,,15-3 1:50,,,15-3 1:55,,,15-3 2:00,,,15-3 2:05,,,15-3 2:10,,,15-3 2:15,,,15-3 2:20,,,15-3 2:25,,,15-3 2:30,,,15-3 2:35,,,15-3 2:40,,,15-3 2:45,,,15-3 2:50,,,15-3 2:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,21","-","2,23","2,17","-","-","2,33","-","2,28","2,30","-","2,21","2,37","2,31","2,40","2,39","-","-","3,36","2,42","2,37","2,27","-","-","2,44","2,26","2,31","2,63","2,44","2,19",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,31","-","0,31","0,31","-","-","0,39","-","0,34","0,45","-","1,84","0,91","0,34","0,37","0,41","-","-","0,29","0,27","0,33","0,38","-","-","0,29","0,34","0,29","0,27","1,99","0,34",
"FSO_T02_SKPAuto_Kenteken","0,30","-","0,28","0,32","-","-","0,32","-","0,36","0,40","-","1,93","0,36","0,27","0,29","0,38","-","-","0,43","0,52","0,33","0,36","-","-","0,33","0,31","0,28","0,33","1,96","0,32",
"FSO_T03_SKPAuto_AutoCheck","1,76","-","1,63","1,89","-","-","1,98","-","1,84","1,86","-","3,03","1,88","1,85","1,58","1,54","-","-","2,98","1,62","3,06","1,59","-","-","1,67","2,00","1,67","1,79","4,07","1,71",
"FSO_T04_SKPAuto_Postcode","0,28","-","0,33","0,37","-","-","0,44","-","0,34","0,43","-","2,07","0,29","0,54","0,32","0,33","-","-","0,32","0,48","0,37","0,30","-","-","0,36","0,45","0,34","0,34","2,14","0,34",
"FSO_T05_SKPAuto_Bestuurder","1,23","-","1,64","1,59","-","-","1,29","-","1,39","1,38","-","2,82","1,16","1,16","1,21","1,19","-","-","1,37","1,56","1,30","1,40","-","-","1,95","1,81","1,22","1,43","2,85","1,38",
"FSO_T06_SKPAuto_GeboorteDatum","0,95","0,82","-","0,93","-","-","-","0,86","1,15","0,88","1,02","1,68","0,92","0,85","0,82","0,99","1,10","1,13","5,74","8,19","6,76","-","0,94","1,15","-","1,40","1,16","-","1,73","1,05",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,12","2,13","-","2,17","-","-","-","3,50","6,26","2,54","2,64","5,90","2,37","2,20","2,26","2,42","2,31","1,91","9,80","2,23","2,04","-","2,31","5,83","-","2,26","3,62","-","3,20","3,77",
"FSO_T08_SKPAuto_Kilometers","0,80","0,61","-","0,63","-","-","-","0,67","0,66","0,65","0,58","0,57","0,54","0,66","0,38","0,70","0,55","0,51","0,62","0,67","0,58","-","0,93","0,56","-","0,63","0,50","-","1,55","0,64",
"FSO_T09_SKPAuto_Basisdekking","2,94","2,94","-","0,65","-","-","-","2,96","3,02","3,15","2,98","19,85","2,88","3,01","3,05","3,12","2,97","2,95","13,00","11,28","2,92","-","2,98","2,88","-","3,01","3,02","-","4,80","4,02",
"FSO_T10_SKPAuto_Uitbreiding","0,71","0,74","-","0,79","-","-","-","0,73","0,83","0,70","0,89","-","0,64","0,70","0,68","0,63","0,81","0,68","0,75","-","0,69","-","0,70","0,68","-","0,70","0,66","-","0,73","0,68",
"FSO_T11_SKPAuto_Ingangsdatum","0,50","1,52","-","0,57","-","-","-","0,51","0,56","0,56","0,51","-","0,53","0,40","0,48","0,61","0,43","0,53","0,55","-","-","0,49","0,47","0,53","-","0,54","0,51","-","1,54","0,52",
