Metrics Over Time
Metrics Over Time
,,,13-3 18:30,,,13-3 18:35,,,13-3 18:40,,,13-3 18:45,,,13-3 18:50,,,13-3 18:55,,,13-3 19:00,,,13-3 19:05,,,13-3 19:10,,,13-3 19:15,,,13-3 19:20,,,13-3 19:25,,,13-3 19:30,,,13-3 19:35,,,13-3 19:40,,,13-3 19:45,,,13-3 19:50,,,13-3 19:55,,,13-3 20:00,,,13-3 20:05,,,13-3 20:10,,,13-3 20:15,,,13-3 20:20,,,13-3 20:25,,,13-3 20:30,,,13-3 20:35,,,13-3 20:40,,,13-3 20:45,,,13-3 20:50,,,13-3 20:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,27","2,11","2,26","2,47","1,91","1,93","2,23","2,29","2,08","2,56","1,65","1,80","2,67","1,97","1,91","2,14","2,44","2,17","2,41","2,39","1,96","2,63","1,98","3,69","2,85","2,04","2,44","2,95","2,65","2,39",
"FSO_T01_SKPAuto_VerzekererdJaNee","1,10","0,23","0,51","0,49","0,23","0,30","2,53","0,32","0,34","0,47","0,30","0,40","0,52","0,47","0,38","0,48","0,30","0,59","0,43","0,49","0,26","1,08","1,52","0,53","0,47","0,51","0,28","0,42","0,38","0,24",
"FSO_T02_SKPAuto_Kenteken","1,09","0,37","0,33","0,41","0,42","0,39","0,45","0,47","0,35","0,38","0,42","0,31","0,40","0,37","0,33","0,35","0,32","0,41","0,40","0,31","0,31","1,20","0,34","0,36","0,35","0,37","0,34","0,37","0,31","0,30",
"FSO_T03_SKPAuto_AutoCheck","4,18","1,13","1,32","1,33","1,81","1,71","1,48","1,89","1,53","1,45","2,56","1,56","1,55","1,87","1,48","1,62","1,53","1,39","1,45","1,80","1,39","2,67","1,75","1,73","1,60","1,64","2,02","1,55","1,75","1,52",
"FSO_T04_SKPAuto_Postcode","1,28","0,51","0,35","0,39","0,47","0,43","0,41","1,09","0,44","0,39","0,45","0,32","0,39","0,85","0,37","0,34","0,69","0,33","0,41","0,55","0,34","1,31","0,72","0,36","0,37","1,21","0,33","0,36","0,73","0,31",
"FSO_T05_SKPAuto_Bestuurder","3,53","1,41","1,24","1,39","1,04","1,35","1,40","1,26","1,36","1,33","1,40","1,22","1,40","1,30","1,22","1,35","1,21","1,45","1,45","1,51","1,40","2,51","1,32","1,47","1,19","1,51","1,24","1,20","1,39","1,18",
"FSO_T06_SKPAuto_GeboorteDatum","0,87","3,09","0,94","0,89","0,92","0,93","0,98","0,81","0,97","0,92","0,83","1,01","0,83","0,90","0,94","1,12","0,51","1,56","0,92","0,82","1,40","-","2,97","0,87","0,91","0,86","0,95","0,85","0,99","0,97",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,02","3,77","4,02","2,03","2,78","2,97","2,70","1,98","2,17","1,95","2,22","3,92","1,96","2,34","1,88","2,34","2,28","2,86","1,83","1,70","1,92","2,35","2,65","2,90","2,10","2,01","2,53","2,26","2,02","2,66",
"FSO_T08_SKPAuto_Kilometers","0,63","2,80","0,73","0,80","0,73","0,67","0,76","0,71","0,78","0,72","0,78","0,70","0,61","0,60","0,71","0,71","0,74","0,77","0,78","1,63","0,69","0,61","1,56","0,84","0,83","0,80","0,64","0,70","0,50","0,69",
"FSO_T09_SKPAuto_Basisdekking","2,99","5,88","3,70","2,95","2,98","2,97","1,75","3,10","2,96","3,01","2,96","2,91","3,07","2,95","2,82","2,97","2,93","2,94","2,88","2,93","3,04","2,86","4,90","2,87","3,15","2,92","2,92","2,95","3,72","2,85",
