Metrics Over Time
Metrics Over Time
,,,19-3 12:00,,,19-3 12:05,,,19-3 12:10,,,19-3 12:15,,,19-3 12:20,,,19-3 12:25,,,19-3 12:30,,,19-3 12:35,,,19-3 12:40,,,19-3 12:45,,,19-3 12:50,,,19-3 12:55,,,19-3 13:00,,,19-3 13:05,,,19-3 13:10,,,19-3 13:15,,,19-3 13:20,,,19-3 13:25,,,19-3 13:30,,,19-3 13:35,,,19-3 13:40,,,19-3 13:45,,,19-3 13:50,,,19-3 13:55,,,19-3 14:00,,,19-3 14:05,,,19-3 14:10,,,19-3 14:15,,,19-3 14:20,,,19-3 14:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,94","2,11","2,50","3,05","5,86","2,60","5,80","3,02","2,06","2,32","2,10","2,54","2,93","2,47","8,33","2,66","2,43","2,11","3,35","2,30","1,85","2,63","2,43","5,47","2,28","4,20","2,37","2,33","3,02","2,10",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,67","0,75","0,70","0,69","1,09","5,43","0,69","0,83","0,70","0,69","0,77","5,54","1,31","0,63","4,86","0,74","0,70","0,67","0,66","1,06","1,65","0,67","4,65","0,63","1,51","0,69","0,72","0,89","1,06","1,34",
"FSO_T02_SKPAuto_Kenteken","0,65","0,39","0,60","0,75","0,68","1,19","0,69","0,60","0,63","0,63","0,62","1,47","1,69","0,59","5,60","0,63","0,71","0,61","0,72","0,60","0,60","0,61","0,63","0,72","3,20","0,44","0,59","0,64","1,19","1,28",
"FSO_T03_SKPAuto_AutoCheck","1,33","1,88","4,30","1,50","3,22","1,98","1,58","2,57","2,18","1,73","1,84","1,49","4,32","2,02","10,37","2,79","1,77","1,58","2,80","3,63","2,66","1,65","2,09","1,47","2,61","1,77","1,68","1,52","2,03","2,64",
"FSO_T04_SKPAuto_Postcode","0,60","0,50","0,61","0,70","1,02","0,65","0,62","0,79","0,64","0,68","1,25","0,62","3,51","0,97","8,28","0,67","0,81","0,93","0,63","0,78","0,60","0,63","0,75","0,85","3,75","2,26","0,60","0,69","0,80","3,92",
"FSO_T05_SKPAuto_Bestuurder","1,57","1,44","1,58","1,51","2,00","1,70","1,42","1,81","1,58","1,65","1,43","1,55","1,56","3,85","6,55","1,54","1,43","2,00","1,61","1,58","1,45","1,54","1,77","1,99","1,74","3,43","1,52","1,51","1,59","6,67",
"FSO_T06_SKPAuto_GeboorteDatum","1,14","0,81","1,20","0,91","1,83","0,97","0,89","1,43","0,92","0,96","0,81","0,89","0,91","2,19","2,35","6,09","0,84","0,85","0,89","0,89","0,95","0,87","0,99","1,20","1,20","1,59","0,89","0,87","0,99","1,77",
"FSO_T07_SKPAuto_SchadeVrijeJaren","5,94","2,25","2,34","2,09","2,85","2,02","2,06","8,85","1,97","9,40","2,05","2,78","2,08","3,18","5,13","6,05","2,00","2,17","1,82","1,98","2,08","2,23","2,47","2,85","2,18","3,65","4,00","2,25","2,32","4,28",
"FSO_T08_SKPAuto_Kilometers","1,22","1,06","1,13","0,90","2,15","1,11","0,91","0,89","0,93","1,21","0,79","1,11","0,85","1,82","3,10","2,42","0,96","1,21","1,62","0,95","0,95","0,91","0,92","1,00","1,04","1,68","0,93","0,86","1,11","2,00",
"FSO_T09_SKPAuto_Basisdekking","3,25","4,18","5,11","7,12","3,12","4,99","2,94","2,94","2,99","0,00","0,00","3,00","3,11","3,84","4,53","3,77","2,96","3,09","2,93","3,97","2,98","2,90","2,97","2,90","2,90","3,93","2,98","3,00","2,92","2,21",
