Metrics Over Time
Metrics Over Time
,,,17-3 22:30,,,17-3 22:35,,,17-3 22:40,,,17-3 22:45,,,17-3 22:50,,,17-3 22:55,,,17-3 23:00,,,17-3 23:05,,,17-3 23:10,,,17-3 23:15,,,17-3 23:20,,,17-3 23:25,,,17-3 23:30,,,17-3 23:35,,,17-3 23:40,,,17-3 23:45,,,17-3 23:50,,,17-3 23:55,,,18-3 0:00,,,18-3 0:05,,,18-3 0:10,,,18-3 0:15,,,18-3 0:20,,,18-3 0:25,,,18-3 0:30,,,18-3 0:35,,,18-3 0:40,,,18-3 0:45,,,18-3 0:50,,,18-3 0:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,55","2,47","2,15","2,97","-","-","2,23","2,15","1,74","2,42","-","1,85","3,24","-","1,63","-","2,15","1,83","2,01","-","-","-","-","1,75","2,96","1,78","2,51","2,20","-","1,97",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,23","0,24","0,42","0,52","-","-","0,35","0,34","0,32","0,33","-","2,23","0,49","-","0,30","-","0,37","0,49","0,42","-","-","-","-","0,30","0,29","0,31","0,31","0,31","-","0,31",
"FSO_T02_SKPAuto_Kenteken","0,39","0,41","0,38","0,42","-","-","0,38","0,39","0,37","0,37","-","1,82","0,40","-","0,43","-","0,37","0,34","0,39","-","-","-","-","0,36","0,33","0,30","0,31","0,32","-","0,28",
"FSO_T03_SKPAuto_AutoCheck","1,21","1,74","1,53","1,83","-","-","1,74","1,64","5,34","1,63","-","3,29","1,71","-","1,64","-","1,88","2,53","1,55","-","-","-","-","1,75","1,63","1,45","1,63","1,52","-","1,79",
"FSO_T04_SKPAuto_Postcode","0,38","0,50","0,41","0,38","-","-","0,40","0,95","0,37","0,38","-","2,14","0,41","-","0,38","-","0,90","0,43","0,39","-","-","-","-","0,29","0,33","0,75","0,30","0,32","-","0,28",
"FSO_T05_SKPAuto_Bestuurder","1,80","2,03","1,27","1,27","-","-","1,21","1,75","1,59","1,60","-","2,83","1,46","-","1,59","-","1,41","1,44","1,44","-","-","-","-","1,53","1,33","1,41","1,38","1,28","-","1,16",
"FSO_T06_SKPAuto_GeboorteDatum","-","0,76","1,36","0,78","-","0,82","0,74","1,04","0,82","0,79","0,75","2,17","-","-","0,79","-","0,93","-","-","1,21","-","-","-","0,88","-","0,91","0,81","-","0,84","0,89",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","2,06","3,20","2,13","-","5,78","-","-","2,02","2,15","2,21","3,53","-","-","2,19","-","1,99","2,95","-","2,12","2,20","-","-","2,39","-","2,04","3,30","-","2,02","-",
"FSO_T08_SKPAuto_Kilometers","-","0,70","0,74","0,68","-","0,72","-","-","0,86","0,68","0,54","2,63","-","-","0,65","-","0,82","0,49","-","0,61","0,64","-","-","0,73","-","0,63","0,82","-","0,64","-",
"FSO_T09_SKPAuto_Basisdekking","-","2,85","4,94","2,84","-","2,87","-","-","2,90","2,83","2,85","4,47","-","-","5,01","-","2,97","2,90","-","2,94","1,58","-","-","2,88","-","2,92","2,86","-","2,89","-",
"FSO_T10_SKPAuto_Uitbreiding","-","0,68","0,77","0,67","-","0,65","-","-","0,65","0,64","0,63","0,69","-","-","0,66","-","0,70","0,71","-","0,74","0,77","-","-","0,61","-","0,77","0,63","-","0,76","-",
"FSO_T11_SKPAuto_Ingangsdatum","-","1,17","0,58","0,65","-","0,51","-","-","0,49","0,59","0,43","2,43","-","-","0,42","-","0,58","0,54","-","0,52","0,49","-","-","0,49","-","0,56","0,49","-","0,64","-",
"FSO_T12_SKPAuto_Ongevallen","-","1,32","-","1,23","-","-","-","-","1,70","-","1,52","1,46","-","1,51","-","2,19","1,31","-","1,43","1,29","2,24","-","-","1,23","-","1,28","1,54","1,28","-","-",
"FSO_T13_SKPAuto_Samenvatting1","-","0,76","-","0,47","-","2,52","-","-","0,69","-","2,50","-","-","2,57","-","2,53","0,77","-","0,58","0,86","-","0,89","-","2,52","-","0,68","2,48","2,49","2,58","2,57",
"FSO_T14_SKPAuto_PriveZakelijk","-","0,59","-","0,61","-","0,60","-","-","0,58","-","0,57","-","-","0,63","-","0,57","0,65","-","0,57","0,60","-","0,47","-","0,45","-","0,59","0,51","0,52","0,48","0,48",
"FSO_T15_SKPAuto_KentekenOpNaam","-","0,67","-","0,48","-","2,37","-","-","0,54","-","0,51","-","-","0,51","-","0,57","0,53","-","0,49","0,57","-","0,54","-","0,39","-","0,44","0,44","0,39","0,55","0,40",
"FSO_T16_SKPAuto_Persoonsgegevens","-","1,81","-","0,87","-","2,53","-","-","0,60","-","0,53","-","-","0,90","-","0,60","0,55","-","0,89","0,64","-","0,67","-","0,61","-","0,61","0,57","1,58","0,61","0,69",
"FSO_T17_SKPAuto_Adres","-","2,22","-","2,33","-","3,60","2,49","-","1,95","-","2,84","-","-","2,24","-","2,33","2,50","-","-","2,00","-","3,23","-","2,25","-","2,35","2,71","2,40","2,14","2,32",
"FSO_T18_SKPAuto_TelefoonEmail","-","-","-","1,50","1,29","2,63","1,36","-","-","-","1,68","-","2,39","1,39","-","1,56","-","1,47","-","-","-","1,26","-","-","1,29","-","1,56","1,64","1,28","2,08",
"FSO_T19_SKPAuto_AanvullendeVragen","-","-","-","8,66","8,20","8,16","8,96","-","-","-","7,57","-","7,97","8,22","-","8,40","-","7,88","-","-","-","-","-","-","8,15","-","7,87","8,40","8,12","8,58",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","-","-","0,50","0,50","1,41","0,58","-","-","-","0,50","-","2,51","0,51","-","0,57","-","0,39","-","-","-","-","-","-","0,46","-","0,48","0,48","0,39","0,45",
"FSO_T21_SKPAuto_StrafbaarFeit","-","-","-","0,54","0,65","1,81","0,51","0,62","-","-","0,56","-","2,54","0,64","-","-","0,48","0,50","-","-","-","-","-","-","0,46","0,47","0,48","0,45","0,54","0,49",
