Metrics Over Time
Metrics Over Time
,,,15-3 5:30,,,15-3 5:35,,,15-3 5:40,,,15-3 5:45,,,15-3 5:50,,,15-3 5:55,,,15-3 6:00,,,15-3 6:05,,,15-3 6:10,,,15-3 6:15,,,15-3 6:20,,,15-3 6:25,,,15-3 6:30,,,15-3 6:35,,,15-3 6:40,,,15-3 6:45,,,15-3 6:50,,,15-3 6:55,,,15-3 7:00,,,15-3 7:05,,,15-3 7:10,,,15-3 7:15,,,15-3 7:20,,,15-3 7:25,,,15-3 7:30,,,15-3 7:35,,,15-3 7:40,,,15-3 7:45,,,15-3 7:50,,,15-3 7:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T10_SKPAuto_Uitbreiding","-","0,83","-","-","0,84","0,75","-","0,70","-","-","0,84","0,79","-","0,77","0,61","-","-","0,73","-","0,84","0,69","-","0,89","0,70","-","-","0,68","-","0,85","0,69",
"FSO_T11_SKPAuto_Ingangsdatum","-","0,53","-","-","0,52","0,53","-","0,47","-","-","0,59","0,49","-","0,46","0,49","-","-","0,56","-","0,63","0,52","-","0,64","0,53","-","0,68","0,53","-","0,61","0,49",
"FSO_T12_SKPAuto_Ongevallen","-","1,29","-","-","1,35","1,25","-","1,54","-","-","-","-","-","-","-","2,05","-","-","2,31","1,40","-","1,27","1,85","1,36","-","1,61","1,32","-","1,28","1,42",
"FSO_T13_SKPAuto_Samenvatting1","0,81","0,60","-","4,58","0,91","-","1,44","3,62","-","2,69","4,43","-","-","-","-","-","-","-","-","0,85","-","2,60","1,61","-","-","2,52","2,50","-","0,57","1,17",
"FSO_T14_SKPAuto_PriveZakelijk","0,62","0,49","-","0,57","0,55","-","0,52","0,60","-","0,50","0,56","-","-","-","-","-","-","-","-","0,74","-","0,50","0,64","-","-","0,54","0,48","-","0,54","0,54",
"FSO_T15_SKPAuto_KentekenOpNaam","0,40","0,45","-","2,27","0,53","-","0,41","1,44","-","0,50","2,64","-","-","-","-","-","-","-","-","0,66","-","0,45","0,46","-","-","0,41","0,44","-","0,40","0,45",
"FSO_T16_SKPAuto_Persoonsgegevens","0,63","0,61","-","2,70","0,72","-","0,72","1,53","-","0,61","2,72","-","-","-","-","-","-","-","-","0,62","-","0,57","0,67","-","-","2,67","0,71","-","0,64","0,77",
"FSO_T17_SKPAuto_Adres","2,19","1,98","-","4,35","2,46","-","3,29","2,05","4,70","2,28","4,08","-","-","-","-","-","-","-","-","2,20","-","1,98","2,24","-","-","2,30","2,42","-","2,42","2,36",
"FSO_T18_SKPAuto_TelefoonEmail","1,16","1,29","-","3,62","1,03","-","-","-","2,56","-","1,44","1,56","-","-","1,33","1,14","1,40","-","1,68","-","1,27","1,36","1,46","-","1,63","1,50","1,32","-","1,80","1,29",
"FSO_T19_SKPAuto_AanvullendeVragen","7,94","7,31","-","9,29","8,50","-","-","-","8,76","-","9,35","9,29","-","-","8,41","8,52","8,24","-","8,74","-","8,94","7,72","8,76","-","7,67","13,82","7,73","-","7,58","-",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","0,48","0,41","-","2,19","0,39","-","-","-","1,56","-","0,85","0,57","-","-","0,49","0,36","0,45","-","0,68","-","0,46","0,40","0,47","-","0,38","-","0,46","-","0,54","-",
"FSO_T21_SKPAuto_StrafbaarFeit","0,40","0,56","-","2,41","0,63","-","-","-","1,65","-","0,45","0,38","-","-","0,53","0,38","0,68","-","0,40","-","0,52","0,50","0,56","-","0,38","-","0,45","-","0,61","-",
"FSO_T22_SKPAuto_EerderSchade","0,42","0,45","-","2,25","0,50","-","-","-","1,59","-","0,53","0,38","-","-","0,54","0,39","0,46","-","0,45","-","0,58","0,43","0,55","-","0,40","-","0,47","-","0,62","-",
"FSO_T23_SKPAuto_MaandJaar","0,40","0,43","-","2,22","0,46","-","-","-","1,71","-","0,34","0,37","-","-","0,44","0,42","0,43","-","0,39","-","0,49","0,41","0,47","-","0,39","-","0,45","-","0,49","-",
"FSO_T24_SKPAuto_Rekeningnummer","1,21","1,03","-","2,46","1,48","-","-","-","2,05","-","1,83","1,40","-","-","1,21","1,43","1,59","-","0,90","-","1,41","0,92","1,52","1,50","1,38","-","1,39","-","1,54","-",
"FSO_T25_SKPAuto_Samenvatting2","3,53","-","3,35","5,73","-","3,25","-","-","4,87","-","2,85","3,20","-","-","3,04","2,83","-","-","-","3,25","3,14","3,38","2,96","3,02","3,39","-","3,43","-","3,07","-",
"FSO_T26_SKPAuto_EindeScript","0,51","-","0,80","2,34","-","0,60","-","-","1,44","-","0,49","0,50","-","-","0,69","0,56","-","-","-","0,52","0,57","0,42","0,35","0,43","0,56","-","0,52","-","0,46","-",
 

