Metrics Over Time
Metrics Over Time
,,,15-3 5:30,,,15-3 5:35,,,15-3 5:40,,,15-3 5:45,,,15-3 5:50,,,15-3 5:55,,,15-3 6:00,,,15-3 6:05,,,15-3 6:10,,,15-3 6:15,,,15-3 6:20,,,15-3 6:25,,,15-3 6:30,,,15-3 6:35,,,15-3 6:40,,,15-3 6:45,,,15-3 6:50,,,15-3 6:55,,,15-3 7:00,,,15-3 7:05,,,15-3 7:10,,,15-3 7:15,,,15-3 7:20,,,15-3 7:25,,,15-3 7:30,,,15-3 7:35,,,15-3 7:40,,,15-3 7:45,,,15-3 7:50,,,15-3 7:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,24","-","2,53","-","-","2,22","2,30","-","2,37","-","2,23","2,24","-","2,27","2,54","2,25","-","2,17","2,50","-","2,52","3,42","-","-","-","-","-","-","-","2,34",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,29","-","0,27","-","-","0,32","0,29","-","0,27","-","1,80","0,29","-","0,30","0,26","0,34","-","0,29","0,38","-","0,26","0,61","-","-","-","-","-","-","-","0,31",
"FSO_T02_SKPAuto_Kenteken","0,28","-","0,41","-","-","0,29","0,30","-","0,31","-","1,86","0,44","-","0,30","0,27","0,29","-","0,30","0,31","-","0,31","0,35","-","-","-","-","-","-","-","0,34",
"FSO_T03_SKPAuto_AutoCheck","1,47","-","1,67","-","-","1,58","1,69","-","1,60","-","3,51","1,77","-","2,00","1,49","1,59","-","1,80","1,73","-","1,32","1,93","-","-","-","-","-","-","-","1,56",
"FSO_T04_SKPAuto_Postcode","0,27","-","0,33","-","-","0,29","0,30","-","0,30","-","2,33","0,31","-","0,59","0,30","0,27","-","0,30","0,29","-","0,33","0,30","-","-","-","-","-","-","-","0,30",
"FSO_T05_SKPAuto_Bestuurder","1,28","-","1,51","-","-","1,13","1,68","-","1,18","-","2,98","1,57","-","1,47","1,16","1,31","-","1,44","1,30","-","1,27","1,29","-","-","-","-","-","-","-","1,53",
"FSO_T06_SKPAuto_GeboorteDatum","-","0,92","-","-","1,04","1,37","-","0,96","1,19","-","1,54","1,32","-","1,12","1,25","-","-","0,88","-","0,90","1,05","-","-","-","-","-","1,08","-","0,83","-",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","2,18","-","-","2,01","2,07","-","2,01","-","-","2,88","3,76","-","1,89","2,25","-","-","2,17","-","2,14","2,31","-","11,26","2,39","-","-","2,09","-","2,22","2,77",
"FSO_T08_SKPAuto_Kilometers","-","0,68","-","-","0,49","0,67","-","0,69","-","-","0,62","0,56","-","0,56","0,44","-","-","0,57","-","0,70","0,78","-","0,65","0,67","-","-","0,54","-","0,62","0,55",
"FSO_T09_SKPAuto_Basisdekking","-","3,00","-","-","3,05","2,13","-","3,02","-","-","3,20","3,24","-","3,03","3,06","-","-","3,10","-","3,03","2,89","-","2,96","2,42","-","-","2,96","-","2,95","1,71",
