Metrics Over Time
Metrics Over Time
,,,14-3 22:00,,,14-3 22:05,,,14-3 22:10,,,14-3 22:15,,,14-3 22:20,,,14-3 22:25,,,14-3 22:30,,,14-3 22:35,,,14-3 22:40,,,14-3 22:45,,,14-3 22:50,,,14-3 22:55,,,14-3 23:00,,,14-3 23:05,,,14-3 23:10,,,14-3 23:15,,,14-3 23:20,,,14-3 23:25,,,14-3 23:30,,,14-3 23:35,,,14-3 23:40,,,14-3 23:45,,,14-3 23:50,,,14-3 23:55,,,15-3 0:00,,,15-3 0:05,,,15-3 0:10,,,15-3 0:15,,,15-3 0:20,,,15-3 0:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","3,44","2,32","2,53","2,28","2,42","2,63","2,29","-","2,43","2,46","-","2,39","-","2,58","2,26","2,44","2,28","2,16","3,29","2,26","2,42","2,19","-","2,76","2,86","2,31","2,54","-","2,38","2,23",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,36","0,22","0,36","0,40","0,26","0,27","0,30","-","0,29","0,29","-","0,36","-","0,37","0,35","0,37","0,33","0,32","0,31","0,32","0,32","0,36","-","0,27","0,35","1,80","0,26","-","0,30","0,34",
"FSO_T02_SKPAuto_Kenteken","0,37","0,38","0,37","0,39","0,28","0,29","0,28","-","0,32","0,31","-","0,28","-","0,31","0,36","0,29","0,32","0,31","0,27","0,33","0,29","0,35","-","0,30","0,32","2,00","0,33","-","0,35","0,30",
"FSO_T03_SKPAuto_AutoCheck","1,73","1,67","1,49","1,58","1,57","1,28","1,84","-","2,10","1,51","-","1,76","-","1,67","1,40","1,54","1,74","1,73","1,52","1,97","1,62","1,80","-","1,80","1,52","3,53","1,72","-","1,67","1,56",
"FSO_T04_SKPAuto_Postcode","0,45","0,89","0,38","0,41","1,09","0,31","0,34","-","0,33","0,29","-","0,32","-","0,59","0,32","0,32","0,46","0,31","0,30","0,59","1,04","0,32","-","0,30","0,29","1,14","0,31","-","0,63","0,32",
"FSO_T05_SKPAuto_Bestuurder","1,53","2,20","1,28","1,42","1,23","1,19","1,24","-","1,26","1,24","-","1,48","-","1,51","1,31","1,17","1,48","1,17","1,29","1,48","1,25","1,13","-","1,50","1,54","3,37","1,58","-","1,21","1,15",
"FSO_T06_SKPAuto_GeboorteDatum","0,88","0,95","0,84","-","0,96","1,26","-","0,84","-","0,94","-","1,23","-","-","2,06","0,93","0,84","0,23","0,87","1,03","1,18","-","-","0,98","-","0,90","1,23","-","0,94","0,96",
"FSO_T07_SKPAuto_SchadeVrijeJaren","6,49","1,90","2,24","-","2,04","2,01","-","1,71","-","2,62","-","1,97","-","2,66","5,94","2,59","1,89","1,91","6,12","2,34","-","-","2,19","2,76","-","2,20","1,93","-","2,08","-",
"FSO_T08_SKPAuto_Kilometers","0,70","0,57","0,74","-","0,73","0,44","-","0,68","-","0,59","-","0,57","-","0,63","0,56","0,60","0,58","0,55","0,81","0,59","-","-","0,43","0,47","-","0,52","0,75","-","0,63","-",
"FSO_T09_SKPAuto_Basisdekking","2,89","5,13","2,19","-","3,16","2,90","-","3,01","-","3,00","-","3,03","-","3,02","2,97","2,87","3,04","3,00","3,22","3,04","-","-","3,09","2,93","-","2,92","3,11","-","3,15","-",
