Metrics Over Time
Metrics Over Time
,,,12-3 17:30,,,12-3 17:35,,,12-3 17:40,,,12-3 17:45,,,12-3 17:50,,,12-3 17:55,,,12-3 18:00,,,12-3 18:05,,,12-3 18:10,,,12-3 18:15,,,12-3 18:20,,,12-3 18:25,,,12-3 18:30,,,12-3 18:35,,,12-3 18:40,,,12-3 18:45,,,12-3 18:50,,,12-3 18:55,,,12-3 19:00,,,12-3 19:05,,,12-3 19:10,,,12-3 19:15,,,12-3 19:20,,,12-3 19:25,,,12-3 19:30,,,12-3 19:35,,,12-3 19:40,,,12-3 19:45,,,12-3 19:50,,,12-3 19:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,13","2,06","1,94","2,77","2,04","2,39","2,60","2,41","2,06","2,44","1,96","2,11","2,72","1,91","1,81","2,72","2,19","2,04","2,52","1,86","1,97","3,52","2,43","1,97","3,31","1,79","2,48","2,39","2,29","2,28",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,91","0,34","0,43","0,36","1,88","0,37","0,41","0,52","5,43","0,35","0,74","0,41","0,41","0,37","0,48","0,35","0,45","0,31","1,02","0,45","0,35","1,03","0,23","0,33","0,35","0,32","0,34","0,59","0,50","0,56",
"FSO_T02_SKPAuto_Kenteken","0,49","0,38","0,35","0,65","1,78","0,37","0,40","0,39","1,63","0,38","0,39","0,36","0,38","0,30","0,38","0,32","0,36","0,33","0,60","0,36","0,37","1,14","0,32","0,36","0,46","0,54","0,31","0,35","0,39","0,34",
"FSO_T03_SKPAuto_AutoCheck","1,73","1,91","1,81","1,63","3,47","1,54","1,61","1,54","2,26","1,51","5,19","1,58","1,36","1,65","1,35","1,59","2,51","1,35","2,72","1,37","1,73","2,86","1,59","1,83","1,85","2,23","1,44","1,65","2,05","1,53",
"FSO_T04_SKPAuto_Postcode","0,69","0,75","0,41","0,40","2,36","0,47","0,40","0,41","1,74","0,41","1,09","0,38","0,38","0,50","0,39","0,44","1,92","0,37","0,39","1,09","0,43","1,32","0,45","0,39","0,41","0,68","0,31","0,31","0,45","0,43",
"FSO_T05_SKPAuto_Bestuurder","1,64","1,53","1,73","1,41","3,01","1,39","1,47","1,81","2,14","1,45","1,48","1,36","1,46","1,38","1,28","1,18","1,45","1,41","1,39","1,19","1,56","2,40","1,23","1,34","1,41","1,55","1,44","1,36","1,97","1,39",
"FSO_T06_SKPAuto_GeboorteDatum","0,96","0,88","0,90","0,78","1,43","0,88","0,88","0,98","2,16","0,82","0,89","0,91","0,81","0,83","0,91","0,81","0,86","1,08","0,90","0,82","1,11","2,15","0,96","2,85","1,13","1,05","0,96","0,83","0,81","0,92",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,29","2,10","1,85","2,16","3,58","1,97","2,30","2,08","4,70","3,24","2,34","1,95","2,73","1,82","2,40","2,08","2,11","1,98","1,99","2,21","2,58","6,14","2,12","4,31","2,12","2,44","1,97","2,39","1,78","2,00",
"FSO_T08_SKPAuto_Kilometers","0,79","1,25","0,82","0,62","2,23","0,76","0,81","0,87","6,99","0,80","0,89","0,68","0,72","0,62","0,93","0,84","0,91","0,65","0,78","0,66","0,71","2,85","0,83","0,74","0,72","0,76","0,55","0,54","0,60","0,78",
"FSO_T09_SKPAuto_Basisdekking","2,85","2,98","2,91","2,91","4,80","1,83","2,80","2,87","6,37","2,92","2,91","2,84","2,97","4,02","2,83","2,94","3,04","2,95","2,92","3,03","2,90","4,50","3,85","2,93","4,99","2,89","2,89","2,90","1,86","3,91",
