Metrics Over Time
Metrics Over Time
,,,19-3 17:00,,,19-3 17:05,,,19-3 17:10,,,19-3 17:15,,,19-3 17:20,,,19-3 17:25,,,19-3 17:30,,,19-3 17:35,,,19-3 17:40,,,19-3 17:45,,,19-3 17:50,,,19-3 17:55,,,19-3 18:00,,,19-3 18:05,,,19-3 18:10,,,19-3 18:15,,,19-3 18:20,,,19-3 18:25,,,19-3 18:30,,,19-3 18:35,,,19-3 18:40,,,19-3 18:45,,,19-3 18:50,,,19-3 18:55,,,19-3 19:00,,,19-3 19:05,,,19-3 19:10,,,19-3 19:15,,,19-3 19:20,,,19-3 19:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,82","2,26","3,18","3,52","1,87","2,25","2,13","2,36","2,32","2,18","1,88","2,40","2,10","2,76","1,99","2,38","2,13","2,07","2,61","1,88","2,11","3,12","2,67","1,99","2,43","1,69","2,41","1,95","1,84","1,83",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,52","0,57","0,67","0,69","0,66","0,65","0,80","0,58","0,63","0,73","0,92","0,69","0,79","1,23","0,81","0,72","0,70","1,26","0,67","0,67","0,62","0,79","0,73","1,41","0,67","0,74","0,58","0,70","0,65","1,02",
"FSO_T02_SKPAuto_Kenteken","0,64","0,58","0,63","0,73","0,72","0,61","0,68","0,65","0,63","0,68","0,98","0,60","0,64","0,61","0,60","0,64","0,61","1,33","0,65","0,59","0,61","0,66","0,71","1,19","0,94","0,61","0,62","0,65","0,68","1,43",
"FSO_T03_SKPAuto_AutoCheck","1,43","1,58","3,00","2,70","1,78","1,37","1,72","4,55","1,37","1,40","1,64","1,90","1,30","1,78","2,68","1,66","1,68","2,50","1,48","1,73","1,53","0,98","1,52","2,53","2,89","1,75","2,45","1,55","2,34","3,28",
"FSO_T04_SKPAuto_Postcode","0,63","0,88","0,66","0,95","0,77","0,68","0,83","0,85","0,63","0,68","1,05","0,65","0,59","0,97","0,62","0,59","0,80","1,35","0,60","0,87","0,60","0,64","0,89","1,41","0,81","0,83","0,65","0,64","0,87","0,84",
"FSO_T05_SKPAuto_Bestuurder","1,78","1,79","1,76","1,84","1,69","1,30","1,62","1,44","1,63","1,79","2,00","1,63","1,84","1,55","1,69","1,63","1,26","2,27","1,54","5,74","1,61","1,98","1,76","2,00","2,04","1,87","1,67","1,57","1,61","1,87",
"FSO_T06_SKPAuto_GeboorteDatum","0,80","0,88","0,89","0,75","0,97","0,84","0,77","0,85","0,82","0,84","0,94","1,23","0,94","0,82","0,84","0,95","0,79","1,42","0,78","1,41","0,85","-","0,80","1,42","0,92","0,88","0,88","0,79","0,82","1,15",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,06","2,17","2,37","2,48","2,27","2,22","2,47","1,91","2,14","2,16","2,36","4,33","4,02","5,07","2,28","2,30","2,04","2,98","2,39","2,49","1,95","-","2,16","2,64","2,02","2,03","2,73","1,65","2,14","2,16",
"FSO_T08_SKPAuto_Kilometers","1,13","1,00","1,06","1,05","0,98","1,18","1,05","0,99","1,02","1,06","0,93","1,00","1,10","1,21","0,82","1,00","0,94","1,80","0,90","1,18","0,78","-","0,95","1,74","1,02","0,93","0,92","0,95","0,95","1,06",
"FSO_T09_SKPAuto_Basisdekking","3,77","3,03","2,91","2,87","2,91","2,83","2,87","2,91","2,94","3,08","3,02","2,87","2,91","4,01","2,95","2,95","4,49","3,72","2,85","2,91","2,88","-","3,08","3,75","2,84","2,90","2,88","2,83","2,94","3,00",
"FSO_T10_SKPAuto_Uitbreiding","0,68","0,70","0,82","0,66","0,74","0,84","0,66","0,73","0,67","0,76","0,78","1,83","0,75","1,25","0,70","0,84","0,71","0,66","0,66","0,69","0,64","-","0,77","0,71","0,82","1,39","0,77","0,62","0,68","0,65",
"FSO_T11_SKPAuto_Ingangsdatum","0,61","0,58","0,65","0,64","1,00","0,82","1,40","0,62","0,62","0,73","0,62","0,95","0,64","1,27","0,64","0,98","0,82","1,55","0,65","0,84","0,61","-","0,60","1,41","0,74","0,65","0,58","0,88","0,59","0,90",
"FSO_T12_SKPAuto_Ongevallen","1,32","1,36","1,32","1,28","1,40","1,24","3,01","1,39","1,20","1,28","1,37","1,19","1,49","2,09","0,72","1,35","1,75","1,45","1,23","1,46","1,34","1,18","1,27","1,26","1,19","1,45","1,21","1,40","1,63","1,33",
"FSO_T13_SKPAuto_Samenvatting1","2,51","1,58","2,58","2,51","2,51","0,75","1,68","1,73","0,89","2,53","2,53","0,73","2,50","2,64","2,53","2,52","1,74","4,37","1,82","2,55","0,71","2,53","2,66","0,80","3,25","3,22","2,46","2,50","2,57","2,51",
"FSO_T14_SKPAuto_PriveZakelijk","0,90","0,86","0,97","0,90","0,89","1,33","0,91","1,04","0,93","0,91","0,84","0,88","0,97","1,69","0,88","0,86","1,10","0,95","0,86","0,94","0,80","0,78","0,86","0,80","0,86","1,64","0,77","0,82","0,87","0,78",
