Metrics Over Time
Metrics Over Time
,,,20-3 0:30,,,20-3 0:35,,,20-3 0:40,,,20-3 0:45,,,20-3 0:50,,,20-3 0:55,,,20-3 1:00,,,20-3 1:05,,,20-3 1:10,,,20-3 1:15,,,20-3 1:20,,,20-3 1:25,,,20-3 1:30,,,20-3 1:35,,,20-3 1:40,,,20-3 1:45,,,20-3 1:50,,,20-3 1:55,,,20-3 2:00,,,20-3 2:05,,,20-3 2:10,,,20-3 2:15,,,20-3 2:20,,,20-3 2:25,,,20-3 2:30,,,20-3 2:35,,,20-3 2:40,,,20-3 2:45,,,20-3 2:50,,,20-3 2:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,16","2,30","2,19","2,05","1,94","1,82","2,36","2,12","2,07","2,03","2,07","2,00","2,23","2,02","1,74","2,05","2,54","2,32","2,24","1,95","2,10","2,18","2,17","2,14","2,06","2,07","2,17","2,13","2,17","1,98",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,41","0,32","0,35","0,32","0,29","0,32","0,31","0,32","0,30","0,31","0,30","0,26","0,34","0,84","0,28","0,38","0,33","0,51","0,28","0,50","1,08","0,33","0,23","0,28","0,30","0,32","0,30","0,30","0,25","0,27",
"FSO_T02_SKPAuto_Kenteken","0,33","0,29","0,32","0,32","0,26","0,30","0,33","0,31","0,30","0,31","0,30","0,29","0,32","0,33","0,30","0,35","0,30","0,26","0,35","0,36","1,11","0,33","0,27","0,35","0,30","0,31","0,27","0,32","0,28","0,39",
"FSO_T03_SKPAuto_AutoCheck","1,76","1,55","1,46","1,67","1,65","1,47","1,58","1,34","1,92","1,51","1,64","1,56","1,51","1,43","1,58","1,75","1,60","1,59","5,46","1,85","3,20","1,69","2,31","1,53","1,46","1,65","1,34","1,65","1,91","1,27",
"FSO_T04_SKPAuto_Postcode","0,39","0,58","0,33","0,30","0,34","0,36","0,31","0,64","0,32","0,30","0,91","0,30","0,30","0,63","0,33","0,30","0,54","0,32","0,47","0,51","1,19","0,37","0,51","0,32","0,29","0,35","0,30","0,35","0,49","0,27",
"FSO_T05_SKPAuto_Bestuurder","1,39","1,57","1,26","1,45","1,46","1,58","1,43","1,71","1,26","1,33","1,43","1,64","1,05","1,47","1,35","1,32","1,12","1,35","1,17","1,42","2,00","1,12","1,09","1,35","1,46","1,18","1,45","1,47","1,27","1,43",
"FSO_T06_SKPAuto_GeboorteDatum","0,87","0,87","0,86","0,83","0,88","0,85","0,84","0,49","0,86","0,80","0,84","0,83","0,88","0,84","0,96","0,81","0,94","0,88","0,98","6,77","1,44","0,76","0,87","0,89","0,80","0,88","0,90","0,89","0,99","0,91",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,00","2,15","3,93","3,03","2,11","2,94","2,08","2,18","2,65","2,42","2,05","2,11","2,10","2,06","2,09","2,80","2,49","3,39","11,39","2,42","2,88","1,71","2,33","2,57","7,10","2,19","2,84","1,86","1,98","2,08",
"FSO_T08_SKPAuto_Kilometers","0,69","0,64","0,64","0,77","0,53","0,66","0,64","0,81","0,73","0,54","0,54","0,61","0,71","0,58","0,50","0,63","0,70","0,60","0,73","0,51","1,57","0,70","0,64","0,72","0,71","0,82","0,58","0,70","0,75","0,67",
"FSO_T09_SKPAuto_Basisdekking","3,00","2,90","2,90","2,86","2,98","3,99","2,88","4,05","3,91","3,01","3,03","2,86","0,52","2,98","2,91","2,95","2,85","1,70","12,52","2,98","3,01","2,89","2,93","2,92","2,85","2,95","2,87","3,11","2,89","3,89",
