Metrics Over Time
Metrics Over Time
,,,22-3 10:00,,,22-3 10:05,,,22-3 10:10,,,22-3 10:15,,,22-3 10:20,,,22-3 10:25,,,22-3 10:30,,,22-3 10:35,,,22-3 10:40,,,22-3 10:45,,,22-3 10:50,,,22-3 10:55,,,22-3 11:00,,,22-3 11:05,,,22-3 11:10,,,22-3 11:15,,,22-3 11:20,,,22-3 11:25,,,22-3 11:30,,,22-3 11:35,,,22-3 11:40,,,22-3 11:45,,,22-3 11:50,,,22-3 11:55,,,22-3 12:00,,,22-3 12:05,,,22-3 12:10,,,22-3 12:15,,,22-3 12:20,,,22-3 12:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,12","1,84","1,92","2,21","1,85","1,97","2,17","3,96","2,32","2,18","1,63","1,92","2,18","2,13","1,93","2,12","2,36","2,46","2,62","1,85","2,03","2,35","1,85","1,89","2,30","1,89","2,19","2,06","1,94","2,19",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,29","0,68","0,36","0,31","0,29","0,30","1,66","0,33","0,26","0,33","0,43","0,34","0,27","0,29","0,28","0,40","0,30","0,29","0,28","2,05","0,30","0,27","0,29","0,25","0,25","0,31","0,40","0,20","0,29","0,24",
"FSO_T02_SKPAuto_Kenteken","0,28","0,41","0,29","0,46","0,37","0,33","1,09","0,36","0,30","0,31","0,27","0,30","0,29","0,29","0,33","0,34","0,32","0,37","0,30","0,28","0,29","0,36","0,36","0,28","0,29","0,28","0,27","0,30","0,30","0,26",
"FSO_T03_SKPAuto_AutoCheck","1,38","1,41","1,47","1,77","1,52","1,72","2,92","2,72","1,71","1,57","1,96","1,57","1,56","1,49","1,49","1,44","1,84","1,59","1,56","3,43","1,62","1,59","1,99","1,37","1,68","1,48","1,64","1,46","1,79","1,70",
"FSO_T04_SKPAuto_Postcode","0,30","0,51","0,35","0,29","0,52","0,34","1,27","0,24","0,30","0,27","1,23","0,34","0,31","0,56","0,33","0,36","0,54","0,28","0,28","0,31","0,29","0,31","0,67","0,33","0,28","0,64","0,32","0,32","0,48","0,30",
"FSO_T05_SKPAuto_Bestuurder","1,27","1,15","1,12","1,47","1,79","1,38","2,23","1,80","1,35","1,35","1,58","1,41","1,18","1,32","1,52","1,51","1,41","1,34","1,09","1,69","1,36","1,36","1,54","0,97","1,11","1,43","1,14","1,08","1,39","1,37",
"FSO_T06_SKPAuto_GeboorteDatum","0,82","0,90","0,81","0,88","1,34","0,83","0,87","1,43","0,85","0,85","0,85","0,79","0,87","0,80","0,79","0,81","0,86","0,80","0,84","0,84","0,84","0,81","0,98","0,82","0,93","0,90","0,80","0,82","0,82","0,88",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,15","2,20","2,89","2,34","1,94","2,84","2,34","3,17","1,83","3,36","2,16","2,23","2,49","2,04","1,89","1,95","2,29","2,05","2,13","2,15","2,10","2,96","1,80","2,04","2,54","1,87","1,99","1,94","2,09","2,14",
"FSO_T08_SKPAuto_Kilometers","0,70","0,66","0,50","0,68","0,65","0,51","0,68","1,68","0,62","0,54","0,45","0,67","0,45","0,68","0,57","0,78","0,62","0,53","0,68","0,53","0,60","1,93","0,63","1,07","0,42","0,77","0,56","0,57","0,75","0,62",
"FSO_T09_SKPAuto_Basisdekking","0,55","2,99","2,94","2,93","2,99","2,94","2,94","3,75","3,33","2,87","2,88","2,88","2,97","2,92","2,92","2,85","2,81","2,88","3,03","2,97","2,95","2,86","3,04","2,91","2,95","3,10","2,92","2,84","2,91","3,39",
"FSO_T10_SKPAuto_Uitbreiding","0,75","0,68","0,71","0,66","0,72","0,63","0,66","0,63","0,66","0,68","0,67","0,68","0,80","0,72","0,75","0,61","0,60","0,66","0,72","0,79","0,69","0,57","0,69","0,70","0,62","0,78","0,72","0,70","0,72","0,67",
"FSO_T11_SKPAuto_Ingangsdatum","0,43","0,48","0,49","0,54","0,49","0,65","0,53","1,63","0,51","0,46","0,49","0,50","0,53","0,47","0,52","0,46","0,42","2,95","0,54","0,46","0,48","0,52","0,47","0,47","0,44","0,51","0,47","0,54","0,46","0,49",
"FSO_T12_SKPAuto_Ongevallen","1,46","1,42","1,29","1,26","1,22","1,43","1,37","1,40","1,36","1,47","1,28","1,34","1,33","1,20","1,22","1,21","1,38","1,78","1,55","1,23","1,24","1,24","1,27","2,10","1,78","1,43","1,19","1,19","1,37","1,31",
