Metrics Over Time
Metrics Over Time
,,,16-3 19:00,,,16-3 19:05,,,16-3 19:10,,,16-3 19:15,,,16-3 19:20,,,16-3 19:25,,,16-3 19:30,,,16-3 19:35,,,16-3 19:40,,,16-3 19:45,,,16-3 19:50,,,16-3 19:55,,,16-3 20:00,,,16-3 20:05,,,16-3 20:10,,,16-3 20:15,,,16-3 20:20,,,16-3 20:25,,,16-3 20:30,,,16-3 20:35,,,16-3 20:40,,,16-3 20:45,,,16-3 20:50,,,16-3 20:55,,,16-3 21:00,,,16-3 21:05,,,16-3 21:10,,,16-3 21:15,,,16-3 21:20,,,16-3 21:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,28","2,33","2,33","2,88","-","-","3,59","2,33","2,60","2,32","-","2,23","3,54","-","2,57","2,46","-","2,30","-","-","2,37","-","-","2,20","2,58","2,18","2,39","3,65","2,27","2,74",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,36","0,93","0,50","0,34","-","-","1,77","0,34","0,50","0,24","-","0,40","0,31","-","0,36","0,58","-","1,13","-","-","0,23","-","-","1,22","0,50","0,33","0,67","0,37","1,84","0,36",
"FSO_T02_SKPAuto_Kenteken","0,48","0,47","0,51","0,41","-","-","2,32","0,44","0,45","0,48","-","0,40","0,39","-","0,37","0,42","-","1,12","-","-","0,37","-","-","1,12","0,43","0,43","0,42","0,40","2,02","0,40",
"FSO_T03_SKPAuto_AutoCheck","1,67","2,37","1,35","1,61","-","-","3,71","1,79","1,46","1,64","-","1,60","1,42","-","1,28","1,49","-","2,72","-","-","1,63","-","-","2,43","1,48","1,67","1,31","1,48","4,27","1,66",
"FSO_T04_SKPAuto_Postcode","0,48","0,78","0,45","0,49","-","-","2,78","0,65","0,44","0,47","-","0,46","0,37","-","0,38","0,39","-","1,28","-","-","0,42","-","-","1,30","0,45","0,69","0,42","0,40","2,91","0,42",
"FSO_T05_SKPAuto_Bestuurder","2,01","1,16","1,61","1,46","-","-","3,10","1,43","1,82","1,37","-","1,55","1,48","-","1,49","1,22","-","2,03","-","-","1,67","-","-","2,39","1,25","1,85","1,62","1,12","2,72","1,54",
"FSO_T06_SKPAuto_GeboorteDatum","1,84","1,11","0,96","0,88","0,91","1,23","0,92","1,50","0,92","1,02","0,82","0,92","-","-","0,85","-","0,90","2,79","-","0,87","0,88","-","0,93","1,44","-","0,89","0,80","0,92","2,18","0,82",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,26","2,88","5,92","1,88","2,02","4,31","2,32","3,46","1,85","2,39","2,46","2,29","-","-","4,73","-","1,90","5,56","-","2,38","3,21","-","2,52","2,66","1,61","2,25","7,67","5,94","3,77","3,98",
"FSO_T08_SKPAuto_Kilometers","0,68","1,09","0,35","2,13","0,80","0,87","0,59","2,20","0,86","0,58","0,77","0,56","-","-","0,68","-","0,77","1,64","-","0,64","0,86","-","0,54","1,68","0,59","0,74","0,82","1,61","2,48","0,47",
"FSO_T09_SKPAuto_Basisdekking","3,05","3,06","2,98","2,87","2,89","2,90","3,13","3,14","2,87","2,99","2,94","2,98","-","-","2,89","-","3,06","4,59","-","2,98","2,97","-","3,23","3,73","2,98","2,96","4,99","2,96","4,53","2,94",
