Metrics Over Time
Metrics Over Time
,,,17-3 5:00,,,17-3 5:05,,,17-3 5:10,,,17-3 5:15,,,17-3 5:20,,,17-3 5:25,,,17-3 5:30,,,17-3 5:35,,,17-3 5:40,,,17-3 5:45,,,17-3 5:50,,,17-3 5:55,,,17-3 6:00,,,17-3 6:05,,,17-3 6:10,,,17-3 6:15,,,17-3 6:20,,,17-3 6:25,,,17-3 6:30,,,17-3 6:35,,,17-3 6:40,,,17-3 6:45,,,17-3 6:50,,,17-3 6:55,,,17-3 7:00,,,17-3 7:05,,,17-3 7:10,,,17-3 7:15,,,17-3 7:20,,,17-3 7:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","-","-","1,73","2,14","2,15","1,99","2,76","2,17","2,11","2,07","2,16","-","3,52","1,91","2,33","2,20","-","1,91","2,43","-","1,82","1,86","1,94","-","2,27","1,68","2,46","3,76","-","1,79",
"FSO_T01_SKPAuto_VerzekererdJaNee","-","-","0,34","0,31","0,33","0,31","0,20","0,32","0,27","0,27","1,71","-","0,30","0,31","0,42","0,21","-","1,91","0,34","-","0,31","1,78","0,33","-","0,31","0,29","0,31","0,29","-","0,68",
"FSO_T02_SKPAuto_Kenteken","-","-","0,40","0,43","0,33","0,27","0,27","0,29","0,26","0,31","1,74","-","0,32","0,29","0,27","0,36","-","1,75","0,31","-","0,28","1,92","0,36","-","0,42","0,31","0,28","0,32","-","0,33",
"FSO_T03_SKPAuto_AutoCheck","-","-","1,68","1,57","1,56","1,49","1,35","1,78","1,44","1,62","3,08","-","1,08","2,08","1,38","1,76","-","3,54","1,28","-","1,57","3,51","1,52","-","1,80","1,73","1,46","1,35","-","1,57",
"FSO_T04_SKPAuto_Postcode","-","-","0,33","0,36","0,40","0,50","0,26","0,46","0,30","0,30","2,26","-","0,25","0,42","0,32","0,29","-","2,25","0,31","-","0,31","2,14","0,46","-","0,33","0,63","0,33","0,27","-","0,29",
"FSO_T05_SKPAuto_Bestuurder","-","-","1,02","1,19","0,85","1,18","1,42","1,87","1,16","1,34","2,97","-","1,59","0,96","1,11","1,17","-","3,60","1,53","-","1,44","3,07","1,31","-","1,51","1,79","1,41","1,29","-","1,58",
"FSO_T06_SKPAuto_GeboorteDatum","-","-","0,86","0,80","1,11","0,90","-","0,88","0,86","0,90","2,09","-","-","0,98","0,80","0,76","-","2,21","-","0,83","0,84","2,08","-","-","-","0,88","0,88","0,83","-","0,79",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","2,07","1,92","1,77","2,40","2,67","2,05","2,43","1,88","-","3,00","2,21","-","2,00","-","2,57","-","-","2,11","2,22","2,00","-","3,70","-","-","2,08","2,06","2,41","-","-",
"FSO_T08_SKPAuto_Kilometers","-","0,67","0,59","0,70","0,77","0,70","0,52","0,55","0,59","-","1,46","0,71","-","0,82","-","0,63","-","-","0,69","0,65","0,87","-","2,17","-","-","0,49","0,74","0,67","-","-",
"FSO_T09_SKPAuto_Basisdekking","-","2,89","2,94","2,93","2,92","2,87","2,91","2,95","3,00","-","3,71","2,90","-","4,93","-","2,85","-","-","3,02","2,94","2,91","-","1,80","-","-","2,96","2,97","2,94","-","-",
"FSO_T10_SKPAuto_Uitbreiding","-","0,76","0,70","0,68","0,67","0,64","0,67","0,74","0,64","-","1,01","0,64","-","0,68","-","0,63","-","-","0,69","0,67","0,62","-","0,67","-","-","0,71","0,77","0,70","-","-",
"FSO_T11_SKPAuto_Ingangsdatum","-","0,47","0,45","0,48","0,55","0,47","0,49","0,48","0,48","-","1,46","0,52","-","0,50","-","0,47","-","-","0,44","0,57","0,55","-","1,89","-","-","0,59","0,64","0,52","-","-",
"FSO_T12_SKPAuto_Ongevallen","-","1,32","1,24","1,34","1,75","-","1,73","1,50","1,24","-","1,29","1,42","-","-","-","1,25","-","-","1,30","1,27","1,32","-","2,36","-","-","-","-","1,43","1,31","-",
"FSO_T13_SKPAuto_Samenvatting1","0,56","-","-","-","2,57","-","2,55","0,65","0,51","2,49","2,78","-","2,54","-","0,55","-","0,62","4,91","2,54","2,61","-","2,87","-","-","-","-","2,56","-","2,51","-",
"FSO_T14_SKPAuto_PriveZakelijk","0,45","-","-","-","0,47","-","0,40","0,62","0,48","0,57","0,48","-","0,55","-","0,50","-","0,54","0,52","0,57","0,53","-","0,54","-","-","-","-","0,53","-","0,52","-",
"FSO_T15_SKPAuto_KentekenOpNaam","0,46","-","-","-","0,50","-","0,47","0,52","0,62","0,49","1,39","-","0,46","-","0,42","-","0,58","2,44","1,50","0,49","-","1,59","-","-","-","-","0,38","-","0,43","-",
"FSO_T16_SKPAuto_Persoonsgegevens","0,82","-","-","-","0,84","-","0,55","0,66","0,57","0,61","1,68","-","0,66","-","0,58","-","0,61","2,81","1,84","0,87","-","1,76","-","-","-","-","0,53","-","0,56","-",
"FSO_T17_SKPAuto_Adres","2,46","-","-","-","2,27","-","2,04","2,39","2,03","2,38","3,37","-","2,24","-","2,09","-","2,48","3,97","3,11","2,80","-","3,20","-","-","-","-","1,99","-","2,46","-",
"FSO_T18_SKPAuto_TelefoonEmail","-","-","-","1,47","-","1,49","1,35","-","-","1,18","-","3,69","1,39","1,22","-","1,30","-","1,85","2,50","1,27","1,17","1,63","-","1,30","1,59","-","-","1,15","1,37","1,32",
"FSO_T19_SKPAuto_AanvullendeVragen","-","-","-","8,82","-","8,40","8,20","-","-","8,59","-","9,68","8,00","7,88","-","9,38","-","7,96","9,07","7,64","8,54","8,54","-","7,51","8,21","-","-","10,97","7,86","7,94",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","-","-","0,45","-","0,46","0,59","-","-","0,38","0,41","2,26","0,42","0,43","-","-","0,43","0,44","2,28","0,44","0,34","0,42","-","0,45","0,37","0,44","-","0,41","0,36","0,39",
"FSO_T21_SKPAuto_StrafbaarFeit","-","-","-","0,54","-","0,49","0,45","-","-","0,37","0,43","3,22","0,46","0,54","-","-","0,58","0,53","2,81","0,56","0,37","0,38","-","0,51","0,43","0,48","-","0,44","0,71","0,45",
"FSO_T22_SKPAuto_EerderSchade","-","-","-","0,53","-","0,46","0,39","-","-","0,43","0,50","2,41","0,47","0,52","-","-","0,41","0,65","2,56","0,57","0,41","0,63","-","0,51","0,40","0,44","-","0,51","0,58","0,39",
"FSO_T23_SKPAuto_MaandJaar","-","-","-","0,36","-","0,42","0,36","-","-","0,44","0,40","2,54","0,44","0,53","-","-","0,60","0,54","2,41","0,46","0,39","0,54","-","0,58","0,44","0,43","-","0,42","0,43","0,52",
"FSO_T24_SKPAuto_Rekeningnummer","-","-","-","1,48","-","1,47","2,34","-","1,58","1,41","1,36","2,79","1,36","1,17","-","-","1,37","1,58","2,81","1,63","1,42","2,37","-","1,49","1,53","1,39","-","0,83","1,45","1,26",
"FSO_T25_SKPAuto_Samenvatting2","-","-","2,67","-","-","-","-","-","3,27","-","3,09","6,07","-","3,32","-","-","3,70","-","-","3,34","3,36","3,16","-","3,13","-","3,17","-","-","3,51","3,35",
"FSO_T26_SKPAuto_EindeScript","-","-","0,50","-","-","-","-","-","0,53","-","0,46","2,53","-","0,49","-","-","0,44","-","-","0,53","0,60","0,46","-","0,54","-","0,45","-","-","0,52","0,54",
 

