Metrics Over Time
Metrics Over Time
,,,16-3 14:00,,,16-3 14:05,,,16-3 14:10,,,16-3 14:15,,,16-3 14:20,,,16-3 14:25,,,16-3 14:30,,,16-3 14:35,,,16-3 14:40,,,16-3 14:45,,,16-3 14:50,,,16-3 14:55,,,16-3 15:00,,,16-3 15:05,,,16-3 15:10,,,16-3 15:15,,,16-3 15:20,,,16-3 15:25,,,16-3 15:30,,,16-3 15:35,,,16-3 15:40,,,16-3 15:45,,,16-3 15:50,,,16-3 15:55,,,16-3 16:00,,,16-3 16:05,,,16-3 16:10,,,16-3 16:15,,,16-3 16:20,,,16-3 16:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","3,34","2,53","2,64","6,14","2,53","2,56","3,65","-","-","2,21","2,28","-","2,53","2,66","2,89","2,84","-","2,18","2,56","2,44","2,59","2,52","2,69","-","2,37","-","2,31","2,78","-","2,26",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,79","0,71","0,61","1,16","0,73","0,58","1,09","-","-","0,72","0,70","-","0,78","0,60","1,69","0,71","-","0,68","0,71","0,75","0,65","0,59","0,60","-","0,61","-","0,75","1,84","-","0,70",
"FSO_T02_SKPAuto_Kenteken","0,73","1,24","0,61","1,25","0,66","0,62","1,00","-","-","0,64","0,59","-","0,73","0,70","1,70","0,67","-","0,60","0,65","0,62","0,62","0,76","0,69","-","0,61","-","0,62","0,67","-","0,60",
"FSO_T03_SKPAuto_AutoCheck","1,40","3,48","1,73","1,93","4,46","1,43","3,63","-","-","1,57","2,10","-","4,42","1,62","3,37","1,72","-","1,65","1,52","1,52","1,59","1,16","1,59","-","2,11","-","1,71","2,16","-","1,44",
"FSO_T04_SKPAuto_Postcode","0,71","0,70","0,62","1,53","0,83","0,69","0,67","-","-","0,62","1,22","-","0,68","0,91","2,57","0,72","-","0,62","0,65","0,83","1,02","0,68","0,77","-","0,60","-","0,78","1,03","-","0,69",
"FSO_T05_SKPAuto_Bestuurder","1,85","1,84","1,61","1,76","1,87","1,52","1,58","-","-","1,91","1,67","-","1,52","1,79","2,97","2,29","-","1,46","1,69","1,51","2,30","1,66","1,31","-","1,56","-","1,58","1,67","-","2,09",
"FSO_T06_SKPAuto_GeboorteDatum","0,95","0,97","-","-","-","0,86","0,84","0,89","0,87","-","1,11","-","0,88","-","1,43","0,81","1,10","0,90","-","1,38","-","1,74","0,94","1,05","-","0,88","0,91","0,89","0,86","0,86",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,39","2,95","-","-","-","2,22","2,31","2,64","2,18","-","1,90","-","2,49","-","2,02","1,81","2,53","1,95","-","1,85","-","2,84","2,50","2,89","-","2,92","4,32","1,74","2,00","2,15",
"FSO_T08_SKPAuto_Kilometers","0,92","1,57","-","-","-","0,94","0,94","0,94","0,85","-","0,98","-","0,89","-","0,95","0,85","0,98","0,74","-","1,04","-","1,05","0,83","1,02","-","0,82","0,93","1,05","1,06","1,00",
"FSO_T09_SKPAuto_Basisdekking","2,90","3,10","-","-","-","2,95","3,04","3,11","2,96","-","2,90","-","2,93","-","2,92","3,10","3,05","2,97","-","3,06","-","2,97","4,99","2,97","-","2,92","2,89","2,88","3,11","3,19",
