Metrics Over Time
Metrics Over Time
,,,14-3 4:30,,,14-3 4:35,,,14-3 4:40,,,14-3 4:45,,,14-3 4:50,,,14-3 4:55,,,14-3 5:00,,,14-3 5:05,,,14-3 5:10,,,14-3 5:15,,,14-3 5:20,,,14-3 5:25,,,14-3 5:30,,,14-3 5:35,,,14-3 5:40,,,14-3 5:45,,,14-3 5:50,,,14-3 5:55,,,14-3 6:00,,,14-3 6:05,,,14-3 6:10,,,14-3 6:15,,,14-3 6:20,,,14-3 6:25,,,14-3 6:30,,,14-3 6:35,,,14-3 6:40,,,14-3 6:45,,,14-3 6:50,,,14-3 6:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","-","-","-","2,47","2,71","-","3,89","-","-","2,48","-","2,14","2,26","-","2,26","2,29","-","2,36","-","-","2,21","2,46","2,17","2,20","-","-","2,55","3,54","2,27","3,55",
"FSO_T01_SKPAuto_VerzekererdJaNee","-","-","-","0,35","0,29","-","0,27","-","-","0,34","-","0,32","1,94","-","0,31","0,33","-","0,35","-","-","0,34","0,35","0,35","0,34","-","-","0,33","0,33","0,30","0,36",
"FSO_T02_SKPAuto_Kenteken","-","-","-","0,31","0,32","-","0,27","-","-","0,38","-","0,42","1,84","-","0,29","0,32","-","0,30","-","-","0,29","0,35","0,31","0,37","-","-","0,28","0,36","0,33","0,29",
"FSO_T03_SKPAuto_AutoCheck","-","-","-","1,62","3,24","-","1,99","-","-","1,38","-","1,37","3,57","-","1,65","2,01","-","1,74","-","-","1,26","1,72","1,61","1,56","-","-","1,40","1,55","1,98","1,51",
"FSO_T04_SKPAuto_Postcode","-","-","-","0,31","0,46","-","0,36","-","-","0,36","-","0,35","2,15","-","0,28","0,34","-","0,29","-","-","0,33","0,36","0,45","0,34","-","-","0,29","0,28","1,19","0,30",
"FSO_T05_SKPAuto_Bestuurder","-","-","-","1,24","1,47","-","1,55","-","-","1,41","-","1,27","3,04","-","1,33","1,04","-","1,24","-","-","1,51","1,52","1,39","1,36","-","-","1,26","1,26","1,43","1,06",
"FSO_T06_SKPAuto_GeboorteDatum","-","-","-","-","0,94","1,11","-","-","-","0,98","0,89","0,90","2,02","2,45","0,89","0,92","-","0,95","-","-","1,32","-","-","0,83","0,85","0,90","1,01","-","0,86","-",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,24","-","2,12","-","2,38","2,31","2,47","-","2,88","2,05","2,03","-","-","-","1,98","2,17","-","1,96","-","3,73","1,99","-","-","-","3,10","2,39","2,97","2,27","1,76","1,80",
"FSO_T08_SKPAuto_Kilometers","0,49","-","0,62","-","0,61","0,49","0,68","-","1,52","0,69","0,65","-","-","-","0,73","0,93","-","0,38","-","0,94","0,58","-","-","-","0,75","0,61","0,60","0,63","0,65","0,74",
"FSO_T09_SKPAuto_Basisdekking","3,20","-","2,89","-","2,95","3,09","3,20","-","2,68","3,05","2,87","-","-","-","2,86","3,02","-","2,96","-","2,98","2,95","-","-","-","3,28","2,91","2,92","4,94","2,96","2,95",
