Metrics Over Time
Metrics Over Time
,,,16-3 1:30,,,16-3 1:35,,,16-3 1:40,,,16-3 1:45,,,16-3 1:50,,,16-3 1:55,,,16-3 2:00,,,16-3 2:05,,,16-3 2:10,,,16-3 2:15,,,16-3 2:20,,,16-3 2:25,,,16-3 2:30,,,16-3 2:35,,,16-3 2:40,,,16-3 2:45,,,16-3 2:50,,,16-3 2:55,,,16-3 3:00,,,16-3 3:05,,,16-3 3:10,,,16-3 3:15,,,16-3 3:20,,,16-3 3:25,,,16-3 3:30,,,16-3 3:35,,,16-3 3:40,,,16-3 3:45,,,16-3 3:50,,,16-3 3:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","-","-","-","-","-","2,26","-","2,53","2,43","2,27","-","2,55","2,23","-","2,76","-","-","2,52","2,57","-","2,21","-","-","2,24","-","-","2,74","2,80","-","2,65",
"FSO_T01_SKPAuto_VerzekererdJaNee","-","-","-","-","-","0,36","-","0,34","5,23","0,34","-","0,38","0,34","-","0,31","-","-","0,25","0,27","-","0,32","-","-","0,32","-","-","1,10","0,34","-","0,31",
"FSO_T02_SKPAuto_Kenteken","-","-","-","-","-","0,40","-","0,37","0,32","0,29","-","0,34","0,30","-","0,30","-","-","0,31","0,43","-","0,27","-","-","0,28","-","-","1,06","0,35","-","0,33",
"FSO_T03_SKPAuto_AutoCheck","-","-","-","-","-","1,79","-","2,15","2,47","1,34","-","1,62","1,53","-","1,37","-","-","1,51","1,72","-","1,77","-","-","1,39","-","-","2,48","1,64","-","1,76",
"FSO_T04_SKPAuto_Postcode","-","-","-","-","-","0,33","-","0,52","0,37","0,35","-","0,35","0,32","-","0,38","-","-","0,35","0,32","-","0,37","-","-","0,33","-","-","1,29","0,32","-","0,34",
"FSO_T05_SKPAuto_Bestuurder","-","-","-","-","-","1,63","-","1,10","1,35","1,17","-","1,24","1,16","-","1,42","-","-","1,32","1,28","-","1,38","-","-","1,36","-","-","2,20","1,35","-","1,65",
"FSO_T06_SKPAuto_GeboorteDatum","-","-","-","-","-","-","-","-","-","-","0,61","3,20","0,53","0,55","1,11","-","2,19","2,13","1,52","1,68","0,97","-","0,94","0,98","-","0,94","1,52","-","0,93","0,92",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","-","-","-","-","-","-","-","-","-","1,86","2,00","-","2,23","2,64","-","3,76","2,14","2,39","2,23","2,09","-","2,24","-","-","2,16","5,88","-","2,28","2,03",
"FSO_T08_SKPAuto_Kilometers","-","-","-","-","-","-","-","-","-","-","0,77","0,59","-","0,64","0,58","-","2,66","0,51","0,65","0,54","0,77","-","0,79","-","-","0,83","0,74","-","0,57","0,66",
"FSO_T09_SKPAuto_Basisdekking","-","-","-","-","-","-","-","-","-","-","2,88","14,44","-","3,02","3,03","-","4,54","2,88","30,76","3,04","2,88","-","3,00","-","-","2,94","2,90","-","3,01","2,93",
"FSO_T10_SKPAuto_Uitbreiding","-","-","-","-","-","-","-","-","-","1,19","1,20","1,19","-","1,42","1,26","-","0,54","1,29","1,09","1,22","0,75","-","0,73","-","0,68","0,80","0,73","-","0,78","0,72",
"FSO_T11_SKPAuto_Ingangsdatum","-","-","-","-","-","-","-","-","-","1,10","1,02","1,03","-","1,04","0,75","-","2,47","0,96","0,98","0,84","0,50","-","0,61","-","0,58","0,55","0,58","-","0,55","0,49",
"FSO_T12_SKPAuto_Ongevallen","-","-","-","-","-","-","-","-","-","1,79","1,45","-","1,08","1,32","1,40","-","1,07","-","1,34","1,20","-","-","1,30","-","1,44","1,37","-","1,37","1,46","1,32",
"FSO_T13_SKPAuto_Samenvatting1","1,76","-","-","-","-","-","-","-","-","2,63","-","-","3,47","2,61","-","-","4,52","-","2,53","2,59","0,61","-","0,85","-","2,59","2,53","4,36","0,54","0,69","2,61",
"FSO_T14_SKPAuto_PriveZakelijk","0,69","-","-","-","-","-","-","-","-","0,71","-","-","0,86","0,60","-","-","0,71","-","0,58","0,62","0,46","-","0,57","-","0,47","0,61","0,58","0,61","0,49","0,59",
"FSO_T15_SKPAuto_KentekenOpNaam","0,58","-","-","-","-","-","-","-","-","0,56","-","0,58","0,64","0,64","-","-","2,20","-","-","0,50","0,45","-","0,44","-","0,44","0,54","2,47","0,40","0,60","0,46",
"FSO_T16_SKPAuto_Persoonsgegevens","1,63","-","-","-","-","-","-","-","-","5,42","-","1,79","1,10","1,94","-","-","0,90","-","-","2,18","2,08","-","0,70","-","0,61","0,60","3,41","0,58","0,65","0,68",
"FSO_T17_SKPAuto_Adres","0,00","-","-","-","0,00","-","0,00","-","0,00","0,00","-","0,00","0,00","-","-","-","0,00","-","-","-","2,61","-","2,52","-","2,65","-","3,51","2,53","2,27","2,18",
"FSO_T18_SKPAuto_TelefoonEmail","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1,36","1,41","1,37","1,33","1,33","1,66","1,30","-","1,50",
"FSO_T19_SKPAuto_AanvullendeVragen","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8,34","8,24","8,01","8,74","8,21","8,41","9,02","-","8,68",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0,46","0,39","0,41","0,40","0,43","0,59","-","0,37","0,44",
"FSO_T21_SKPAuto_StrafbaarFeit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0,40","-","-","-","0,41","0,47","0,42","0,37","0,44","0,55","-","0,53","0,48",
"FSO_T22_SKPAuto_EerderSchade","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0,41","-","-","-","0,51","0,46","0,48","0,42","0,49","0,66","-","0,63","0,47",
"FSO_T23_SKPAuto_MaandJaar","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0,39","-","-","-","0,42","0,43","0,43","0,41","0,50","0,75","-","0,43","0,50",
"FSO_T24_SKPAuto_Rekeningnummer","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1,52","-","-","-","1,47","1,01","1,24","1,45","1,69","-","1,58","0,93","1,38",
"FSO_T25_SKPAuto_Samenvatting2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3,20","-","-","3,12","3,55","3,50","3,16","2,80","-","3,70","3,27","-",
"FSO_T26_SKPAuto_EindeScript","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1,67","-","-","0,53","0,56","0,48","0,47","0,53","-","0,46","0,47","-",
 

