Metrics Over Time
Metrics Over Time
,,,14-3 12:00,,,14-3 12:05,,,14-3 12:10,,,14-3 12:15,,,14-3 12:20,,,14-3 12:25,,,14-3 12:30,,,14-3 12:35,,,14-3 12:40,,,14-3 12:45,,,14-3 12:50,,,14-3 12:55,,,14-3 13:00,,,14-3 13:05,,,14-3 13:10,,,14-3 13:15,,,14-3 13:20,,,14-3 13:25,,,14-3 13:30,,,14-3 13:35,,,14-3 13:40,,,14-3 13:45,,,14-3 13:50,,,14-3 13:55,,,14-3 14:00,,,14-3 14:05,,,14-3 14:10,,,14-3 14:15,,,14-3 14:20,,,14-3 14:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,97","-","-","-","-","2,95","2,33","2,34","-","3,70","-","2,76","2,89","-","-","2,24","-","2,35","2,59","-","6,99","2,74","3,07","2,61","2,39","-","2,52","-","-","2,38",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,64","-","-","-","-","0,36","0,31","0,33","-","0,33","-","0,32","0,40","-","-","0,35","-","0,36","0,35","-","0,33","0,36","0,38","0,29","0,33","-","4,62","-","-","10,35",
"FSO_T02_SKPAuto_Kenteken","0,42","-","-","-","-","0,38","0,39","0,46","-","0,41","-","0,40","0,39","-","-","0,37","-","0,40","0,39","-","0,44","0,73","0,42","0,40","0,40","-","4,64","-","-","1,91",
"FSO_T03_SKPAuto_AutoCheck","1,64","-","-","-","-","1,74","1,50","1,89","-","1,49","-","1,69","1,56","-","-","1,55","-","1,82","1,77","-","1,64","1,52","1,83","1,61","1,81","-","7,98","-","-","1,66",
"FSO_T04_SKPAuto_Postcode","0,45","-","-","-","-","0,40","0,40","0,47","-","0,41","-","0,49","0,44","-","-","0,41","-","0,47","0,37","-","0,39","0,66","0,63","0,40","0,39","-","8,88","1,33","-","0,71",
"FSO_T05_SKPAuto_Bestuurder","1,34","-","-","-","-","2,31","1,19","1,31","-","1,38","-","1,46","1,41","-","-","1,36","-","1,58","1,51","-","1,79","1,31","1,42","1,18","1,67","-","6,90","2,25","-","1,89",
"FSO_T06_SKPAuto_GeboorteDatum","-","1,11","1,15","-","0,84","1,07","0,84","0,84","1,13","-","1,09","-","-","-","1,05","0,91","1,02","1,26","-","-","0,94","0,92","1,16","1,23","1,03","1,00","5,54","1,29","2,91","0,88",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","2,41","2,26","-","3,11","2,75","2,26","2,54","3,25","-","2,23","-","2,41","-","2,24","2,20","2,20","6,27","-","-","2,09","2,01","2,17","1,89","1,99","2,37","-","5,97","2,73","3,19",
"FSO_T08_SKPAuto_Kilometers","-","0,58","0,66","-","0,58","0,84","0,50","1,24","0,94","-","0,97","-","0,92","-","0,67","0,64","1,21","0,70","-","-","1,16","0,69","0,90","0,95","0,47","0,91","-","0,95","0,95","0,77",
"FSO_T09_SKPAuto_Basisdekking","-","3,11","2,99","-","2,98","3,04","3,06","3,13","2,97","-","3,04","-","3,05","-","2,89","5,43","3,13","4,95","-","-","4,08","3,24","3,05","4,01","5,54","2,93","-","3,02","3,05","3,01",
