Metrics Over Time
Metrics Over Time
,,,15-3 10:30,,,15-3 10:35,,,15-3 10:40,,,15-3 10:45,,,15-3 10:50,,,15-3 10:55,,,15-3 11:00,,,15-3 11:05,,,15-3 11:10,,,15-3 11:15,,,15-3 11:20,,,15-3 11:25,,,15-3 11:30,,,15-3 11:35,,,15-3 11:40,,,15-3 11:45,,,15-3 11:50,,,15-3 11:55,,,15-3 12:00,,,15-3 12:05,,,15-3 12:10,,,15-3 12:15,,,15-3 12:20,,,15-3 12:25,,,15-3 12:30,,,15-3 12:35,,,15-3 12:40,,,15-3 12:45,,,15-3 12:50,,,15-3 12:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","-","2,27","2,75","-","2,24","-","2,29","-","-","-","6,71","2,21","-","2,40","-","3,25","2,35","-","2,29","-","-","3,61","-","2,19","-","2,21","-","3,39","2,32","2,41",
"FSO_T01_SKPAuto_VerzekererdJaNee","-","0,33","0,31","-","0,32","-","0,35","-","-","-","0,32","0,33","-","0,35","-","0,22","0,52","-","0,38","-","-","0,40","-","0,32","-","0,32","-","0,35","0,33","0,33",
"FSO_T02_SKPAuto_Kenteken","-","0,38","0,27","-","0,42","-","0,42","-","-","-","0,50","0,36","-","0,38","-","0,38","0,36","-","0,41","-","-","0,41","-","0,46","-","0,42","-","0,40","0,40","0,40",
"FSO_T03_SKPAuto_AutoCheck","-","1,95","1,64","-","2,05","-","1,60","-","-","-","1,98","1,60","-","1,71","-","1,88","1,21","-","1,69","-","-","1,66","-","1,95","-","1,87","-","1,77","1,73","1,56",
"FSO_T04_SKPAuto_Postcode","-","0,50","0,29","-","0,55","-","0,38","-","-","-","0,56","0,39","-","0,76","-","0,40","0,58","-","0,42","-","-","0,40","-","0,47","-","0,57","-","0,44","0,66","0,40",
"FSO_T05_SKPAuto_Bestuurder","-","1,37","1,50","-","1,34","-","1,67","-","-","-","1,38","1,16","-","1,41","-","1,56","1,25","-","1,21","-","-","1,38","-","1,21","-","1,67","-","1,60","1,34","1,58",
"FSO_T06_SKPAuto_GeboorteDatum","-","0,89","1,08","-","-","1,12","-","5,48","0,92","-","0,98","0,98","-","0,94","-","-","0,90","1,13","-","0,95","0,98","-","-","1,13","-","-","1,13","-","0,93","-",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","1,76","3,27","-","1,96","2,87","-","2,28","1,82","-","2,13","4,12","-","2,05","-","-","1,95","2,24","-","1,95","2,51","-","-","2,23","-","-","1,86","-","2,05","-",
"FSO_T08_SKPAuto_Kilometers","-","0,68","0,78","-","0,66","0,69","-","0,55","0,75","-","0,69","0,80","-","0,92","-","-","0,75","0,78","-","0,72","0,72","-","-","1,00","-","-","0,51","-","0,71","-",
"FSO_T09_SKPAuto_Basisdekking","-","3,03","2,90","-","2,96","2,91","-","3,07","2,85","-","2,96","2,99","-","3,12","-","-","3,09","2,93","-","3,09","2,94","-","-","2,93","-","-","3,03","-","2,93","-",
