Metrics Over Time
Metrics Over Time
,,,17-3 12:30,,,17-3 12:35,,,17-3 12:40,,,17-3 12:45,,,17-3 12:50,,,17-3 12:55,,,17-3 13:00,,,17-3 13:05,,,17-3 13:10,,,17-3 13:15,,,17-3 13:20,,,17-3 13:25,,,17-3 13:30,,,17-3 13:35,,,17-3 13:40,,,17-3 13:45,,,17-3 13:50,,,17-3 13:55,,,17-3 14:00,,,17-3 14:05,,,17-3 14:10,,,17-3 14:15,,,17-3 14:20,,,17-3 14:25,,,17-3 14:30,,,17-3 14:35,,,17-3 14:40,,,17-3 14:45,,,17-3 14:50,,,17-3 14:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,37","-","-","2,08","1,84","2,26","3,59","2,94","2,42","-","-","-","3,76","-","2,47","3,93","-","-","4,38","-","2,25","2,51","-","2,20","-","2,42","2,43","3,32","-","-",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,34","-","-","0,40","0,51","0,26","0,46","0,66","2,08","-","-","-","0,36","-","1,66","0,59","-","-","0,44","-","0,35","1,10","-","0,49","-","0,56","0,42","0,69","-","-",
"FSO_T02_SKPAuto_Kenteken","0,40","-","-","0,41","0,41","0,45","0,39","0,45","2,51","-","-","-","0,44","-","2,01","0,38","-","-","0,36","-","0,37","0,42","-","0,41","-","0,46","0,39","0,38","-","-",
"FSO_T03_SKPAuto_AutoCheck","1,71","-","-","1,74","1,79","1,54","1,49","4,95","2,47","-","-","-","2,20","-","3,03","1,68","-","-","1,67","-","1,49","1,71","-","1,82","-","4,69","1,93","1,77","-","-",
"FSO_T04_SKPAuto_Postcode","0,38","-","-","0,44","0,60","0,44","0,34","0,61","1,37","-","-","-","0,41","-","2,18","0,38","-","-","0,39","-","0,39","0,45","-","0,38","-","0,75","1,13","0,61","-","-",
"FSO_T05_SKPAuto_Bestuurder","1,28","-","-","1,14","1,52","1,36","1,39","1,45","2,22","-","-","-","1,24","-","3,33","1,81","-","-","1,54","-","1,27","1,33","-","1,35","-","1,30","1,94","1,66","-","-",
"FSO_T06_SKPAuto_GeboorteDatum","1,02","0,85","-","0,92","-","1,15","-","-","-","1,06","0,90","0,94","1,05","-","1,95","0,80","0,88","0,96","-","1,82","0,88","-","0,96","1,81","0,82","0,87","0,84","-","1,02","0,86",
"FSO_T07_SKPAuto_SchadeVrijeJaren","1,81","2,54","2,23","2,40","-","-","-","-","-","2,41","2,19","2,00","1,90","-","-","2,11","2,19","1,90","-","2,08","2,32","-","2,37","1,88","2,18","2,28","1,88","-","2,26","2,34",
"FSO_T08_SKPAuto_Kilometers","0,75","0,76","0,81","0,57","-","-","-","-","-","0,44","0,81","0,66","0,79","-","-","0,81","0,73","0,75","-","0,76","0,79","-","0,68","0,69","0,86","0,68","1,27","-","0,70","1,31",
"FSO_T09_SKPAuto_Basisdekking","2,86","2,90","3,08","2,92","-","-","-","-","-","2,88","2,92","3,16","2,92","-","-","2,89","2,94","5,06","-","3,15","2,91","-","2,95","2,87","2,82","2,93","2,95","-","4,93","2,81",
"FSO_T10_SKPAuto_Uitbreiding","0,63","0,65","0,71","0,72","-","-","-","-","-","0,64","0,69","0,79","0,77","-","0,69","0,76","0,64","0,63","-","0,73","0,60","-","0,72","0,76","0,62","0,59","0,67","-","0,69","2,07",
"FSO_T11_SKPAuto_Ingangsdatum","0,55","0,54","0,58","0,58","-","-","-","0,54","-","0,52","0,62","0,59","0,65","0,60","0,47","0,64","0,50","0,56","-","0,56","0,49","-","0,57","0,52","0,56","0,61","0,54","-","0,69","0,62",
"FSO_T12_SKPAuto_Ongevallen","1,45","-","1,40","2,16","1,44","1,41","2,54","1,53","-","1,94","1,35","1,47","1,50","1,59","1,20","-","1,68","-","2,20","1,57","-","2,21","4,59","-","1,62","1,44","1,44","1,25","1,52","-",
"FSO_T13_SKPAuto_Samenvatting1","2,51","1,07","-","2,56","0,69","2,49","2,57","2,65","-","4,07","2,63","-","2,45","2,59","2,48","2,31","2,49","-","2,54","2,55","-","1,57","2,54","-","1,64","1,65","2,53","2,55","2,50","-",
"FSO_T14_SKPAuto_PriveZakelijk","0,56","0,75","-","0,59","0,68","0,60","0,69","0,64","-","0,58","0,67","-","0,58","0,62","0,50","0,67","0,59","-","0,58","0,71","-","0,61","0,63","-","0,96","0,58","0,65","0,55","0,65","-",
"FSO_T15_SKPAuto_KentekenOpNaam","0,45","0,54","-","0,52","0,66","0,53","0,63","0,56","-","1,49","0,64","-","0,59","0,58","0,49","2,37","0,59","-","0,67","0,51","-","0,51","0,57","-","0,90","0,58","0,54","0,47","4,74","-",
"FSO_T16_SKPAuto_Persoonsgegevens","0,54","0,99","-","0,68","0,62","0,61","0,59","0,61","-","2,83","0,92","-","0,56","0,66","0,98","2,85","0,82","-","0,63","0,69","-","0,94","0,60","-","1,07","0,91","0,87","4,66","4,74","-",
"FSO_T17_SKPAuto_Adres","2,67","1,92","-","2,18","2,32","-","2,72","-","2,54","2,26","-","2,58","2,73","2,40","2,64","4,00","-","-","2,63","2,51","-","2,34","-","-","2,17","2,55","2,70","2,60","-","2,01",
"FSO_T18_SKPAuto_TelefoonEmail","1,82","1,33","-","1,25","1,98","-","1,69","-","1,91","1,56","-","1,65","-","1,43","1,63","1,42","-","1,46","1,55","1,66","1,12","1,47","-","1,56","-","1,74","-","1,80","1,69","1,59",
"FSO_T19_SKPAuto_AanvullendeVragen","8,06","7,83","-","8,39","8,42","-","8,98","-","8,80","8,71","-","8,75","-","8,66","8,61","8,81","-","7,11","8,71","11,32","8,31","8,09","-","7,65","-","7,70","-","8,29","7,74","8,55",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","0,52","-","-","0,52","-","-","0,64","0,65","-","0,47","0,57","-","0,71","0,56","-","0,44","0,45","0,51","0,73","0,49","0,49","-","0,51","-","1,13","-","0,48","0,69","0,47",
"FSO_T21_SKPAuto_StrafbaarFeit","-","0,58","-","-","0,57","-","-","0,63","0,61","-","0,51","0,56","-","0,52","0,65","-","0,51","0,47","0,58","0,52","0,45","0,50","-","0,60","-","0,53","-","0,50","0,84","0,46",
"FSO_T22_SKPAuto_EerderSchade","-","0,62","-","-","0,58","-","-","0,55","0,63","-","0,54","0,65","-","0,54","0,64","-","0,50","0,55","0,66","0,55","0,55","0,57","-","0,48","-","0,52","-","0,59","0,83","0,53",
"FSO_T23_SKPAuto_MaandJaar","-","0,56","-","-","0,58","-","-","0,51","0,86","3,66","0,48","0,66","-","0,50","0,99","-","0,54","0,48","0,53","0,51","0,50","0,50","-","0,64","-","0,60","-","0,49","0,75","0,50",
"FSO_T24_SKPAuto_Rekeningnummer","-","0,98","-","-","1,88","-","1,47","0,80","1,20","4,62","1,36","-","-","-","-","-","1,07","0,81","1,30","1,42","2,04","-","-","2,28","1,45","1,61","0,91","1,43","-","0,95",
"FSO_T25_SKPAuto_Samenvatting2","-","3,62","3,94","-","3,86","-","3,08","3,31","3,96","6,18","3,73","-","-","-","-","-","3,22","3,03","3,48","3,18","3,40","-","-","-","2,99","3,60","3,29","4,07","-","3,57",
"FSO_T26_SKPAuto_EindeScript","-","0,54","0,64","-","0,66","-","0,59","0,54","0,67","5,01","0,59","-","-","-","-","-","0,55","0,54","0,62","0,54","0,64","-","-","-","0,78","0,53","0,66","0,70","-","0,61",
 

