Metrics Over Time
Metrics Over Time
,,,15-3 18:00,,,15-3 18:05,,,15-3 18:10,,,15-3 18:15,,,15-3 18:20,,,15-3 18:25,,,15-3 18:30,,,15-3 18:35,,,15-3 18:40,,,15-3 18:45,,,15-3 18:50,,,15-3 18:55,,,15-3 19:00,,,15-3 19:05,,,15-3 19:10,,,15-3 19:15,,,15-3 19:20,,,15-3 19:25,,,15-3 19:30,,,15-3 19:35,,,15-3 19:40,,,15-3 19:45,,,15-3 19:50,,,15-3 19:55,,,15-3 20:00,,,15-3 20:05,,,15-3 20:10,,,15-3 20:15,,,15-3 20:20,,,15-3 20:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,18","2,18","2,55","3,31","2,45","2,40","-","2,17","2,23","2,52","-","-","2,63","-","2,58","3,26","-","2,49","2,24","-","2,16","-","2,24","2,17","-","2,46","-","3,42","-","2,14",
"FSO_T01_SKPAuto_VerzekererdJaNee","2,58","0,71","0,58","0,77","2,86","0,34","-","0,31","0,33","0,35","-","-","0,47","-","0,48","0,38","-","0,36","0,32","-","0,31","-","0,30","0,71","-","0,37","-","0,33","-","0,31",
"FSO_T02_SKPAuto_Kenteken","0,98","0,65","0,54","0,70","1,97","0,42","-","0,37","0,43","0,42","-","-","0,43","-","0,48","0,44","-","0,40","0,40","-","0,37","-","0,49","0,65","-","0,39","-","0,41","-","0,38",
"FSO_T03_SKPAuto_AutoCheck","2,76","1,52","1,52","1,65","3,48","1,71","-","1,60","1,64","1,71","-","-","1,78","-","1,68","1,70","-","1,60","1,29","-","1,08","-","1,79","1,82","-","1,64","-","1,61","-","1,75",
"FSO_T04_SKPAuto_Postcode","0,84","0,73","0,52","0,70","2,38","0,40","-","0,75","0,40","0,38","-","-","0,85","-","0,54","0,42","-","0,42","0,38","-","0,39","-","0,69","0,88","-","0,78","-","0,39","-","0,42",
"FSO_T05_SKPAuto_Bestuurder","1,93","1,59","1,77","1,77","2,72","1,43","-","1,66","1,19","1,35","-","-","1,72","-","1,54","1,61","-","1,50","1,17","-","1,17","-","1,39","1,94","-","1,75","-","1,56","-","1,58",
"FSO_T06_SKPAuto_GeboorteDatum","-","-","1,17","-","0,88","-","-","0,90","0,83","-","0,92","0,94","-","0,97","0,90","-","0,92","1,32","-","0,90","1,49","-","3,37","1,80","-","-","0,93","-","-","1,39",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","-","2,60","-","2,47","-","-","2,52","5,86","-","1,90","2,10","-","1,99","2,19","-","2,09","4,70","-","2,09","3,15","-","2,60","3,20","-","-","1,85","-","-","2,25",
"FSO_T08_SKPAuto_Kilometers","-","-","1,00","-","1,02","-","-","0,72","0,74","-","1,14","0,70","-","1,05","0,68","-","0,70","1,76","-","0,57","0,72","-","0,80","0,77","-","-","0,66","-","-","0,83",
"FSO_T09_SKPAuto_Basisdekking","-","-","2,91","-","2,98","-","-","3,21","5,04","-","2,89","2,94","-","3,01","2,89","-","3,11","3,97","-","2,96","2,90","-","3,91","2,88","-","-","2,92","-","-","2,89",
