Metrics Over Time
Metrics Over Time
,,,17-3 20:00,,,17-3 20:05,,,17-3 20:10,,,17-3 20:15,,,17-3 20:20,,,17-3 20:25,,,17-3 20:30,,,17-3 20:35,,,17-3 20:40,,,17-3 20:45,,,17-3 20:50,,,17-3 20:55,,,17-3 21:00,,,17-3 21:05,,,17-3 21:10,,,17-3 21:15,,,17-3 21:20,,,17-3 21:25,,,17-3 21:30,,,17-3 21:35,,,17-3 21:40,,,17-3 21:45,,,17-3 21:50,,,17-3 21:55,,,17-3 22:00,,,17-3 22:05,,,17-3 22:10,,,17-3 22:15,,,17-3 22:20,,,17-3 22:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,16","-","1,81","2,42","2,49","1,96","2,43","2,57","1,78","-","2,19","-","-","-","2,41","-","2,26","-","-","-","2,11","-","-","2,59","-","1,77","2,28","2,06","-","2,21",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,64","-","0,69","0,24","0,43","0,47","0,38","0,33","1,06","-","0,24","-","-","-","0,55","-","0,47","-","-","-","0,48","-","-","0,37","-","0,65","0,66","0,48","-","0,50",
"FSO_T02_SKPAuto_Kenteken","0,36","-","0,38","0,37","0,38","0,36","0,39","0,36","1,06","-","0,38","-","-","-","0,39","-","0,38","-","-","-","0,38","-","-","0,71","-","0,66","0,46","0,40","-","0,38",
"FSO_T03_SKPAuto_AutoCheck","1,46","-","1,53","1,95","1,67","1,61","2,04","1,80","2,69","-","2,54","-","-","-","1,50","-","1,72","-","-","-","1,59","-","-","1,82","-","1,91","1,42","1,91","-","1,81",
"FSO_T04_SKPAuto_Postcode","0,44","-","0,42","0,43","0,57","0,41","0,36","0,36","1,29","-","1,88","-","-","-","0,40","-","0,70","-","-","-","0,39","-","-","0,48","-","0,54","0,38","0,35","-","0,64",
"FSO_T05_SKPAuto_Bestuurder","1,31","-","1,78","1,45","1,43","1,12","1,01","1,62","2,10","-","2,08","-","-","-","1,44","-","1,43","-","-","-","0,98","-","-","1,48","-","1,56","1,34","1,31","-","1,53",
"FSO_T06_SKPAuto_GeboorteDatum","0,80","-","-","0,88","0,81","0,83","0,78","1,01","2,05","-","0,83","0,77","-","-","0,75","-","-","0,93","-","-","0,78","-","0,77","0,73","1,54","0,88","0,92","2,08","0,75","0,87",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","-","2,19","2,60","2,66","1,97","6,01","2,23","2,56","-","2,14","1,55","-","-","2,13","-","-","2,42","-","-","1,92","-","1,89","2,07","2,48","2,78","2,35","1,89","2,12","2,40",
"FSO_T08_SKPAuto_Kilometers","-","-","0,68","0,73","1,20","0,70","0,70","0,74","1,93","-","0,61","0,71","-","-","0,64","-","-","0,63","-","-","0,84","-","0,86","0,93","0,90","1,18","0,87","0,98","0,97","0,77",
"FSO_T09_SKPAuto_Basisdekking","-","-","2,93","3,20","3,10","1,71","2,85","2,86","3,69","-","2,96","2,97","-","-","2,91","-","-","2,85","-","-","3,02","-","2,84","3,09","2,88","2,90","2,99","2,81","2,85","3,92",
"FSO_T10_SKPAuto_Uitbreiding","-","-","0,78","0,73","0,77","0,85","0,71","0,73","0,68","-","0,77","0,64","-","-","0,67","-","-","0,65","-","-","0,62","-","0,73","0,74","0,66","0,68","0,79","0,66","0,63","0,68",
"FSO_T11_SKPAuto_Ingangsdatum","-","-","0,60","0,66","0,59","0,90","0,53","0,55","1,39","-","0,53","0,53","-","-","0,62","-","-","0,56","-","-","1,74","-","0,59","0,53","0,63","0,58","0,68","0,54","0,45","0,64",
"FSO_T12_SKPAuto_Ongevallen","-","-","-","1,73","1,37","2,17","2,42","-","1,36","-","1,70","-","1,30","-","-","-","-","2,26","-","1,92","-","-","-","-","-","-","1,26","1,61","-","1,32",
"FSO_T13_SKPAuto_Samenvatting1","2,56","-","-","2,55","1,64","-","0,68","2,55","2,74","1,57","2,54","-","2,63","-","-","2,52","-","2,54","0,89","2,59","0,78","-","-","0,68","-","-","0,76","1,17","-","2,46",
"FSO_T14_SKPAuto_PriveZakelijk","0,66","-","-","0,65","0,70","-","0,59","0,58","0,63","0,63","0,56","-","0,56","-","-","0,53","-","0,56","0,74","0,61","0,63","-","-","0,58","-","-","0,83","1,09","-","0,57",
"FSO_T15_SKPAuto_KentekenOpNaam","0,56","-","-","0,52","0,55","-","0,52","0,46","2,93","0,57","0,51","-","0,53","-","-","0,65","-","0,52","0,51","0,56","0,54","-","-","0,56","-","-","0,53","0,83","-","0,50",
"FSO_T16_SKPAuto_Persoonsgegevens","0,72","-","-","0,62","0,81","-","0,63","0,62","2,79","0,72","1,00","-","0,72","-","-","0,60","-","0,96","0,53","0,59","0,59","-","-","1,03","-","-","0,85","0,56","-","0,86",
"FSO_T17_SKPAuto_Adres","2,61","-","-","2,13","2,52","-","2,47","1,93","4,16","2,15","2,24","-","3,29","-","-","2,38","-","2,15","2,73","2,17","2,10","2,79","-","2,27","-","-","2,38","2,46","-","2,53",
"FSO_T18_SKPAuto_TelefoonEmail","1,76","-","1,55","4,28","-","-","1,57","1,37","4,46","1,32","-","1,27","2,95","1,20","-","1,50","1,45","1,53","1,53","-","1,13","1,59","-","1,53","1,52","-","2,51","1,56","1,81","-",
"FSO_T19_SKPAuto_AanvullendeVragen","8,77","-","7,41","8,45","-","-","7,53","8,15","9,10","7,77","-","8,27","8,05","7,82","-","7,92","7,94","8,18","9,20","-","7,61","8,82","-","8,48","7,95","-","8,32","7,83","8,20","-",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","0,68","0,48","0,47","-","-","0,66","0,43","2,52","0,51","-","0,50","0,69","1,78","-","0,48","0,55","0,49","-","0,51","0,53","0,72","0,69","0,87","0,55","-","0,83","0,77","0,70","-",
"FSO_T21_SKPAuto_StrafbaarFeit","-","0,66","0,45","0,51","-","-","0,63","0,57","2,90","0,50","-","0,55","0,64","1,69","-","0,51","0,48","0,53","-","0,58","0,50","0,67","0,75","0,77","0,72","-","0,92","0,67","0,73","-",
"FSO_T22_SKPAuto_EerderSchade","-","0,54","0,52","0,66","-","-","0,58","0,54","2,47","0,50","-","0,47","0,51","2,31","-","0,49","0,57","0,55","-","0,49","0,52","0,70","0,74","0,56","0,74","-","0,72","0,64","0,60","-",
"FSO_T23_SKPAuto_MaandJaar","-","0,53","0,55","0,50","-","-","0,60","0,50","2,16","0,57","-","0,48","0,59","1,42","-","0,52","0,51","0,52","-","0,48","0,55","0,69","0,73","0,52","0,72","-","0,85","0,56","0,47","-",
"FSO_T24_SKPAuto_Rekeningnummer","-","0,82","1,42","1,71","-","-","1,41","1,13","2,83","0,81","-","-","-","1,88","-","1,76","1,17","1,17","-","1,17","1,03","-","0,76","0,76","2,54","-","-","-","3,19","-",
"FSO_T25_SKPAuto_Samenvatting2","3,20","3,06","3,82","3,43","-","3,59","-","3,20","4,41","-","-","3,50","-","5,38","2,78","-","3,32","3,19","-","3,82","2,75","-","3,63","3,94","3,77","-","-","-","3,23","-",
"FSO_T26_SKPAuto_EindeScript","0,54","0,56","0,58","0,55","-","0,72","-","0,53","1,73","-","-","0,79","-","2,28","0,61","-","0,57","0,63","-","0,56","0,64","-","1,18","0,84","0,74","-","-","-","0,68","-",
 

