Metrics Over Time
Metrics Over Time
,,,12-3 20:00,,,12-3 20:05,,,12-3 20:10,,,12-3 20:15,,,12-3 20:20,,,12-3 20:25,,,12-3 20:30,,,12-3 20:35,,,12-3 20:40,,,12-3 20:45,,,12-3 20:50,,,12-3 20:55,,,12-3 21:00,,,12-3 21:05,,,12-3 21:10,,,12-3 21:15,,,12-3 21:20,,,12-3 21:25,,,12-3 21:30,,,12-3 21:35,,,12-3 21:40,,,12-3 21:45,,,12-3 21:50,,,12-3 21:55,,,12-3 22:00,,,12-3 22:05,,,12-3 22:10,,,12-3 22:15,,,12-3 22:20,,,12-3 22:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,91","2,33","2,80","3,41","2,48","1,98","3,02","1,98","2,14","3,70","2,37","2,67","2,09","1,78","2,29","2,37","2,86","2,29","2,49","3,20","2,14","2,40","2,61","2,71","2,19","1,76","1,94","2,62","2,84","1,79",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,51","0,61","0,37","0,33","0,33","0,29","0,25","0,34","0,33","0,42","1,89","0,29","0,34","0,47","0,51","0,38","0,28","0,25","0,56","1,85","0,33","0,31","0,37","0,45","0,53","0,81","1,01","0,35","0,20","0,99",
"FSO_T02_SKPAuto_Kenteken","0,41","0,62","0,30","0,36","0,40","0,26","0,29","0,32","0,34","0,35","2,65","0,32","0,46","0,38","0,37","0,38","0,47","0,32","0,42","2,18","0,28","0,40","0,34","0,42","0,41","0,37","1,15","0,27","0,27","1,03",
"FSO_T03_SKPAuto_AutoCheck","1,87","1,39","1,56","1,67","4,48","1,40","2,23","1,61","2,30","1,61","3,99","1,43","1,50","2,51","2,10","1,87","2,81","1,56","1,69","4,99","1,71","1,68","1,85","1,65","1,69","1,63","2,93","2,03","1,58","2,32",
"FSO_T04_SKPAuto_Postcode","0,39","0,70","0,28","0,37","1,16","0,34","0,39","0,61","0,37","0,34","11,63","0,29","0,40","1,00","0,34","0,37","0,45","0,36","0,38","4,67","0,40","0,47","0,44","0,33","0,36","0,58","1,29","0,33","0,63","1,42",
"FSO_T05_SKPAuto_Bestuurder","1,31","1,85","1,17","1,28","1,38","1,29","1,32","1,41","1,55","1,35","6,41","1,14","1,56","1,33","1,43","1,32","1,47","0,93","1,21","3,30","1,30","1,34","1,27","1,36","1,07","1,87","2,20","1,26","1,37","2,16",
"FSO_T06_SKPAuto_GeboorteDatum","1,05","1,12","0,97","0,84","0,93","1,05","0,78","0,86","0,99","0,82","4,74","1,20","0,80","0,79","1,00","0,80","0,82","1,16","0,81","1,55","0,97","0,82","0,58","0,97","0,85","0,85","1,44","1,03","0,83","1,72",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,28","2,57","2,05","3,02","2,38","1,85","2,28","2,05","2,30","3,01","3,03","1,96","1,93","2,40","4,06","2,06","4,68","2,40","3,20","2,75","2,43","5,83","5,19","2,63","2,22","2,11","2,83","1,70","2,11","2,67",
"FSO_T08_SKPAuto_Kilometers","0,58","0,89","0,73","0,65","0,64","0,65","0,49","0,66","0,66","0,57","4,57","0,81","0,73","0,76","0,59","0,83","0,55","0,74","0,78","1,57","0,71","1,03","0,79","0,78","0,69","0,74","1,55","0,63","0,82","1,88",
"FSO_T09_SKPAuto_Basisdekking","5,65","2,99","2,96","2,85","1,86","2,88","2,99","2,90","2,87","2,95","4,42","2,92","2,95","2,91","2,99","2,89","2,96","4,02","2,93","2,97","3,08","2,94","2,94","2,89","2,91","0,56","2,76","3,06","2,94","3,74",
"FSO_T10_SKPAuto_Uitbreiding","0,94","0,74","0,76","0,73","1,08","0,76","0,68","0,65","0,69","0,80","0,85","0,68","0,81","0,69","0,68","0,73","1,30","0,71","0,62","0,75","0,66","0,76","0,71","0,68","0,66","0,73","0,68","0,67","0,70","0,65",
"FSO_T11_SKPAuto_Ingangsdatum","0,88","0,53","0,55","0,52","2,63","0,49","0,56","0,49","0,46","0,53","2,73","0,49","0,58","0,55","0,49","0,54","0,62","0,55","0,67","1,63","0,48","0,55","0,47","0,51","0,48","0,52","1,43","0,55","0,53","1,45",
"FSO_T12_SKPAuto_Ongevallen","1,73","1,68","1,43","1,30","1,57","1,25","1,25","1,32","1,31","1,35","1,43","1,68","3,32","1,57","2,18","1,53","1,91","1,42","2,08","2,20","1,38","1,27","1,83","1,43","1,77","1,28","1,32","4,46","1,39","1,49",
"FSO_T13_SKPAuto_Samenvatting1","2,62","1,55","2,49","2,59","2,61","2,54","1,70","1,61","2,53","2,61","1,55","2,52","2,48","1,62","2,49","1,54","1,94","2,62","2,58","2,95","0,80","2,54","2,52","0,55","1,55","2,49","2,51","3,49","2,55","0,61",
"FSO_T14_SKPAuto_PriveZakelijk","0,65","0,53","0,55","0,55","0,56","0,52","0,51","0,61","0,62","0,54","0,53","0,51","0,60","0,61","0,72","0,50","0,72","0,45","0,67","0,49","0,47","0,62","0,59","0,55","0,49","0,59","0,45","0,58","0,61","0,49",
"FSO_T15_SKPAuto_KentekenOpNaam","0,60","0,48","0,36","0,48","0,54","0,46","0,37","0,45","0,62","0,46","0,45","3,19","1,22","0,51","0,49","0,46","0,44","0,42","0,58","1,42","0,47","0,51","0,47","0,50","0,39","0,47","0,54","1,35","0,46","0,45",
"FSO_T16_SKPAuto_Persoonsgegevens","0,69","1,17","0,59","0,91","0,63","0,59","1,20","0,70","0,52","0,58","0,61","3,52","0,93","1,33","0,89","1,01","0,73","0,81","0,88","1,68","1,57","0,87","0,81","0,83","0,85","0,91","0,79","1,67","0,85","1,51",
