Metrics Over Time
Metrics Over Time
,,,18-3 11:00,,,18-3 11:05,,,18-3 11:10,,,18-3 11:15,,,18-3 11:20,,,18-3 11:25,,,18-3 11:30,,,18-3 11:35,,,18-3 11:40,,,18-3 11:45,,,18-3 11:50,,,18-3 11:55,,,18-3 12:00,,,18-3 12:05,,,18-3 12:10,,,18-3 12:15,,,18-3 12:20,,,18-3 12:25,,,18-3 12:30,,,18-3 12:35,,,18-3 12:40,,,18-3 12:45,,,18-3 12:50,,,18-3 12:55,,,18-3 13:00,,,18-3 13:05,,,18-3 13:10,,,18-3 13:15,,,18-3 13:20,,,18-3 13:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,22","2,57","1,96","2,57","1,76","5,17","2,38","3,07","2,72","2,38","2,51","2,25","2,89","2,09","2,13","2,50","1,89","4,25","2,06","3,09","2,44","2,59","3,11","2,16","2,37","2,45","1,85","2,66","2,06","2,21",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,35","0,45","0,55","0,41","0,35","1,21","0,64","0,50","0,52","0,38","0,28","0,47","0,38","0,50","0,41","0,52","0,50","0,65","0,43","0,49","0,57","0,43","0,46","0,40","0,32","0,42","0,36","0,53","10,09","1,03",
"FSO_T02_SKPAuto_Kenteken","0,41","0,00","0,41","0,42","0,37","1,12","0,45","0,31","0,40","0,40","0,28","0,36","0,46","0,39","0,43","0,45","0,39","0,40","0,37","0,42","0,40","0,42","0,49","0,37","0,40","0,36","0,38","0,42","2,60","1,66",
"FSO_T03_SKPAuto_AutoCheck","1,70","0,00","1,62","1,17","2,52","2,36","1,84","1,45","1,61","1,54","1,37","1,32","1,59","1,47","1,97","1,88","1,77","1,59","1,64","2,85","1,63","1,72","4,90","1,81","1,54","1,66","1,77","1,46","1,51","2,68",
"FSO_T04_SKPAuto_Postcode","0,37","-","0,44","0,40","0,66","1,23","0,39","0,53","0,46","0,40","0,57","0,39","0,43","1,81","0,42","0,45","0,57","0,38","0,41","0,83","0,59","0,43","0,46","0,46","0,39","0,76","0,37","0,43","0,42","1,30",
"FSO_T05_SKPAuto_Bestuurder","1,56","-","1,17","1,51","1,45","2,33","1,39","1,03","1,28","1,38","1,22","1,50","1,56","1,50","1,61","1,32","1,29","1,19","1,60","1,69","1,85","1,46","1,73","1,38","0,94","1,63","1,23","1,25","1,78","2,12",
"FSO_T06_SKPAuto_GeboorteDatum","0,83","-","0,82","0,95","0,94","1,73","0,83","1,07","2,77","0,94","0,89","0,87","1,19","0,97","0,88","0,93","1,02","1,02","0,84","1,06","0,80","0,83","1,17","0,98","-","1,24","2,89","0,98","0,86","1,46",
"FSO_T07_SKPAuto_SchadeVrijeJaren","3,04","-","2,17","2,04","2,49","3,88","1,82","2,11","2,04","1,93","2,06","1,89","1,93","2,50","2,29","2,39","2,17","3,74","2,74","2,14","1,95","2,33","2,36","2,25","-","2,47","2,08","2,26","2,08","2,86",
"FSO_T08_SKPAuto_Kilometers","1,61","-","0,75","0,49","0,68","1,61","0,62","0,74","0,64","0,75","0,71","0,87","0,85","0,82","0,77","0,69","0,77","0,91","0,69","0,65","0,62","0,98","0,85","0,68","-","0,83","0,73","0,87","0,56","1,91",
"FSO_T09_SKPAuto_Basisdekking","19,93","-","3,66","3,03","2,97","12,49","3,03","2,94","2,99","3,01","2,96","2,88","3,18","4,69","2,89","2,97","2,94","3,07","2,93","3,99","2,92","2,96","2,93","2,76","-","2,90","2,95","2,84","2,94","3,96",
