Metrics Over Time
Metrics Over Time
,,,22-3 7:30,,,22-3 7:35,,,22-3 7:40,,,22-3 7:45,,,22-3 7:50,,,22-3 7:55,,,22-3 8:00,,,22-3 8:05,,,22-3 8:10,,,22-3 8:15,,,22-3 8:20,,,22-3 8:25,,,22-3 8:30,,,22-3 8:35,,,22-3 8:40,,,22-3 8:45,,,22-3 8:50,,,22-3 8:55,,,22-3 9:00,,,22-3 9:05,,,22-3 9:10,,,22-3 9:15,,,22-3 9:20,,,22-3 9:25,,,22-3 9:30,,,22-3 9:35,,,22-3 9:40,,,22-3 9:45,,,22-3 9:50,,,22-3 9:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,23","2,12","2,73","2,10","2,62","1,93","2,49","2,34","2,23","2,03","2,78","1,97","2,92","2,00","2,79","2,15","2,13","2,44","2,04","1,87","2,00","2,11","1,96","2,23","2,13","2,15","2,03","2,11","1,86","2,12",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,29","0,27","0,28","0,26","0,29","1,40","0,33","0,28","0,30","0,29","0,25","0,33","0,40","0,30","1,04","0,31","0,46","0,30","0,29","0,30","2,19","0,27","0,34","0,30","0,26","0,23","2,02","0,29","0,33","0,28",
"FSO_T02_SKPAuto_Kenteken","0,30","0,29","0,28","0,29","0,34","0,26","0,31","0,28","0,31","0,40","0,34","0,35","0,31","0,31","1,05","0,36","0,25","0,29","0,29","0,35","1,06","0,34","0,32","0,29","0,32","0,42","1,04","0,29","0,30","0,27",
"FSO_T03_SKPAuto_AutoCheck","1,54","5,63","1,73","1,43","1,88","2,40","1,84","3,44","1,57","1,58","4,28","1,64","1,39","2,48","2,34","1,63","1,62","1,84","1,67","1,89","3,42","1,24","2,48","1,67","1,48","1,29","2,38","1,32","2,54","1,40",
"FSO_T04_SKPAuto_Postcode","0,28","0,32","0,31","0,28","1,34","0,29","0,29","0,65","0,29","0,27","0,59","0,33","0,28","0,61","1,27","0,28","0,46","0,30","0,27","0,89","1,25","0,34","0,95","0,35","0,30","0,50","1,32","0,28","1,17","0,30",
"FSO_T05_SKPAuto_Bestuurder","1,21","1,29","1,33","1,13","1,51","1,35","1,53","1,03","1,28","1,29","1,09","1,34","1,34","1,24","2,04","1,23","1,22","1,13","1,18","1,14","2,11","1,40","1,52","0,88","1,46","0,86","2,18","1,35","1,59","1,27",
"FSO_T06_SKPAuto_GeboorteDatum","0,81","0,85","0,88","0,88","0,85","1,32","0,90","1,04","0,80","0,86","1,05","1,39","0,86","0,87","1,53","0,82","0,84","0,81","0,88","0,85","1,48","1,01","1,24","0,85","0,91","0,83","1,44","0,95","0,82","0,80",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,17","2,17","4,17","2,04","2,17","2,52","2,19","2,17","2,03","1,86","2,25","4,18","2,08","2,29","3,71","2,39","2,13","2,06","2,03","2,06","4,92","1,80","2,35","5,98","2,25","2,14","2,97","2,99","1,78","1,79",
"FSO_T08_SKPAuto_Kilometers","0,54","0,53","0,63","0,59","0,67","0,55","0,64","0,64","0,69","0,55","0,64","0,57","0,65","0,61","1,59","0,80","0,51","0,54","0,48","0,65","1,73","0,50","0,78","0,57","0,82","0,56","1,40","0,62","0,67","0,56",
"FSO_T09_SKPAuto_Basisdekking","2,86","2,90","2,93","2,88","3,92","2,87","2,86","2,98","2,91","2,92","1,74","2,93","2,88","2,91","3,67","2,94","2,87","2,97","2,99","2,94","3,79","2,91","2,94","3,00","3,05","2,88","3,69","2,87","2,95","2,91",
"FSO_T10_SKPAuto_Uitbreiding","0,71","0,69","0,70","0,77","0,76","0,79","0,64","0,66","0,69","0,68","0,83","0,69","0,70","0,62","1,03","0,66","0,69","0,68","0,66","0,67","0,67","0,72","0,70","0,71","0,75","0,79","0,63","0,67","0,71","0,71",
"FSO_T11_SKPAuto_Ingangsdatum","0,51","0,45","0,46","0,48","0,51","0,47","0,50","0,52","0,46","0,67","0,50","0,48","0,54","0,51","1,58","0,52","0,49","0,49","0,46","0,50","1,55","0,51","0,46","0,49","0,53","0,51","1,47","0,45","0,54","0,66",
"FSO_T12_SKPAuto_Ongevallen","1,23","1,44","1,36","1,35","1,42","1,44","1,53","1,41","1,24","1,20","1,19","2,14","1,27","1,33","1,21","1,76","1,37","1,33","1,24","1,25","1,32","1,43","1,73","-","1,57","1,36","1,34","1,20","1,33","1,23",
"FSO_T13_SKPAuto_Samenvatting1","2,55","0,57","0,54","2,49","1,58","2,59","2,50","1,60","0,49","1,57","1,63","0,63","2,50","0,68","4,98","2,53","1,76","0,46","2,65","1,68","2,47","0,50","2,55","-","2,54","2,54","2,51","2,76","1,66","2,48",
"FSO_T14_SKPAuto_PriveZakelijk","0,52","0,54","0,49","0,46","0,52","0,44","0,41","0,53","0,52","0,54","0,64","0,50","0,61","0,55","0,49","0,49","0,52","0,44","0,51","0,52","0,44","0,55","0,52","-","0,51","0,52","0,53","0,53","0,58","0,47",
"FSO_T15_SKPAuto_KentekenOpNaam","0,43","0,43","0,46","0,44","0,48","0,47","0,43","0,42","0,47","0,42","0,46","0,45","0,46","0,41","3,05","0,53","0,47","0,38","0,49","0,44","2,79","0,41","0,48","-","0,45","0,44","0,44","1,46","0,48","0,39",
"FSO_T16_SKPAuto_Persoonsgegevens","0,73","0,57","0,54","0,57","0,73","0,56","0,57","0,58","0,81","0,59","0,62","0,83","0,57","0,69","4,01","0,73","0,62","0,52","0,69","0,60","2,50","0,69","0,59","-","0,61","0,68","0,53","2,20","0,59","0,60",
"FSO_T17_SKPAuto_Adres","2,07","2,04","2,19","2,37","2,53","2,33","2,24","2,30","2,40","2,33","2,27","1,97","2,47","2,23","4,10","2,55","2,29","1,94","2,32","2,41","4,26","2,38","1,84","2,33","1,96","2,33","1,80","3,29","2,18","2,59",
"FSO_T18_SKPAuto_TelefoonEmail","1,24","1,25","3,36","1,32","1,28","1,62","1,51","1,46","1,46","1,34","1,32","1,29","1,54","1,29","2,38","1,26","1,14","1,30","1,53","1,35","2,71","1,45","1,47","1,27","1,32","1,19","1,67","2,58","1,43","1,37",
"FSO_T19_SKPAuto_AanvullendeVragen","8,14","8,03","8,65","8,06","8,93","8,52","7,63","8,04","8,57","7,43","8,03","8,28","8,70","8,35","8,70","8,05","8,15","7,51","8,08","8,01","8,83","8,52","8,75","8,06","7,64","8,27","9,22","8,57","7,40","7,81",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","0,36","0,42","0,44","0,39","0,42","0,44","0,46","0,37","0,75","0,42","0,39","0,47","0,41","0,44","2,29","0,37","0,35","0,42","0,49","0,38","1,52","0,39","0,37","0,50","0,40","0,37","0,47","1,51","0,39","0,44",
"FSO_T21_SKPAuto_StrafbaarFeit","0,34","0,49","0,46","0,40","0,51","0,50","0,42","0,48","0,78","0,42","0,45","0,42","0,50","0,67","1,68","0,38","0,40","0,49","0,52","0,62","1,66","0,53","0,49","0,43","0,41","0,57","0,59","2,82","0,47","0,47",
"FSO_T22_SKPAuto_EerderSchade","0,43","0,44","0,43","0,41","0,41","0,55","0,49","0,48","0,44","0,42","0,53","0,43","0,45","0,49","1,69","0,44","0,38","0,40","0,44","0,44","1,77","0,45","0,52","0,51","0,44","0,42","0,44","2,72","0,43","0,43",
"FSO_T23_SKPAuto_MaandJaar","0,40","0,42","0,39","0,41","0,45","0,56","0,43","0,38","0,47","0,41","0,39","0,43","0,42","0,49","1,52","0,50","0,48","0,55","0,45","0,39","1,53","0,46","0,43","0,45","0,43","0,44","0,43","2,42","0,44","0,41",
"FSO_T24_SKPAuto_Rekeningnummer","1,44","1,35","1,50","2,38","1,13","1,45","1,27","1,49","1,25","1,40","1,38","1,49","1,55","1,36","2,17","1,03","1,09","0,99","0,96","1,14","2,11","1,40","0,82","0,77","1,53","1,04","1,59","2,83","1,64","1,49",
"FSO_T25_SKPAuto_Samenvatting2","3,16","3,35","2,76","3,43","3,45","3,31","3,26","2,91","3,41","3,30","3,53","3,71","3,43","3,12","4,35","3,34","3,30","3,11","2,78","3,16","4,22","3,42","3,43","3,28","3,48","3,16","3,28","5,60","3,09","3,12",
"FSO_T26_SKPAuto_EindeScript","0,46","0,48","0,47","0,43","0,53","0,67","0,46","0,44","0,59","0,47","0,46","0,49","0,47","0,52","1,64","0,42","0,51","0,55","0,58","0,61","1,70","0,42","0,51","0,59","0,42","0,59","0,53","2,83","0,46","0,50",
 

