Metrics Over Time
Metrics Over Time
,,,14-3 2:00,,,14-3 2:05,,,14-3 2:10,,,14-3 2:15,,,14-3 2:20,,,14-3 2:25,,,14-3 2:30,,,14-3 2:35,,,14-3 2:40,,,14-3 2:45,,,14-3 2:50,,,14-3 2:55,,,14-3 3:00,,,14-3 3:05,,,14-3 3:10,,,14-3 3:15,,,14-3 3:20,,,14-3 3:25,,,14-3 3:30,,,14-3 3:35,,,14-3 3:40,,,14-3 3:45,,,14-3 3:50,,,14-3 3:55,,,14-3 4:00,,,14-3 4:05,,,14-3 4:10,,,14-3 4:15,,,14-3 4:20,,,14-3 4:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,40","-","2,61","3,42","3,03","2,42","2,86","-","2,31","2,53","2,29","2,32","-","2,42","-","2,37","2,44","-","2,80","2,24","2,33","2,93","2,30","-","2,36","2,30","2,35","-","-","2,19",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,34","-","0,28","0,39","0,27","1,07","0,37","-","0,35","1,97","0,32","0,29","-","0,38","-","0,33","0,31","-","0,32","0,28","0,35","0,25","0,31","-","0,34","0,32","0,39","-","-","0,30",
"FSO_T02_SKPAuto_Kenteken","0,34","-","0,30","0,31","0,52","1,65","0,35","-","0,32","1,83","0,33","0,29","-","0,34","-","0,31","0,28","-","0,27","0,34","0,28","0,29","0,30","-","0,30","0,33","0,34","-","-","0,32",
"FSO_T03_SKPAuto_AutoCheck","1,49","-","1,61","1,78","1,73","2,44","1,68","-","1,45","3,09","2,13","1,82","-","2,20","-","1,43","1,55","-","1,63","1,47","1,73","1,42","1,69","-","1,53","2,33","1,87","-","-","1,77",
"FSO_T04_SKPAuto_Postcode","0,30","-","0,33","0,31","0,57","1,23","0,39","-","0,33","2,24","0,36","0,35","-","0,46","-","0,30","0,51","-","0,28","0,32","0,39","0,28","0,50","-","0,30","0,58","0,35","-","-","0,32",
"FSO_T05_SKPAuto_Bestuurder","1,68","-","1,67","0,92","1,00","2,30","1,50","-","1,57","3,08","1,74","1,28","-","1,45","-","1,19","1,62","-","1,37","1,76","1,13","1,29","2,66","-","1,43","2,65","1,47","-","-","1,00",
"FSO_T06_SKPAuto_GeboorteDatum","6,32","3,78","-","-","-","1,60","0,88","-","0,84","2,39","0,93","1,13","1,00","0,25","1,35","-","1,09","-","-","-","0,93","0,98","0,83","-","0,97","-","1,11","-","-","0,95",
"FSO_T07_SKPAuto_SchadeVrijeJaren","11,29","2,36","-","-","-","2,08","2,26","2,11","2,35","3,63","1,93","5,86","2,13","6,69","5,81","-","1,95","-","-","-","2,33","2,26","1,98","-","2,55","2,09","3,02","-","2,46","2,30",
"FSO_T08_SKPAuto_Kilometers","0,51","0,67","-","-","-","0,67","0,75","0,63","0,84","2,56","0,83","0,67","0,67","0,68","0,67","-","0,46","-","-","-","1,33","0,73","0,44","-","0,45","0,59","0,70","-","0,57","0,76",
"FSO_T09_SKPAuto_Basisdekking","9,00","2,99","-","-","-","2,90","2,99","3,13","3,06","4,57","2,94","2,96","3,01","5,12","2,93","-","3,06","-","-","-","3,01","3,28","2,89","-","3,08","3,10","3,09","-","3,08","3,00",
"FSO_T10_SKPAuto_Uitbreiding","-","0,71","-","-","-","0,94","0,68","0,80","0,64","0,65","0,75","0,67","0,74","0,79","0,75","-","0,79","-","-","-","0,71","0,77","0,85","-","0,61","0,72","0,74","-","0,71","0,65",
"FSO_T11_SKPAuto_Ingangsdatum","-","0,53","-","-","-","0,54","0,49","0,61","0,57","2,28","0,65","0,51","0,52","0,54","0,40","-","0,57","-","-","-","0,56","0,52","0,49","-","0,59","0,56","0,45","-","0,59","0,54",
"FSO_T12_SKPAuto_Ongevallen","1,20","1,44","2,31","1,33","1,27","0,84","1,27","1,42","1,34","-","1,28","-","1,37","1,53","-","1,98","1,37","-","-","-","1,26","1,28","1,07","-","1,34","1,85","1,30","-","0,80","-",
"FSO_T13_SKPAuto_Samenvatting1","2,55","2,59","2,54","1,69","2,59","-","2,94","1,58","2,56","-","2,60","2,57","-","0,68","-","2,52","-","0,66","2,56","1,68","2,54","2,66","2,64","0,76","2,54","2,59","-","-","-","-",
"FSO_T14_SKPAuto_PriveZakelijk","0,58","0,61","0,48","0,52","0,48","-","0,49","0,59","0,56","-","0,48","0,53","-","0,54","-","0,51","-","0,50","0,52","0,52","0,50","0,57","0,53","0,49","0,55","0,59","-","-","-","-",
"FSO_T15_SKPAuto_KentekenOpNaam","0,60","0,48","0,56","0,48","0,46","-","0,46","0,52","0,40","-","0,42","0,50","-","0,51","-","0,41","-","0,47","0,45","0,46","0,46","0,43","0,50","0,46","0,41","0,40","-","-","-","-",
"FSO_T16_SKPAuto_Persoonsgegevens","14,89","0,73","0,60","0,62","0,70","-","0,77","0,81","0,54","-","0,60","0,72","-","0,61","-","0,60","-","0,61","0,59","1,06","0,55","1,21","0,92","0,58","0,58","0,65","-","-","-","-",
"FSO_T17_SKPAuto_Adres","2,53","-","2,18","2,22","2,35","-","2,38","2,57","2,14","-","2,51","2,52","-","-","1,90","2,24","-","2,00","2,53","1,75","2,36","2,13","1,98","2,30","2,16","2,31","-","-","-","-",
