Metrics Over Time
Metrics Over Time
,,,21-3 9:00,,,21-3 9:05,,,21-3 9:10,,,21-3 9:15,,,21-3 9:20,,,21-3 9:25,,,21-3 9:30,,,21-3 9:35,,,21-3 9:40,,,21-3 9:45,,,21-3 9:50,,,21-3 9:55,,,21-3 10:00,,,21-3 10:05,,,21-3 10:10,,,21-3 10:15,,,21-3 10:20,,,21-3 10:25,,,21-3 10:30,,,21-3 10:35,,,21-3 10:40,,,21-3 10:45,,,21-3 10:50,,,21-3 10:55,,,21-3 11:00,,,21-3 11:05,,,21-3 11:10,,,21-3 11:15,,,21-3 11:20,,,21-3 11:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,26","1,85","2,53","2,56","3,05","2,26","2,71","2,04","2,96","2,26","1,95","2,26","2,63","1,74","1,92","2,91","2,43","4,61","2,04","2,47","1,88","2,93","2,28","1,97","2,81","2,22","2,51","2,26","2,26","2,82",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,58","0,51","0,93","4,68","0,54","0,27","0,26","0,49","0,39","0,37","0,22","0,43","1,12","0,49","0,45","0,62","0,33","4,45","0,43","0,33","0,57","1,03","0,30","0,62","0,40","0,36","0,64","0,63","0,43","0,46",
"FSO_T02_SKPAuto_Kenteken","0,49","0,44","0,39","0,40","0,43","0,83","0,42","0,41","0,35","0,50","0,36","0,42","1,08","0,40","0,39","0,55","0,49","0,60","0,48","0,36","0,37","0,75","0,39","0,63","0,39","0,43","0,51","0,50","0,85","0,51",
"FSO_T03_SKPAuto_AutoCheck","1,79","2,14","1,25","1,43","2,17","1,52","1,69","1,83","1,30","1,51","1,54","1,60","2,77","6,43","1,56","1,39","1,53","5,34","1,71","1,71","1,76","1,98","1,64","1,62","1,70","1,94","1,78","1,60","2,34","1,68",
"FSO_T04_SKPAuto_Postcode","0,33","0,65","0,37","0,37","0,50","0,43","0,44","2,12","0,39","0,38","0,87","0,39","1,33","0,60","0,41","0,42","0,62","3,87","0,50","0,52","0,41","1,41","0,61","0,63","0,39","0,52","0,49","0,46","0,84","0,48",
"FSO_T05_SKPAuto_Bestuurder","1,68","1,59","1,24","1,63","1,35","1,44","1,46","1,71","1,41","1,40","1,28","1,43","2,31","1,59","1,37","1,35","1,43","3,51","1,60","1,61","1,38","1,75","1,30","1,50","1,30","2,05","1,44","2,02","1,93","1,50",
"FSO_T06_SKPAuto_GeboorteDatum","0,83","0,89","0,83","0,86","0,92","0,94","0,89","1,02","1,03","0,84","0,90","0,80","0,82","1,92","0,80","0,99","0,87","1,93","1,15","0,89","1,07","0,94","1,07","0,98","1,64","1,39","1,38","0,75","0,85","1,43",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,35","2,53","2,24","1,90","2,04","4,27","1,96","2,32","2,07","2,56","2,97","2,29","1,76","4,68","2,06","1,84","2,53","3,26","2,60","2,76","3,87","2,52","2,56","4,05","2,08","2,28","1,94","2,01","2,01","2,29",
"FSO_T08_SKPAuto_Kilometers","0,75","0,76","0,68","1,00","0,71","0,75","0,83","0,88","1,07","0,82","0,65","0,84","0,79","1,60","1,02","0,73","0,84","2,72","0,82","1,85","0,80","1,58","0,87","1,00","0,83","0,85","0,87","0,87","0,98","0,98",
"FSO_T09_SKPAuto_Basisdekking","2,87","1,73","3,03","2,89","2,92","1,82","2,97","2,96","3,49","3,04","3,96","2,95","3,13","2,95","2,93","2,99","3,01","2,96","5,73","5,18","2,92","2,97","2,89","2,92","7,36","2,94","3,06","2,92","2,99","2,94",
