Metrics Over Time
Metrics Over Time
,,,17-3 15:00,,,17-3 15:05,,,17-3 15:10,,,17-3 15:15,,,17-3 15:20,,,17-3 15:25,,,17-3 15:30,,,17-3 15:35,,,17-3 15:40,,,17-3 15:45,,,17-3 15:50,,,17-3 15:55,,,17-3 16:00,,,17-3 16:05,,,17-3 16:10,,,17-3 16:15,,,17-3 16:20,,,17-3 16:25,,,17-3 16:30,,,17-3 16:35,,,17-3 16:40,,,17-3 16:45,,,17-3 16:50,,,17-3 16:55,,,17-3 17:00,,,17-3 17:05,,,17-3 17:10,,,17-3 17:15,,,17-3 17:20,,,17-3 17:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","1,70","1,91","2,08","-","1,86","2,03","4,58","2,68","2,07","2,27","-","3,52","-","-","2,96","4,23","-","-","3,21","-","2,15","-","4,42","-","2,93","-","-","-","3,17","-",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,36","0,51","0,44","-","1,81","0,67","4,27","0,50","0,37","0,53","-","0,45","-","-","0,60","1,04","-","-","0,39","-","0,41","-","0,49","-","0,69","-","-","-","1,77","-",
"FSO_T02_SKPAuto_Kenteken","0,52","0,50","0,73","-","0,69","0,65","3,07","0,36","0,37","0,39","-","0,38","-","-","0,40","0,67","-","-","0,46","-","0,58","-","0,41","-","0,66","-","-","-","2,51","-",
"FSO_T03_SKPAuto_AutoCheck","1,68","2,59","1,94","-","3,20","2,24","3,83","1,91","1,55","1,60","-","1,95","-","-","1,48","1,62","-","-","1,61","-","1,42","-","1,62","-","1,32","-","-","-","1,75","-",
"FSO_T04_SKPAuto_Postcode","0,36","0,53","0,66","-","0,96","0,79","0,62","5,14","0,42","0,41","-","0,42","-","-","0,43","0,64","-","-","0,36","-","0,43","-","0,84","-","0,63","-","-","-","0,94","-",
"FSO_T05_SKPAuto_Bestuurder","1,48","1,50","1,01","-","1,61","1,34","1,51","7,65","1,48","1,78","-","1,77","-","-","1,41","1,88","-","-","1,20","-","1,61","-","1,64","-","1,69","-","-","-","1,94","-",
"FSO_T06_SKPAuto_GeboorteDatum","0,91","2,74","1,93","1,18","1,15","1,63","-","16,43","0,82","0,91","-","-","0,88","0,75","-","-","1,02","-","-","0,85","-","-","0,84","0,83","-","1,07","-","-","-","-",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,07","2,11","2,10","2,24","2,24","1,73","-","-","1,75","2,06","-","2,47","1,78","2,24","-","-","1,81","2,24","-","1,96","-","1,79","2,03","2,22","-","2,09","-","-","-","-",
"FSO_T08_SKPAuto_Kilometers","0,70","2,19","0,64","1,05","1,23","1,03","-","-","0,87","0,95","-","1,06","2,57","1,12","-","-","0,72","0,76","-","0,72","-","0,62","0,87","0,61","-","0,93","-","-","-","-",
"FSO_T09_SKPAuto_Basisdekking","2,92","2,91","2,88","2,91","2,89","2,80","-","21,57","2,95","2,90","38,05","2,83","2,95","6,01","-","-","3,99","1,78","-","2,84","-","2,97","2,87","1,54","-","2,94","-","-","-","-",
"FSO_T10_SKPAuto_Uitbreiding","0,80","0,77","0,75","1,27","0,82","0,69","-","0,59","0,68","0,74","0,92","0,77","1,38","0,74","-","-","0,74","0,86","-","0,80","-","0,68","0,73","0,65","-","1,31","-","-","-","-",
"FSO_T11_SKPAuto_Ingangsdatum","0,75","0,76","0,62","0,58","0,83","0,68","-","2,38","0,51","0,65","7,21","0,57","1,09","-","-","-","0,51","0,57","-","0,60","-","0,58","0,53","0,57","0,61","0,60","-","-","-","-",
"FSO_T12_SKPAuto_Ongevallen","1,62","1,53","1,41","1,36","-","1,22","-","1,50","2,32","1,65","1,46","1,95","-","-","-","1,28","-","1,27","-","1,25","-","1,27","-","1,29","1,26","1,27","-","-","1,66","-",
