Metrics Over Time
Metrics Over Time
,,,18-3 8:30,,,18-3 8:35,,,18-3 8:40,,,18-3 8:45,,,18-3 8:50,,,18-3 8:55,,,18-3 9:00,,,18-3 9:05,,,18-3 9:10,,,18-3 9:15,,,18-3 9:20,,,18-3 9:25,,,18-3 9:30,,,18-3 9:35,,,18-3 9:40,,,18-3 9:45,,,18-3 9:50,,,18-3 9:55,,,18-3 10:00,,,18-3 10:05,,,18-3 10:10,,,18-3 10:15,,,18-3 10:20,,,18-3 10:25,,,18-3 10:30,,,18-3 10:35,,,18-3 10:40,,,18-3 10:45,,,18-3 10:50,,,18-3 10:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","4,47","2,67","1,96","-","-","-","2,42","2,24","3,14","2,56","-","2,37","2,67","2,10","2,10","3,01","3,04","2,79","2,45","2,31","2,93","3,31","2,15","2,85","3,36","2,26","2,96","3,34","2,75","2,30",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,32","0,28","0,32","-","-","-","0,31","0,26","0,42","0,31","-","0,39","0,36","0,23","0,42","0,37","0,53","5,25","0,34","0,33","0,61","0,63","0,76","0,32","0,51","0,23","1,14","0,49","0,45","0,35",
"FSO_T02_SKPAuto_Kenteken","0,38","0,30","0,31","-","-","-","0,36","0,26","0,35","0,40","-","0,29","0,34","0,34","0,39","0,34","0,42","1,34","0,37","0,32","0,33","0,43","0,42","0,34","0,37","0,34","1,02","0,38","0,30","0,27",
"FSO_T03_SKPAuto_AutoCheck","1,57","1,83","1,57","-","-","-","2,03","1,53","1,44","1,93","-","1,44","1,44","1,69","1,82","1,70","2,20","1,56","1,48","1,71","1,56","1,77","1,51","1,54","1,23","1,96","3,13","1,56","1,67","1,25",
"FSO_T04_SKPAuto_Postcode","0,39","0,88","0,31","-","-","-","0,29","1,53","0,30","0,69","-","0,31","0,34","0,71","0,41","0,32","0,50","0,41","0,41","0,92","0,39","0,34","0,68","0,35","0,33","0,73","2,19","0,36","0,96","0,35",
"FSO_T05_SKPAuto_Bestuurder","1,19","1,58","1,44","-","-","-","1,38","1,15","1,20","1,44","-","1,19","1,45","1,48","1,44","1,49","1,32","1,30","1,43","1,48","1,85","1,25","1,60","1,46","1,14","1,45","3,48","1,35","1,42","1,25",
"FSO_T06_SKPAuto_GeboorteDatum","0,90","0,97","0,84","-","-","-","0,85","1,17","2,74","0,99","0,80","1,30","0,88","0,91","0,88","0,91","0,81","0,90","0,77","1,05","0,97","0,90","0,91","0,92","1,00","0,86","2,18","0,86","0,84","0,87",
"FSO_T07_SKPAuto_SchadeVrijeJaren","0,00","0,00","0,00","-","-","-","2,06","2,25","4,24","1,40","1,89","2,14","2,14","2,08","1,98","6,34","1,90","1,85","2,04","1,90","2,60","2,02","2,59","3,85","2,38","2,24","3,96","2,10","1,79","2,06",
"FSO_T08_SKPAuto_Kilometers","-","-","-","-","-","-","0,69","0,63","0,50","0,67","0,73","0,74","0,48","0,78","0,68","0,80","0,60","0,63","0,48","0,83","0,57","0,59","0,93","0,69","0,61","0,72","2,45","0,61","0,77","0,70",
"FSO_T09_SKPAuto_Basisdekking","0,00","-","-","-","-","-","3,05","1,77","4,46","2,88","2,89","2,97","2,97","2,93","3,02","3,11","2,98","2,89","2,82","3,23","3,05","2,99","4,08","4,02","0,72","2,91","4,57","2,92","2,93","2,86",
"FSO_T10_SKPAuto_Uitbreiding","-","-","-","-","-","-","0,81","0,70","0,74","0,90","0,68","0,73","0,71","0,75","0,79","0,74","0,64","0,66","0,69","0,72","0,77","0,87","0,80","0,88","0,63","0,67","0,82","0,86","0,72","0,76",
"FSO_T11_SKPAuto_Ingangsdatum","-","-","-","-","-","-","0,50","0,63","0,46","0,61","4,68","0,54","0,52","0,56","0,52","0,50","0,53","0,53","0,53","0,49","0,55","0,78","0,55","0,76","0,57","0,66","2,36","0,53","0,51","0,51",
"FSO_T12_SKPAuto_Ongevallen","-","-","-","-","-","-","1,26","1,04","1,65","1,75","1,30","1,21","1,50","2,32","2,22","3,59","1,80","1,27","1,36","1,42","1,39","1,31","1,93","1,31","2,05","1,51","-","1,35","9,11","1,33",
