Metrics Over Time
Metrics Over Time
,,,16-3 11:30,,,16-3 11:35,,,16-3 11:40,,,16-3 11:45,,,16-3 11:50,,,16-3 11:55,,,16-3 12:00,,,16-3 12:05,,,16-3 12:10,,,16-3 12:15,,,16-3 12:20,,,16-3 12:25,,,16-3 12:30,,,16-3 12:35,,,16-3 12:40,,,16-3 12:45,,,16-3 12:50,,,16-3 12:55,,,16-3 13:00,,,16-3 13:05,,,16-3 13:10,,,16-3 13:15,,,16-3 13:20,,,16-3 13:25,,,16-3 13:30,,,16-3 13:35,,,16-3 13:40,,,16-3 13:45,,,16-3 13:50,,,16-3 13:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,24","-","3,01","-","2,36","2,66","2,29","-","2,70","2,25","-","2,40","2,18","-","-","2,52","-","-","2,30","-","-","2,37","2,51","2,21","2,62","2,25","-","2,44","2,19","2,67",
"FSO_T01_SKPAuto_VerzekererdJaNee","1,50","-","0,39","-","0,24","0,31","0,62","-","0,39","0,34","-","1,08","0,33","-","-","0,39","-","-","0,50","-","-","0,31","0,31","0,24","0,31","0,31","-","0,79","0,73","0,65",
"FSO_T02_SKPAuto_Kenteken","0,38","-","0,38","-","0,42","0,47","0,41","-","0,41","0,38","-","1,11","0,55","-","-","0,54","-","-","0,42","-","-","0,28","0,32","0,35","0,32","0,27","-","0,76","0,73","0,97",
"FSO_T03_SKPAuto_AutoCheck","1,48","-","1,84","-","1,46","1,60","1,63","-","1,76","1,75","-","2,52","1,27","-","-","1,62","-","-","1,75","-","-","1,66","1,67","2,12","1,23","1,89","-","1,48","4,48","2,47",
"FSO_T04_SKPAuto_Postcode","0,34","-","0,42","-","0,52","0,46","0,45","-","0,52","0,38","-","1,28","0,46","-","-","0,44","-","-","0,38","-","-","0,33","0,27","0,35","0,32","0,45","-","0,65","1,25","0,91",
"FSO_T05_SKPAuto_Bestuurder","1,38","-","1,22","-","1,35","1,92","1,47","-","1,42","1,10","-","2,28","1,61","-","-","1,30","-","-","1,44","-","-","1,24","1,39","1,27","1,55","1,23","-","1,91","1,52","1,74",
"FSO_T06_SKPAuto_GeboorteDatum","-","0,82","0,84","-","0,86","0,84","-","-","1,33","0,89","1,01","1,25","0,84","-","0,88","-","0,93","-","-","-","0,84","-","0,87","0,80","-","-","-","0,91","0,87","0,88",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,23","3,10","2,17","-","2,10","2,59","-","-","4,10","2,45","2,23","2,69","1,99","-","2,08","-","1,94","2,50","-","2,04","1,65","-","2,40","1,96","-","-","-","2,41","2,86","2,18",
"FSO_T08_SKPAuto_Kilometers","0,58","0,84","0,61","-","0,43","0,75","-","-","0,69","0,84","0,81","1,78","1,43","-","0,79","-","0,78","0,91","-","1,03","0,79","-","0,74","0,58","-","-","-","1,21","0,90","1,11",
"FSO_T09_SKPAuto_Basisdekking","2,89","3,12","2,96","-","3,07","3,00","-","-","2,95","2,92","3,11","3,68","3,10","-","5,06","-","2,99","2,95","-","2,97","3,04","-","2,94","2,92","-","-","-","2,96","2,88","2,87",
