Metrics Over Time
Metrics Over Time
,,,13-3 23:30,,,13-3 23:35,,,13-3 23:40,,,13-3 23:45,,,13-3 23:50,,,13-3 23:55,,,14-3 0:00,,,14-3 0:05,,,14-3 0:10,,,14-3 0:15,,,14-3 0:20,,,14-3 0:25,,,14-3 0:30,,,14-3 0:35,,,14-3 0:40,,,14-3 0:45,,,14-3 0:50,,,14-3 0:55,,,14-3 1:00,,,14-3 1:05,,,14-3 1:10,,,14-3 1:15,,,14-3 1:20,,,14-3 1:25,,,14-3 1:30,,,14-3 1:35,,,14-3 1:40,,,14-3 1:45,,,14-3 1:50,,,14-3 1:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,32","2,30","2,31","3,04","2,52","2,35","2,86","2,23","2,44","2,21","-","2,29","2,52","2,87","2,72","2,52","-","-","-","-","2,26","-","2,28","-","2,24","-","2,45","-","-","2,49",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,39","0,34","0,48","0,31","0,25","0,46","0,36","0,34","0,34","0,32","-","0,33","0,34","2,03","0,29","0,32","-","-","-","-","0,43","-","0,31","-","2,01","-","0,34","-","-","0,42",
"FSO_T02_SKPAuto_Kenteken","0,31","0,28","0,29","0,37","0,44","0,37","0,30","0,30","0,75","0,29","-","0,33","0,32","1,80","0,47","0,41","-","-","-","-","0,28","-","0,32","-","2,01","-","0,42","-","-","0,37",
"FSO_T03_SKPAuto_AutoCheck","1,50","2,16","1,45","1,65","2,19","1,44","1,68","2,20","1,24","1,73","-","2,02","1,56","4,57","1,78","1,68","-","-","-","-","1,78","-","1,75","-","3,27","-","1,45","-","-","1,98",
"FSO_T04_SKPAuto_Postcode","0,31","0,38","0,36","0,29","0,49","0,35","0,30","0,50","0,30","0,33","-","0,31","0,32","2,78","0,33","0,36","-","-","-","-","0,32","-","0,45","-","2,09","-","0,31","-","-","0,33",
"FSO_T05_SKPAuto_Bestuurder","1,26","1,24","1,40","1,03","2,06","1,34","1,49","1,46","1,17","1,28","-","1,08","1,41","3,12","1,43","1,28","-","-","-","-","0,98","-","1,43","-","2,88","-","1,36","-","-","1,53",
"FSO_T06_SKPAuto_GeboorteDatum","1,93","0,96","0,95","0,96","0,99","1,03","1,24","0,95","1,08","-","0,92","1,09","0,97","1,18","-","-","1,04","1,33","-","0,94","1,13","-","-","1,33","2,03","-","1,17","0,92","1,06","0,90",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,52","2,19","2,20","3,21","2,45","4,20","2,35","2,39","2,29","-","2,14","1,89","2,30","2,22","-","-","2,51","6,31","-","4,04","2,16","-","-","1,87","3,83","-","2,91","2,15","2,21","2,09",
"FSO_T08_SKPAuto_Kilometers","0,38","0,53","0,39","0,82","0,60","0,57","0,60","0,58","0,50","-","0,66","0,56","0,60","0,44","-","-","0,57","0,51","-","0,48","0,59","-","-","0,53","2,61","-","0,67","0,74","0,63","0,50",
"FSO_T09_SKPAuto_Basisdekking","3,00","3,04","2,95","3,36","3,13","2,93","2,92","3,09","3,02","-","3,06","3,79","3,08","2,92","-","-","2,96","2,87","-","2,98","3,03","-","-","3,01","3,04","-","2,95","3,04","2,98","2,93",
"FSO_T10_SKPAuto_Uitbreiding","0,69","0,72","0,79","0,67","0,76","0,69","0,69","0,76","0,73","-","0,66","0,67","0,82","0,59","-","-","0,78","0,67","-","0,68","0,61","-","-","0,69","0,61","-","0,69","0,62","0,72","0,78",
"FSO_T11_SKPAuto_Ingangsdatum","0,58","0,57","0,57","0,58","0,55","0,55","0,48","0,55","0,54","-","0,54","0,54","0,68","0,50","-","-","0,51","0,64","-","0,52","0,54","-","-","0,56","2,58","-","0,55","0,54","0,51","0,47",
"FSO_T12_SKPAuto_Ongevallen","1,40","2,02","1,79","1,34","1,58","1,38","1,99","1,79","1,32","1,42","1,36","2,88","1,46","1,48","-","1,36","-","-","-","1,78","1,50","1,34","1,58","-","1,37","1,32","2,30","-","4,26","1,27",
"FSO_T13_SKPAuto_Samenvatting1","1,73","2,60","2,53","1,56","1,60","2,52","2,56","2,56","2,56","2,65","2,57","2,54","2,09","1,78","-","2,50","-","2,61","-","1,64","2,61","2,50","0,67","2,61","2,65","2,67","2,62","-","0,63","-",
"FSO_T14_SKPAuto_PriveZakelijk","0,50","0,52","0,48","0,52","0,59","0,52","0,54","0,55","0,59","0,58","0,65","0,45","0,59","0,60","-","0,47","-","0,55","-","0,54","0,55","0,47","0,46","0,51","0,55","0,56","0,48","-","0,64","-",
"FSO_T15_SKPAuto_KentekenOpNaam","0,41","0,39","0,41","0,45","0,53","0,38","0,46","0,41","0,38","0,49","0,45","0,46","0,45","8,32","-","0,58","-","0,49","-","0,51","0,54","0,37","0,49","0,41","0,52","0,38","0,42","-","0,51","-",
"FSO_T16_SKPAuto_Persoonsgegevens","0,59","1,48","0,54","0,72","0,61","0,58","0,65","1,12","0,61","0,44","0,60","0,63","0,62","1,76","-","0,58","-","0,65","-","0,66","0,86","0,55","0,83","0,60","0,90","0,65","1,35","-","0,57","-",
"FSO_T17_SKPAuto_Adres","2,48","2,37","2,54","2,20","2,06","2,24","2,36","2,11","2,09","3,28","2,53","2,17","2,79","2,41","2,13","2,70","-","2,10","-","2,36","2,14","2,13","-","2,66","2,04","2,32","2,55","-","2,24","-",
"FSO_T18_SKPAuto_TelefoonEmail","1,23","1,47","1,36","1,54","1,31","1,22","1,46","1,31","1,50","1,54","1,73","1,49","1,89","1,32","1,51","1,98","-","-","-","-","1,53","-","1,15","1,80","2,38","-","1,35","1,26","1,12","-",
"FSO_T19_SKPAuto_AanvullendeVragen","8,40","7,33","7,58","7,55","7,21","8,18","8,07","7,83","9,06","8,62","7,98","7,92","8,35","7,93","8,08","8,24","-","-","-","-","8,18","-","8,73","8,84","9,11","-","8,09","7,93","8,43","-",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","0,40","0,44","0,46","0,39","0,45","0,41","0,41","0,44","0,48","0,44","0,45","0,38","0,43","0,40","0,34","0,55","0,41","-","-","-","0,54","-","0,44","0,57","1,34","-","0,37","-","0,51","-",
"FSO_T21_SKPAuto_StrafbaarFeit","0,55","0,66","0,53","0,46","0,49","0,43","0,39","0,47","0,48","0,41","0,75","0,35","0,40","0,49","0,37","0,55","0,52","-","-","-","0,53","-","0,51","0,59","0,46","2,53","0,50","-","0,56","-",
"FSO_T22_SKPAuto_EerderSchade","0,43","0,46","0,46","0,40","0,46","0,40","0,54","0,47","0,44","0,43","0,53","0,41","0,41","0,41","0,43","0,40","0,44","-","-","-","0,54","-","0,50","0,40","0,43","2,30","0,47","-","0,56","-",
"FSO_T23_SKPAuto_MaandJaar","0,40","0,44","0,62","0,41","0,43","0,55","0,44","0,47","0,51","0,42","0,62","0,31","0,40","0,43","0,43","0,56","0,48","-","-","-","0,51","-","0,51","0,45","0,41","2,28","0,39","-","0,54","-",
"FSO_T24_SKPAuto_Rekeningnummer","1,31","1,50","0,92","1,50","3,16","3,20","1,51","1,46","1,46","1,42","1,57","1,65","2,52","1,36","1,36","1,98","1,45","1,61","-","-","0,86","-","1,01","1,40","1,47","2,42","0,95","1,41","1,45","-",
"FSO_T25_SKPAuto_Samenvatting2","2,85","3,51","3,40","3,54","3,59","3,45","3,33","3,11","3,50","3,20","4,20","3,27","2,57","3,06","2,63","-","3,30","3,68","-","-","3,51","-","-","3,38","-","3,83","3,50","3,39","3,22","-",
"FSO_T26_SKPAuto_EindeScript","0,48","0,47","0,58","0,48","0,41","0,59","0,54","0,59","0,54","0,58","0,62","0,44","0,56","0,43","0,47","-","0,55","0,63","-","-","0,46","-","-","0,67","-","1,45","0,44","0,51","0,51","-",
 

