Metrics Over Time
Metrics Over Time
,,,12-3 12:30,,,12-3 12:35,,,12-3 12:40,,,12-3 12:45,,,12-3 12:50,,,12-3 12:55,,,12-3 13:00,,,12-3 13:05,,,12-3 13:10,,,12-3 13:15,,,12-3 13:20,,,12-3 13:25,,,12-3 13:30,,,12-3 13:35,,,12-3 13:40,,,12-3 13:45,,,12-3 13:50,,,12-3 13:55,,,12-3 14:00,,,12-3 14:05,,,12-3 14:10,,,12-3 14:15,,,12-3 14:20,,,12-3 14:25,,,12-3 14:30,,,12-3 14:35,,,12-3 14:40,,,12-3 14:45,,,12-3 14:50,,,12-3 14:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,37","2,25","2,51","7,83","2,36","7,89","2,96","1,84","2,80","3,19","2,63","2,89","3,27","2,04","3,25","3,21","3,45","3,07","3,08","2,29","2,10","2,93","2,64","2,67","3,28","2,07","2,34","3,73","2,59","2,34",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,23","0,53","0,28","7,68","0,37","5,88","1,08","0,61","0,52","1,12","0,52","0,59","0,48","0,63","0,82","0,60","0,37","1,01","0,29","0,24","5,37","0,51","0,56","1,04","0,53","0,31","0,46","0,42","0,46","0,36",
"FSO_T02_SKPAuto_Kenteken","0,38","0,38","0,35","0,27","7,75","5,86","1,14","0,44","0,39","0,38","0,36","0,37","1,07","0,38","0,39","0,41","0,37","1,34","0,52","0,39","1,24","0,38","0,37","0,36","0,37","0,40","0,37","0,47","0,42","0,38",
"FSO_T03_SKPAuto_AutoCheck","1,71","2,05","1,79","1,95","8,51","8,67","2,66","1,73","1,53","1,69","2,11","1,49","2,41","2,74","3,03","2,81","3,72","2,42","1,97","1,75","3,07","1,54","2,30","1,44","1,54","1,88","1,69","1,64","1,57","2,07",
"FSO_T04_SKPAuto_Postcode","0,40","0,55","0,33","0,35","6,63","5,64","1,30","0,79","0,39","0,41","0,37","0,39","0,66","0,54","0,36","0,39","0,68","1,52","0,39","0,81","0,39","0,38","0,84","0,37","0,38","0,63","0,39","0,45","0,65","0,45",
"FSO_T05_SKPAuto_Bestuurder","1,47","1,55","1,43","1,35","6,93","3,78","1,89","1,40","1,41","1,28","1,33","1,42","1,70","1,88","1,29","1,41","1,49","2,69","1,64","1,73","1,35","1,32","1,51","1,38","1,53","1,46","1,25","1,85","1,92","1,21",
"FSO_T06_SKPAuto_GeboorteDatum","1,33","0,91","0,93","1,39","4,76","1,80","0,83","1,53","1,25","0,94","0,98","1,53","1,06","0,90","0,90","1,06","0,98","2,13","0,85","0,96","1,34","1,03","1,02","1,10","0,90","0,98","1,65","0,85","0,86","0,97",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,08","2,70","2,03","2,09","2,82","2,38","3,53","2,85","4,70","2,13","3,72","2,24","2,58","2,17","2,28","2,63","1,98","2,80","2,43","2,83","2,36","3,12","2,39","2,37","1,67","1,91","1,75","2,00","2,09","4,04",
"FSO_T08_SKPAuto_Kilometers","0,46","0,92","0,76","0,75","1,94","1,68","1,73","1,64","0,67","0,75","0,67","0,65","0,70","0,80","0,64","2,09","0,64","2,14","0,70","0,93","0,68","0,92","0,79","1,30","0,60","1,17","0,75","0,82","3,91","0,87",
"FSO_T09_SKPAuto_Basisdekking","2,95","2,94","3,14","0,59","3,80","2,83","3,74","3,69","3,21","2,96","3,55","2,95","2,87","3,00","4,20","3,04","2,90","3,73","3,18","4,03","2,97","2,99","2,99","2,95","2,98","4,03","2,88","2,93","3,02","2,84",
"FSO_T10_SKPAuto_Uitbreiding","0,75","0,99","0,71","0,66","0,65","0,69","0,78","0,72","0,70","0,69","0,81","0,71","0,76","0,70","0,71","10,73","0,89","0,69","0,60","0,75","0,69","0,72","0,74","0,64","0,71","0,65","0,65","0,63","0,75","0,73",
"FSO_T11_SKPAuto_Ingangsdatum","0,54","0,81","0,77","0,68","5,95","0,60","1,42","1,47","0,52","0,57","0,55","0,55","0,52","1,49","0,52","0,49","0,51","0,54","3,85","0,60","0,50","0,50","0,55","0,46","0,68","0,51","0,69","0,53","0,66","0,47",
"FSO_T12_SKPAuto_Ongevallen","1,31","1,81","1,83","1,32","1,94","3,38","1,92","2,11","1,22","1,59","1,98","1,60","1,91","1,86","1,33","1,76","1,54","2,14","1,50","2,44","2,46","2,91","1,46","1,30","2,14","1,79","1,36","2,02","1,92","1,19",
"FSO_T13_SKPAuto_Samenvatting1","2,62","2,55","2,56","2,63","6,26","0,95","2,47","1,85","0,52","2,50","1,62","0,57","1,71","2,51","2,58","1,55","1,63","0,47","3,86","1,66","0,55","2,52","0,87","2,52","1,60","0,87","2,51","2,51","1,59","2,57",
"FSO_T14_SKPAuto_PriveZakelijk","0,57","0,64","0,54","0,47","0,69","0,70","0,62","0,62","0,61","0,69","0,56","0,61","0,57","0,58","0,62","0,59","0,63","0,53","0,61","0,61","0,58","0,56","0,68","0,75","0,56","0,56","0,56","0,61","0,58","0,66",
"FSO_T15_SKPAuto_KentekenOpNaam","0,51","0,60","0,34","0,45","2,15","0,72","1,53","1,62","0,46","0,52","0,50","0,71","0,51","0,48","0,70","0,56","0,53","0,58","1,90","0,55","0,47","0,51","0,59","0,94","0,51","0,57","0,59","0,82","0,60","0,55",
"FSO_T16_SKPAuto_Persoonsgegevens","0,77","0,52","0,55","0,90","2,21","1,17","1,75","1,43","1,01","0,63","0,87","1,61","0,65","6,80","1,51","0,88","0,70","0,84","2,03","0,65","0,90","0,66","0,69","0,63","0,60","0,84","0,64","0,85","1,09","1,00",
"FSO_T17_SKPAuto_Adres","2,48","-","2,46","2,17","4,13","2,57","3,19","3,53","2,18","2,42","2,30","2,48","2,46","2,07","2,58","2,18","2,14","2,84","6,55","2,48","2,50","2,24","2,11","2,88","2,31","2,28","2,53","2,23","2,15","2,75",
"FSO_T18_SKPAuto_TelefoonEmail","1,25","-","1,40","1,86","4,66","1,97","2,59","3,37","1,51","1,48","1,35","1,58","2,11","1,21","1,59","1,52","1,72","1,57","8,39","1,52","1,66","1,70","-","1,69","1,37","1,72","1,91","1,54","1,28","1,53",
"FSO_T19_SKPAuto_AanvullendeVragen","8,01","-","8,05","7,69","10,47","9,49","8,69","9,16","7,94","7,70","7,76","7,92","9,00","7,67","8,46","11,07","8,00","8,36","9,73","7,84","8,41","8,32","8,44","8,16","8,53","8,61","7,54","8,10","7,84","8,30",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","0,48","0,47","0,39","0,56","1,43","0,55","2,09","1,42","0,64","0,53","0,52","0,48","0,68","0,62","0,54","0,51","0,71","0,73","3,70","0,54","0,48","0,47","0,53","0,53","0,49","0,54","0,51","0,49","0,64","0,51",
"FSO_T21_SKPAuto_StrafbaarFeit","0,41","0,54","0,45","0,35","1,54","0,59","2,25","2,83","0,71","0,52","0,55","0,51","0,51","0,65","1,84","0,50","0,56","0,44","7,75","0,55","0,60","0,49","0,50","0,56","0,56","0,61","0,53","0,48","0,66","0,60",
"FSO_T22_SKPAuto_EerderSchade","0,44","0,56","0,45","0,60","1,53","0,52","2,20","1,52","0,64","0,50","0,59","0,56","0,53","0,99","0,63","0,52","0,55","1,09","11,68","0,75","0,66","0,53","0,52","0,54","0,49","0,55","0,56","0,53","0,53","0,57",
"FSO_T23_SKPAuto_MaandJaar","0,44","0,48","0,54","0,41","1,38","0,46","2,27","1,49","0,49","0,44","0,54","0,56","0,46","0,63","0,52","0,49","0,59","0,95","9,65","0,67","0,58","0,53","0,48","0,50","0,50","0,51","0,60","0,61","0,52","0,51",
"FSO_T24_SKPAuto_Rekeningnummer","2,05","1,88","2,05","1,90","3,78","1,11","2,40","2,02","1,69","1,70","1,52","1,18","1,84","1,40","1,18","1,12","1,35","1,42","14,88","1,32","1,84","4,96","1,86","1,61","2,07","1,13","1,30","1,29","7,69","1,27",
"FSO_T25_SKPAuto_Samenvatting2","3,60","3,62","3,13","3,25","5,40","3,57","5,35","4,33","3,31","3,57","3,02","3,29","4,41","2,89","3,35","3,30","3,39","3,55","16,30","3,47","3,47","3,53","3,20","3,07","2,76","3,42","3,29","4,09","3,96","3,03",
"FSO_T26_SKPAuto_EindeScript","0,50","0,54","0,62","0,47","1,54","0,68","2,40","1,46","0,64","0,53","1,04","0,67","1,63","0,53","0,55","0,56","0,58","0,65","6,13","0,81","0,68","0,69","0,55","0,58","0,57","0,56","0,63","0,55","0,62","0,70",
 

