Metrics Over Time
Metrics Over Time
,,,15-3 15:30,,,15-3 15:35,,,15-3 15:40,,,15-3 15:45,,,15-3 15:50,,,15-3 15:55,,,15-3 16:00,,,15-3 16:05,,,15-3 16:10,,,15-3 16:15,,,15-3 16:20,,,15-3 16:25,,,15-3 16:30,,,15-3 16:35,,,15-3 16:40,,,15-3 16:45,,,15-3 16:50,,,15-3 16:55,,,15-3 17:00,,,15-3 17:05,,,15-3 17:10,,,15-3 17:15,,,15-3 17:20,,,15-3 17:25,,,15-3 17:30,,,15-3 17:35,,,15-3 17:40,,,15-3 17:45,,,15-3 17:50,,,15-3 17:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","-","-","5,85","-","-","2,74","2,40","-","2,61","-","2,30","3,05","-","2,30","2,24","2,27","-","2,73","-","-","2,23","-","-","2,40","-","2,44","2,51","2,60","-","2,21",
"FSO_T01_SKPAuto_VerzekererdJaNee","-","-","4,50","-","-","0,60","0,68","-","0,63","-","0,69","0,98","-","0,42","0,67","0,75","-","0,46","-","-","0,72","-","-","0,45","-","0,73","0,67","1,83","-","0,69",
"FSO_T02_SKPAuto_Kenteken","-","-","0,64","-","-","0,63","0,69","-","0,62","-","0,64","0,59","-","0,65","0,60","0,66","-","0,58","-","-","0,60","-","-","0,57","-","0,61","0,74","1,79","-","0,66",
"FSO_T03_SKPAuto_AutoCheck","-","-","1,25","-","-","1,95","1,31","-","1,65","-","1,41","3,22","-","1,92","1,62","1,78","-","1,39","-","-","1,75","-","-","1,36","-","4,54","1,79","3,28","-","1,62",
"FSO_T04_SKPAuto_Postcode","-","-","0,62","-","-","0,60","0,66","-","0,95","-","0,87","0,61","-","0,90","0,65","0,62","-","0,59","-","-","0,61","-","-","0,58","-","0,78","0,72","2,24","-","0,63",
"FSO_T05_SKPAuto_Bestuurder","-","-","1,80","-","-","1,45","1,58","-","1,83","-","1,74","1,88","-","2,00","1,57","1,30","-","1,77","-","-","1,65","-","-","1,69","-","1,70","1,46","2,96","-","1,54",
"FSO_T06_SKPAuto_GeboorteDatum","-","0,89","0,94","-","0,93","0,90","-","0,90","1,00","-","0,90","1,19","-","1,04","0,97","-","-","1,61","-","0,97","0,86","-","-","-","-","0,94","0,96","-","2,06","1,26",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","2,59","1,84","-","2,01","2,20","-","1,88","2,15","-","2,12","1,79","-","2,99","1,89","-","-","4,02","-","2,21","6,32","-","-","-","-","4,32","2,18","-","3,31","3,73",
"FSO_T08_SKPAuto_Kilometers","-","0,92","1,00","-","1,20","0,79","-","1,18","0,98","-","1,07","0,98","-","1,16","0,44","-","-","0,77","-","1,02","1,16","-","-","-","-","1,12","0,84","-","2,38","0,80",
"FSO_T09_SKPAuto_Basisdekking","-","3,00","2,93","-","3,14","2,94","-","2,89","6,09","-","2,96","2,95","-","2,97","2,90","-","-","3,98","-","2,93","2,96","-","-","-","-","4,03","5,00","-","2,32","2,84",
"FSO_T10_SKPAuto_Uitbreiding","-","0,77","0,66","-","0,75","0,73","-","0,70","0,74","-","0,82","0,65","-","0,74","0,74","-","-","0,76","-","0,77","0,71","-","-","-","-","0,90","0,71","-","0,74","2,71",
"FSO_T11_SKPAuto_Ingangsdatum","-","0,66","0,59","-","0,71","0,65","-","0,73","-","-","0,70","0,77","-","0,62","0,57","-","0,67","0,62","0,60","0,75","1,24","-","-","-","-","0,63","0,68","-","2,39","0,65",
"FSO_T12_SKPAuto_Ongevallen","4,86","1,84","-","-","1,41","1,40","-","2,20","1,48","-","1,33","2,34","1,35","-","-","1,55","1,70","-","1,02","2,62","3,30","-","1,74","-","2,35","1,10","1,25","1,66","1,33","-",
"FSO_T13_SKPAuto_Samenvatting1","2,57","2,68","-","-","1,76","2,53","-","0,89","2,56","-","2,48","2,57","2,62","-","-","-","2,53","-","2,58","2,56","2,47","-","2,44","-","2,53","0,85","2,49","0,87","-","-",
"FSO_T14_SKPAuto_PriveZakelijk","0,77","0,84","-","-","0,86","0,87","-","0,98","0,78","-","0,86","0,86","0,87","-","-","-","0,83","-","0,65","0,83","0,79","-","0,86","-","0,81","0,78","0,90","0,90","-","-",
"FSO_T15_SKPAuto_KentekenOpNaam","0,71","0,83","-","-","0,81","0,71","-","0,83","0,78","-","0,83","0,72","1,19","-","-","-","0,75","-","1,07","0,84","0,73","-","0,85","-","0,78","0,74","0,81","0,80","-","-",
"FSO_T16_SKPAuto_Persoonsgegevens","1,33","1,26","-","-","1,25","1,17","-","1,36","1,16","-","1,34","1,16","1,28","-","-","-","1,19","-","1,76","1,21","1,18","-","1,18","-","0,82","1,22","0,71","1,25","-","-",
"FSO_T17_SKPAuto_Adres","3,13","2,30","2,43","-","2,16","2,42","-","2,50","-","2,64","-","2,51","2,90","2,68","2,53","4,43","2,18","2,45","-","2,27","2,49","2,20","-","-","-","2,82","2,24","-","-","2,71",
"FSO_T18_SKPAuto_TelefoonEmail","1,72","2,78","2,16","-","1,81","1,55","-","-","-","1,83","-","1,70","1,85","1,63","1,93","1,43","1,63","1,84","-","1,69","1,47","1,80","-","-","-","1,78","2,24","-","3,81","1,76",
"FSO_T19_SKPAuto_AanvullendeVragen","7,87","8,01","8,63","-","8,32","7,98","-","-","-","7,58","-","9,03","8,57","7,85","7,73","10,75","8,48","9,57","-","10,17","8,05","8,11","-","-","-","8,35","8,30","-","9,43","7,29",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","0,69","0,78","0,89","-","0,94","0,71","-","-","-","0,73","-","0,69","0,74","1,10","0,77","0,92","1,02","0,63","-","0,84","0,84","0,72","-","-","-","0,77","1,70","-","2,17","0,63",
