Metrics Over Time
Metrics Over Time
,,,18-3 13:30,,,18-3 13:35,,,18-3 13:40,,,18-3 13:45,,,18-3 13:50,,,18-3 13:55,,,18-3 14:00,,,18-3 14:05,,,18-3 14:10,,,18-3 14:15,,,18-3 14:20,,,18-3 14:25,,,18-3 14:30,,,18-3 14:35,,,18-3 14:40,,,18-3 14:45,,,18-3 14:50,,,18-3 14:55,,,18-3 15:00,,,18-3 15:05,,,18-3 15:10,,,18-3 15:15,,,18-3 15:20,,,18-3 15:25,,,18-3 15:30,,,18-3 15:35,,,18-3 15:40,,,18-3 15:45,,,18-3 15:50,,,18-3 15:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","1,98","2,86","2,51","2,75","-","2,40","2,50","2,55","1,80","2,07","2,26","2,40","2,10","2,15","2,18","2,66","1,82","2,14","3,79","2,29","2,19","3,02","2,17","2,26","2,56","2,88","2,13","2,35","2,41","2,51",
"FSO_T01_SKPAuto_VerzekererdJaNee","1,33","0,33","0,46","0,44","-","0,61","0,45","0,51","0,53","0,37","0,32","0,52","5,26","0,66","2,74","0,59","0,50","0,36","0,31","0,50","1,26","0,35","0,49","0,59","0,34","0,33","0,44","0,34","0,61","0,34",
"FSO_T02_SKPAuto_Kenteken","1,30","0,38","0,40","0,44","-","0,36","0,41","0,40","0,39","0,45","0,36","0,35","1,22","4,55","7,74","0,54","0,43","0,38","0,44","1,16","1,15","0,42","0,47","0,59","0,40","0,39","0,39","0,39","0,37","0,37",
"FSO_T03_SKPAuto_AutoCheck","2,39","2,06","1,55","1,64","-","1,33","1,69","1,61","1,53","1,43","1,98","1,59","1,64","2,23","5,75","1,58","1,79","1,48","1,94","4,45","2,57","1,57","1,80","1,49","1,38","1,11","1,62","1,97","1,97","1,58",
"FSO_T04_SKPAuto_Postcode","1,36","0,81","0,38","0,44","-","0,44","0,41","1,20","0,41","0,40","0,91","0,43","0,49","0,72","2,80","0,49","0,87","0,39","0,39","0,74","1,35","0,44","0,59","0,40","0,43","0,52","0,36","0,41","0,56","0,69",
"FSO_T05_SKPAuto_Bestuurder","2,55","1,58","1,31","1,46","-","1,43","1,23","1,46","1,44","1,36","1,42","1,63","1,64","1,82","2,32","1,36","1,24","1,34","1,42","1,76","4,56","1,42","1,49","1,28","1,27","1,37","1,44","1,27","1,57","1,83",
"FSO_T06_SKPAuto_GeboorteDatum","1,99","1,69","1,03","0,87","0,83","0,89","1,00","0,84","1,00","0,99","4,22","0,99","0,96","1,10","1,24","0,90","0,93","0,81","1,88","1,89","4,40","0,82","0,80","0,86","0,85","0,85","0,89","1,03","1,00","0,89",
"FSO_T07_SKPAuto_SchadeVrijeJaren","3,25","1,95","1,95","2,20","1,93","6,06","1,92","2,17","2,18","2,26","2,06","1,95","2,22","1,98","6,40","2,10","2,11","4,15","2,10","1,98","3,15","3,22","2,17","1,79","2,26","2,37","2,12","2,39","2,18","1,88",
"FSO_T08_SKPAuto_Kilometers","2,48","0,70","0,90","0,88","0,79","2,18","0,73","0,75","0,89","0,83","0,77","1,14","0,62","0,66","1,40","0,99","0,77","0,94","0,73","0,84","2,21","1,00","0,78","0,74","0,70","0,83","1,12","1,76","0,98","0,86",
"FSO_T09_SKPAuto_Basisdekking","4,94","2,87","3,93","2,80","2,86","2,90","2,87","2,92","2,20","2,89","3,15","2,91","2,98","2,96","3,74","2,91","3,05","12,88","2,88","2,96","3,70","4,94","3,27","3,48","2,96","2,85","2,92","2,99","12,57","2,96",
