Metrics Over Time
Metrics Over Time
,,,18-3 16:00,,,18-3 16:05,,,18-3 16:10,,,18-3 16:15,,,18-3 16:20,,,18-3 16:25,,,18-3 16:30,,,18-3 16:35,,,18-3 16:40,,,18-3 16:45,,,18-3 16:50,,,18-3 16:55,,,18-3 17:00,,,18-3 17:05,,,18-3 17:10,,,18-3 17:15,,,18-3 17:20,,,18-3 17:25,,,18-3 17:30,,,18-3 17:35,,,18-3 17:40,,,18-3 17:45,,,18-3 17:50,,,18-3 17:55,,,18-3 18:00,,,18-3 18:05,,,18-3 18:10,,,18-3 18:15,,,18-3 18:20,,,18-3 18:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,11","3,20","2,25","3,59","2,28","2,90","1,95","1,71","2,25","2,85","5,21","2,40","3,55","2,71","2,30","2,23","2,55","2,23","2,59","2,17","2,12","2,20","1,92","2,22","2,21","2,59","2,07","2,27","2,11","2,20",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,52","1,13","0,51","0,62","0,95","0,35","0,57","0,47","0,28","0,32","0,32","0,42","0,36","0,54","0,34","0,39","0,57","1,15","0,39","0,52","0,48","1,16","1,82","1,23","0,36","0,51","0,36","0,40","0,35","0,45",
"FSO_T02_SKPAuto_Kenteken","0,42","0,38","0,36","0,54","0,68","0,38","1,01","0,37","0,58","0,43","0,42","0,38","0,42","0,38","0,37","0,41","0,40","1,09","0,37","0,40","0,38","1,14","1,88","1,13","0,40","0,39","0,36","0,59","0,37","0,37",
"FSO_T03_SKPAuto_AutoCheck","1,61","4,25","1,40","2,04","2,19","2,02","1,68","1,61","1,60","1,70","2,37","1,76","1,37","1,36","3,31","1,84","1,69","2,41","1,69","5,04","1,55","3,38","4,38","2,34","1,79","2,24","1,59","1,51","1,62","1,50",
"FSO_T04_SKPAuto_Postcode","0,41","0,60","0,41","0,54","0,74","0,42","0,53","0,65","0,39","0,43","2,05","0,41","0,41","0,62","0,42","0,41","0,62","1,33","0,39","0,55","0,40","1,31","2,24","1,27","0,39","0,54","0,38","0,48","0,92","0,38",
"FSO_T05_SKPAuto_Bestuurder","1,37","1,33","1,76","1,77","1,75","1,39","1,42","1,04","1,43","1,36","2,72","1,45","1,42","1,84","1,39","1,47","1,58","2,22","1,53","1,74","1,44","2,24","3,27","1,93","1,32","1,25","1,69","1,80","1,31","1,22",
"FSO_T06_SKPAuto_GeboorteDatum","0,94","0,89","2,72","0,89","0,87","0,84","0,87","0,86","1,15","0,85","0,88","0,94","0,77","0,84","0,81","0,82","0,88","1,48","0,82","0,83","0,87","0,78","2,19","1,56","0,94","0,91","0,89","0,88","1,07","4,29",
"FSO_T07_SKPAuto_SchadeVrijeJaren","1,81","2,19","3,70","2,52","2,31","2,33","2,45","2,24","2,11","2,11","2,74","2,82","1,85","2,02","4,02","2,11","2,14","2,82","1,93","2,15","3,88","2,06","3,61","3,19","2,33","2,35","2,33","2,15","2,09","1,95",
"FSO_T08_SKPAuto_Kilometers","0,81","0,74","0,72","0,70","0,75","0,59","1,04","0,82","0,69","0,90","2,04","0,90","0,73","0,86","0,85","0,63","0,89","1,63","0,99","0,82","1,52","0,67","3,62","1,54","0,61","0,71","0,72","0,82","1,03","0,57",
"FSO_T09_SKPAuto_Basisdekking","4,36","2,90","2,90","0,73","2,90","3,02","3,00","2,97","2,93","2,86","2,95","2,95","3,02","3,26","3,95","2,97","2,93","3,73","2,92","2,90","2,90","3,06","5,32","3,75","3,09","2,92","2,86","2,95","3,19","3,08",
