Metrics Over Time
Metrics Over Time
,,,21-3 16:30,,,21-3 16:35,,,21-3 16:40,,,21-3 16:45,,,21-3 16:50,,,21-3 16:55,,,21-3 17:00,,,21-3 17:05,,,21-3 17:10,,,21-3 17:15,,,21-3 17:20,,,21-3 17:25,,,21-3 17:30,,,21-3 17:35,,,21-3 17:40,,,21-3 17:45,,,21-3 17:50,,,21-3 17:55,,,21-3 18:00,,,21-3 18:05,,,21-3 18:10,,,21-3 18:15,,,21-3 18:20,,,21-3 18:25,,,21-3 18:30,,,21-3 18:35,,,21-3 18:40,,,21-3 18:45,,,21-3 18:50,,,21-3 18:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","1,88","2,30","2,81","2,46","2,89","1,90","1,88","1,89","2,01","2,82","1,90","2,25","1,89","-","2,25","2,07","1,94","1,99","3,32","2,40","2,13","1,95","2,28","2,15","2,40","1,91","1,81","2,70","2,32","1,91",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,93","0,70","0,56","0,62","0,68","0,67","0,69","0,76","2,81","0,62","0,68","0,76","0,68","-","0,65","0,81","0,71","0,53","0,64","0,69","0,61","0,82","0,67","1,42","0,68","0,69","0,67","2,78","0,77","0,68",
"FSO_T02_SKPAuto_Kenteken","0,62","0,76","0,64","0,61","0,63","0,59","0,61","0,66","1,49","0,62","0,60","0,73","0,61","-","0,61","0,71","1,02","0,56","0,61","0,63","0,66","0,60","0,62","1,17","0,63","0,65","0,64","0,68","0,60","0,60",
"FSO_T03_SKPAuto_AutoCheck","1,75","1,65","1,50","1,41","1,60","1,48","1,36","1,77","1,88","1,68","2,08","1,55","1,43","-","1,50","1,66","1,90","1,55","1,27","1,93","1,58","1,61","1,74","2,14","1,40","1,97","1,45","2,36","1,56","1,16",
"FSO_T04_SKPAuto_Postcode","0,64","0,93","0,73","0,66","1,23","0,64","0,59","0,93","1,13","0,67","0,64","0,63","0,63","-","0,68","0,70","0,89","0,63","0,63","0,91","0,59","0,84","0,94","1,54","0,62","1,83","0,78","0,82","1,99","0,60",
"FSO_T05_SKPAuto_Bestuurder","1,54","1,56","5,79","1,97","2,33","1,57","1,67","1,48","1,68","1,72","1,99","1,91","1,66","-","1,80","1,77","1,68","1,62","1,63","1,73","1,46","1,46","1,83","2,39","1,66","1,92","1,76","1,70","2,16","1,55",
"FSO_T06_SKPAuto_GeboorteDatum","0,84","1,25","2,20","0,78","2,72","1,24","1,11","0,88","0,86","0,89","0,82","0,93","0,84","1,24","0,77","0,86","0,85","0,84","0,88","0,89","0,78","0,84","0,87","1,44","0,88","0,84","0,85","0,82","0,92","0,90",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,02","1,88","5,95","2,81","2,14","2,09","2,22","2,67","2,55","1,65","2,34","4,14","2,38","2,26","2,40","1,91","2,12","2,49","2,23","2,00","2,09","2,00","1,93","3,26","3,05","1,84","2,15","2,05","2,09","2,87",
"FSO_T08_SKPAuto_Kilometers","1,07","1,17","1,67","0,91","1,03","0,70","0,97","0,86","1,30","1,25","1,01","1,33","1,03","0,89","0,99","0,98","0,93","0,96","1,00","1,08","0,97","1,25","1,04","1,84","0,98","0,95","1,12","1,11","0,95","0,95",
"FSO_T09_SKPAuto_Basisdekking","2,93","2,93","2,95","4,91","3,97","3,01","2,85","3,00","2,95","2,92","2,95","2,47","2,96","3,00","2,91","2,91","2,97","2,86","2,99","2,97","2,95","3,06","2,91","3,79","2,84","3,02","2,89","2,91","2,97","2,96",
"FSO_T10_SKPAuto_Uitbreiding","0,72","0,74","0,61","0,73","0,68","0,69","0,59","0,80","0,80","0,63","0,66","0,73","0,79","0,63","0,76","0,92","0,77","0,77","0,66","0,88","0,64","0,96","0,79","0,69","0,82","0,70","0,64","0,67","0,84","0,68",
"FSO_T11_SKPAuto_Ingangsdatum","2,70","0,67","-","0,65","0,92","1,40","0,75","0,61","0,83","0,88","0,57","0,63","0,74","0,57","0,59","0,67","0,70","0,88","0,71","0,71","0,55","0,70","0,66","1,72","0,75","0,66","0,64","0,75","0,72","0,59",
"FSO_T12_SKPAuto_Ongevallen","1,79","1,44","-","1,25","1,80","1,25","1,30","1,64","1,38","1,41","1,74","1,22","1,47","1,35","1,18","1,28","1,44","1,18","1,36","1,45","1,18","1,40","1,36","1,32","1,50","1,31","1,22","1,38","1,39","2,15",
"FSO_T13_SKPAuto_Samenvatting1","1,66","1,77","-","0,77","1,75","2,45","2,55","1,82","0,85","2,49","2,58","1,09","1,63","2,53","2,53","2,50","0,87","0,79","0,78","1,75","0,79","1,81","1,81","2,52","2,42","1,86","0,92","2,53","1,29","0,94",
"FSO_T14_SKPAuto_PriveZakelijk","0,95","0,82","-","0,79","0,99","0,86","0,82","0,85","0,95","0,81","0,88","1,13","0,80","0,84","0,90","1,02","0,96","0,76","1,27","0,90","0,77","0,86","0,85","1,03","0,79","1,29","0,83","0,81","0,83","0,87",
"FSO_T15_SKPAuto_KentekenOpNaam","1,32","0,76","-","0,93","0,86","0,75","0,75","0,78","0,74","0,74","0,79","1,08","0,76","0,74","0,80","0,79","0,85","0,77","0,85","0,78","0,71","1,30","0,76","0,74","1,73","0,80","0,80","0,72","0,83","0,73",
"FSO_T16_SKPAuto_Persoonsgegevens","1,10","1,03","-","1,32","1,28","1,13","0,88","1,23","1,56","1,19","1,13","1,28","1,13","0,60","1,18","1,19","0,65","1,13","2,38","1,26","0,54","1,79","1,14","0,56","2,39","1,43","1,09","1,15","1,39","1,46",
"FSO_T17_SKPAuto_Adres","2,63","2,16","-","2,65","2,87","2,39","2,61","2,27","2,69","2,18","2,26","3,12","2,46","6,94","2,32","2,77","2,31","2,64","2,93","2,93","2,96","2,31","2,61","2,24","3,25","2,15","2,78","2,44","2,25","2,45",
"FSO_T18_SKPAuto_TelefoonEmail","1,75","1,76","3,43","1,73","1,65","1,84","1,86","1,69","1,86","1,54","1,61","1,78","1,67","5,59","1,56","1,63","-","2,34","1,77","1,70","1,69","1,98","1,79","1,61","2,66","1,65","1,82","1,78","1,49","2,49",
